"occ_id","lemma_class","stanza","pada","token_index","surface","zurich_lemma","grassmann_lemma","grassmann_gloss","morphology","arnold_stratum_code","arnold_stratum","why_this_lemma","sense","griffith_1890_stanza","geldner_1951_stanza","source_id","retrieval_date"
"DK-OCC-043","INCISING","01.020.03","c","1","tákṣan","√takṣ-","√ takṣ-","zimmern, behauen, hämmern, härten; schaffen, verfertigen (vom Wagen, von Geschöpfen, Liedern, Gebeten), bewirken, machen, zubereiten","number=PL|person=3|mood=INJ|tense=AOR|voice=ACT","N","Normal","'zimmern, behauen, hämmern' - the ordinary verb of fashioning","NOT ASSIGNED","They for the two Nâsatyas wrought a light car moving every way: They formed a nectar-yielding cow.","Sie zimmerten den Nāsatya's den umherfahrenden, leichtlaufenden Wagen, sie bildeten die Kuh des Sabardughā.","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-044","INCISING","01.032.02","b","5","tatakṣa","√takṣ-","√ takṣ-","zimmern, behauen, hämmern, härten; schaffen, verfertigen (vom Wagen, von Geschöpfen, Liedern, Gebeten), bewirken, machen, zubereiten","number=SG|person=3|mood=IND|tense=PRF|voice=ACT","C","Cretic","'zimmern, behauen, hämmern' - the ordinary verb of fashioning","NOT ASSIGNED","He slew the Dragon lying on the mountain: his heavenly bolt of thunder Tvashṭar fashioned. Like lowing kine in rapid flow descending the waters glided downward to the ocean.","Er erschlug den Drachen, der sich auf dem Berge gelagert hatte. Tvaṣṭr̥ hatte ihm die sausende Keule geschmiedet. Wie die brüllenden Kühe (zu den Kälbern) eilend liefen die Gewässer stracks zum Meere.","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-045","INCISING","01.051.10","a","1","tákṣat","√takṣ-","√ takṣ-","zimmern, behauen, hämmern, härten; schaffen, verfertigen (vom Wagen, von Geschöpfen, Liedern, Gebeten), bewirken, machen, zubereiten","number=SG|person=3|mood=INJ|tense=AOR|voice=ACT","C","Cretic","'zimmern, behauen, hämmern' - the ordinary verb of fashioning","NOT ASSIGNED","The might which Uṣanâ hath formed for thee with might rends in its greatness and with strength both worlds apart. O Hero-souled, the steeds of Vâta, yoked by thought, have carried thee to fame while thou art filled with power.","Als Uśanas dir mit Kraft die Kraft zimmerte, da sprengt(e) deine Gewalt durch ihre Größe die beiden Welthälften auseinander. Dich fuhren, du Mannherziger, des Vāta (Rosse), die durch (bloßen) Gedanken geschirrten, zur Ruhmestat, als du mit Kraft angefüllt warst.","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-046","INCISING","01.052.07","d","1","tatákṣa","√takṣ-","√ takṣ-","zimmern, behauen, hämmern, härten; schaffen, verfertigen (vom Wagen, von Geschöpfen, Liedern, Gebeten), bewirken, machen, zubereiten","number=SG|person=3|mood=IND|tense=PRF|voice=ACT","C","Cretic","'zimmern, behauen, hämmern' - the ordinary verb of fashioning","NOT ASSIGNED","The hymns which magnify thee, Indra, reach to thee even as water-brooks flow down and fill the lake. Tvashṭar gave yet more force to thine appropriate strength, and forged thy thunderbolt of overpowering might.","Denn wie Wogen einen See erfüllen dich die feierlichen Worte, die deine Stärkung sind, o Indra. Tvaṣṭr̥ selbst stärkte dir die eigene Kraft; er zimmerte die Keule von überlegener Wucht.","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-047","INCISING","01.061.06","a","5","takṣat","√takṣ-","√ takṣ-","zimmern, behauen, hämmern, härten; schaffen, verfertigen (vom Wagen, von Geschöpfen, Liedern, Gebeten), bewirken, machen, zubereiten","number=SG|person=3|mood=INJ|tense=AOR|voice=ACT","A","Archaic","'zimmern, behauen, hämmern' - the ordinary verb of fashioning","NOT ASSIGNED","Even for him hath Tvashṭar forged the thunder, most deftly wrought, celestial, for the battle, Wherewith he reached the vital parts of Vr̥itra, striking-the vast, the mighty with the striker.","Ihm zimmerte Tvaṣṭr̥ die Keule, die sehr kunstreiche, sausende zum Kampfe, mit der er sogar des Vr̥tra verwundbare Stelle fand, als er mit der losfahrenden (Keule auf ihn) losfuhr, allvermögend, was es auch sei schaffend.","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-048","INCISING","01.062.13","b","1","átakṣat","√takṣ-","√ takṣ-","zimmern, behauen, hämmern, härten; schaffen, verfertigen (vom Wagen, von Geschöpfen, Liedern, Gebeten), bewirken, machen, zubereiten","number=SG|person=3|mood=IND|tense=AOR|voice=ACT","A","Archaic","'zimmern, behauen, hämmern' - the ordinary verb of fashioning","NOT ASSIGNED","O mighty Indra, Gotama's son Nodhas hath fashioned this new prayer to thee Eternal, Sure leader, yoker of the Tawny Coursers. May he, enriched with prayer, come soon and early.","Ein neues Erbauungslied hat (dir) zu der altgewohnten Falbenschirrung Nodhas, der Gotamide, verfertigt, o Indra, der du unser guter Führer bist, du Gewaltiger. – Recht bald am Morgen soll sich der einstellen, der durch die Weisheit Schätze erwirbt.","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-049","INCISING","01.067.04","b","3","taṣṭā́n","√takṣ-","√ takṣ-","zimmern, behauen, hämmern, härten; schaffen, verfertigen (vom Wagen, von Geschöpfen, Liedern, Gebeten), bewirken, machen, zubereiten","case=ACC|gender=M|number=PL|non-finite=PTCP-ta","N","Normal","'zimmern, behauen, hämmern' - the ordinary verb of fashioning","NOT ASSIGNED","Men filled with understanding find him there, when they have sting prayers formed within their heart.","Dort finden ihn die sinnenden Männer, als sie die im Herzen geformten Seherworte aufsagten.","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-050","INCISING","01.086.03","b","3","átakṣata","√takṣ-","√ takṣ-","zimmern, behauen, hämmern, härten; schaffen, verfertigen (vom Wagen, von Geschöpfen, Liedern, Gebeten), bewirken, machen, zubereiten","number=PL|person=2|mood=IND|tense=AOR|voice=ACT","n","Normal, metrical variations only","'zimmern, behauen, hämmern' - the ordinary verb of fashioning","NOT ASSIGNED","Yea, the strong man to whom ye have vouchsafed to give a sage, shall move Into a stable rich in kine.","Oder welchem Preiskämpfer ihr einen Redekundigen zur Seite gabt, der gelangt zu rinderreicher Herde.","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-051","INCISING","01.109.01","d","5","atakṣam","√takṣ-","√ takṣ-","zimmern, behauen, hämmern, härten; schaffen, verfertigen (vom Wagen, von Geschöpfen, Liedern, Gebeten), bewirken, machen, zubereiten","number=SG|person=1|mood=IND|tense=AOR|voice=ACT","C","Cretic","'zimmern, behauen, hämmern' - the ordinary verb of fashioning","NOT ASSIGNED","LONGING for weal I looked around, in spirit, for kinsmen, Indra-Agni, or for brothers. No providence but yours alone is with me so have I wrought for you this hymn for succour.","Ich habe zwar nach Verwandten oder Standesgenossen im Geiste Umschau gehalten, mein Heil suchend, o Indra und Agni. Es gibt für mich keine andere Zuversicht als euch beide; darum habe ich auf euch ein lohnbringendes Lied gedichtet.","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-052","INCISING","01.111.01","a","1","tákṣan","√takṣ-","√ takṣ-","zimmern, behauen, hämmern, härten; schaffen, verfertigen (vom Wagen, von Geschöpfen, Liedern, Gebeten), bewirken, machen, zubereiten","number=PL|person=3|mood=INJ|tense=AOR|voice=ACT","C","Cretic","'zimmern, behauen, hämmern' - the ordinary verb of fashioning","NOT ASSIGNED","WORKING with skill they wrought the lightly rolling car: they wrought the Bays who bear Indra and bring great gifts. The R̥ibhus for their Parents made life young again; and fashioned for the calf a mother by its side.","Sie zimmerten den gutlaufenden Wagen (der Aśvin), kundig zu Werk gehend; sie zimmerten das Falbenpaar, das den Indra fährt, das ...... Ihren Eltern zimmerten die R̥bhu's jugendliches Alter; sie zimmerten dem Kalbe eine begleitende Mutter.","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-053","INCISING","01.111.01","b","1","tákṣan","√takṣ-","√ takṣ-","zimmern, behauen, hämmern, härten; schaffen, verfertigen (vom Wagen, von Geschöpfen, Liedern, Gebeten), bewirken, machen, zubereiten","number=PL|person=3|mood=INJ|tense=AOR|voice=ACT","C","Cretic","'zimmern, behauen, hämmern' - the ordinary verb of fashioning","NOT ASSIGNED","WORKING with skill they wrought the lightly rolling car: they wrought the Bays who bear Indra and bring great gifts. The R̥ibhus for their Parents made life young again; and fashioned for the calf a mother by its side.","Sie zimmerten den gutlaufenden Wagen (der Aśvin), kundig zu Werk gehend; sie zimmerten das Falbenpaar, das den Indra fährt, das ...... Ihren Eltern zimmerten die R̥bhu's jugendliches Alter; sie zimmerten dem Kalbe eine begleitende Mutter.","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-054","INCISING","01.111.01","c","1","tákṣan","√takṣ-","√ takṣ-","zimmern, behauen, hämmern, härten; schaffen, verfertigen (vom Wagen, von Geschöpfen, Liedern, Gebeten), bewirken, machen, zubereiten","number=PL|person=3|mood=INJ|tense=AOR|voice=ACT","C","Cretic","'zimmern, behauen, hämmern' - the ordinary verb of fashioning","NOT ASSIGNED","WORKING with skill they wrought the lightly rolling car: they wrought the Bays who bear Indra and bring great gifts. The R̥ibhus for their Parents made life young again; and fashioned for the calf a mother by its side.","Sie zimmerten den gutlaufenden Wagen (der Aśvin), kundig zu Werk gehend; sie zimmerten das Falbenpaar, das den Indra fährt, das ...... Ihren Eltern zimmerten die R̥bhu's jugendliches Alter; sie zimmerten dem Kalbe eine begleitende Mutter.","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-055","INCISING","01.111.01","d","1","tákṣan","√takṣ-","√ takṣ-","zimmern, behauen, hämmern, härten; schaffen, verfertigen (vom Wagen, von Geschöpfen, Liedern, Gebeten), bewirken, machen, zubereiten","number=PL|person=3|mood=INJ|tense=AOR|voice=ACT","C","Cretic","'zimmern, behauen, hämmern' - the ordinary verb of fashioning","NOT ASSIGNED","WORKING with skill they wrought the lightly rolling car: they wrought the Bays who bear Indra and bring great gifts. The R̥ibhus for their Parents made life young again; and fashioned for the calf a mother by its side.","Sie zimmerten den gutlaufenden Wagen (der Aśvin), kundig zu Werk gehend; sie zimmerten das Falbenpaar, das den Indra fährt, das ...... Ihren Eltern zimmerten die R̥bhu's jugendliches Alter; sie zimmerten dem Kalbe eine begleitende Mutter.","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-056","INCISING","01.111.02","a","4","takṣata","√takṣ-","√ takṣ-","zimmern, behauen, hämmern, härten; schaffen, verfertigen (vom Wagen, von Geschöpfen, Liedern, Gebeten), bewirken, machen, zubereiten","number=PL|person=2|mood=IMP|tense=AOR|voice=ACT","C","Cretic","'zimmern, behauen, hämmern' - the ordinary verb of fashioning","NOT ASSIGNED","For sacrifice make for us active vital power for skill and wisdom food with noble progeny. Grant to our company this power most excellent, that with a family all-heroic we may dwell.","Zimmert uns meisterliche Kraft für das Opfer zu Rat und Tat, reichen Kindersegen! Daß wir mit unserem Stamm aus vollzähligen Mannen sicher wohnen, möget ihr unserer Heerschar doch ja die indragleiche (Kraft) verleihen.","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-057","INCISING","01.111.03","a","2","takṣata","√takṣ-","√ takṣ-","zimmern, behauen, hämmern, härten; schaffen, verfertigen (vom Wagen, von Geschöpfen, Liedern, Gebeten), bewirken, machen, zubereiten","number=PL|person=2|mood=IMP|tense=AOR|voice=ACT","C","Cretic","'zimmern, behauen, hämmern' - the ordinary verb of fashioning","NOT ASSIGNED","Do ye, O R̥ibhus, make prosperity for us, prosperity for car, ye Heroes, and for steed. Grant us prosperity victorious evermore, conquering foes in battle, strangers or akin.","Zimmert uns Gewinn, ihr R̥bhu's, Gewinn dem Wagen, Gewinn dem Rennpferd, ihr Herren! Siegreichen Gewinn möget ihr uns allezeit schenken (?), einen Verwandt wie Fremd in den Kämpfen überwindenden (Helden).","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-058","INCISING","01.121.03","c","1","tákṣat","√takṣ-","√ takṣ-","zimmern, behauen, hämmern, härten; schaffen, verfertigen (vom Wagen, von Geschöpfen, Liedern, Gebeten), bewirken, machen, zubereiten","number=SG|person=3|mood=INJ|tense=AOR|voice=ACT","A","Archaic","'zimmern, behauen, hämmern' - the ordinary verb of fashioning","NOT ASSIGNED","Lord of red dawns, he came victorious, daily to the Angirases' former invocation. His bolt and team hath he prepared, and stablished the heaven for quadrupeds and men two-footed.","Es kam auf den Ruf zuerst die Morgenröte, die Königin; (es kam auf den Ruf) der Aṅgiras' der Gebieter der Clane alle Tage. Er zimmerte die ihm zu eigen gegebene Keule; er stützte den Himmel für die den Herren gehörigen Vierfüßler und Zweifüßler.","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-059","INCISING","01.121.12","d","3","tatakṣa","√takṣ-","√ takṣ-","zimmern, behauen, hämmern, härten; schaffen, verfertigen (vom Wagen, von Geschöpfen, Liedern, Gebeten), bewirken, machen, zubereiten","number=SG|person=3|mood=IND|tense=PRF|voice=ACT","A","Archaic","'zimmern, behauen, hämmern' - the ordinary verb of fashioning","NOT ASSIGNED","Mount Indra, lover of the men thou guardest, the well-yoked horses of the wind, best bearers. The bolt which Kâvya Uṣanâ erst gave thee, strong, gladdening, Vr̥itra-slaying, hath he fashioned.","""Indra, du der Mannhafte, der du die Menschen um Hilfe angehst, besteige des Vāta schöngeschirrte bestfahrende (Rosse), (trink) den berauschenden (Soma), den dir Kāvya Uśanas gab! Er zimmerte die feindetötende Keule, die (den Kampf) beendet.""","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-060","INCISING","01.127.04","e","1","tákṣat","√takṣ-","√ takṣ-","zimmern, behauen, hämmern, härten; schaffen, verfertigen (vom Wagen, von Geschöpfen, Liedern, Gebeten), bewirken, machen, zubereiten","number=SG|person=3|mood=INJ|tense=PRS|voice=ACT","A","Archaic","'zimmern, behauen, hämmern' - the ordinary verb of fashioning","NOT ASSIGNED","To him, as one who knows, even things solid yield: unrough fire-sticks heated hot he gives his gifts to aid. Men offer Agni gifts for aid. He deeply piercing many a thing hews it like wood with fervent glow. Even hard and solid food he crunches with his might, yea, hard and solid food with might.","Selbst das Feste gibt ihm, wie man weiß, nach. Mit den am schnellsten feuerfangenden Reibhölzern wartet er auf, um seine Gunst (zu gewinnen), wartet er dem Agni auf, um seine Gunst (zu gewinnen). Der in viele (Hölzer) eindringt, sie wie die Bäume mit seiner Flamme behauend; er zerreißt selbst die festen Speisen mit Kraft, selbst das Feste mit Kraft.","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-061","INCISING","01.130.06","b","5","atakṣiṣuḥ","√takṣ-","√ takṣ-","zimmern, behauen, hämmern, härten; schaffen, verfertigen (vom Wagen, von Geschöpfen, Liedern, Gebeten), bewirken, machen, zubereiten","number=PL|person=3|mood=IND|tense=AOR|voice=ACT","s","Strophic, metrical variations only","'zimmern, behauen, hämmern' - the ordinary verb of fashioning","NOT ASSIGNED","Eager for riches, men have formed for thee this song, like as a skilful craftsman fashioneth a car, so have they wrought thee to their bliss; Adorning thee, O Singer, like a generous steed for deeds of might, Yea, like a steed to show his strength and win the prize, that he may bear each prize away.","Diese Rede haben für dich im Wunsch nach Gut die Ayusöhne gefertigt wie der geschickte Künstler einen Wagen, dich haben sie zur Gunsterweisung bearbeitet; (dich) schön machend wie das Leibroß, das in den Entscheidungskämpfen siegreich ist, du Redekundiger, wie ein Rennpferd zur Kraftleistung, um Schätze zu gewinnen, um alle Schätze zu gewinnen.","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-062","INCISING","01.130.06","c","3","atakṣiṣuḥ","√takṣ-","√ takṣ-","zimmern, behauen, hämmern, härten; schaffen, verfertigen (vom Wagen, von Geschöpfen, Liedern, Gebeten), bewirken, machen, zubereiten","number=PL|person=3|mood=IND|tense=AOR|voice=ACT","s","Strophic, metrical variations only","'zimmern, behauen, hämmern' - the ordinary verb of fashioning","NOT ASSIGNED","Eager for riches, men have formed for thee this song, like as a skilful craftsman fashioneth a car, so have they wrought thee to their bliss; Adorning thee, O Singer, like a generous steed for deeds of might, Yea, like a steed to show his strength and win the prize, that he may bear each prize away.","Diese Rede haben für dich im Wunsch nach Gut die Ayusöhne gefertigt wie der geschickte Künstler einen Wagen, dich haben sie zur Gunsterweisung bearbeitet; (dich) schön machend wie das Leibroß, das in den Entscheidungskämpfen siegreich ist, du Redekundiger, wie ein Rennpferd zur Kraftleistung, um Schätze zu gewinnen, um alle Schätze zu gewinnen.","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-063","INCISING","01.158.05","c","5","vitákṣat","√takṣ-","√ takṣ-","zimmern, behauen, hämmern, härten; schaffen, verfertigen (vom Wagen, von Geschöpfen, Liedern, Gebeten), bewirken, machen, zubereiten","number=SG|person=3|mood=INJ|tense=AOR|voice=ACT|local particle=LP","S","Strophic","'zimmern, behauen, hämmern' - the ordinary verb of fashioning","NOT ASSIGNED","The most maternal streams, wherein the Dilsas cast me securely bound, have not devoured me. When Traitana would cleave my head asunder, the Dâsa wounded his own breast and shoulders.","""Nicht sollen mich die mütterlichsten Ströme verschlingen, da die Diener den festverpackten untergetaucht haben. Wenn Traitana sein Haupt spaltet, soll (?) sich der Diener selbst die Brust und Schultern zerfleischen.""","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-064","INCISING","01.161.07","c","4","atakṣata","√takṣ-","√ takṣ-","zimmern, behauen, hämmern, härten; schaffen, verfertigen (vom Wagen, von Geschöpfen, Liedern, Gebeten), bewirken, machen, zubereiten","number=PL|person=2|mood=IND|tense=IPRF|voice=ACT","P","Popular","'zimmern, behauen, hämmern' - the ordinary verb of fashioning","NOT ASSIGNED","Ye by your wisdom brought a cow from out a hide; unto that ancient Pair ye gave again their youth. Out of a horse, Sudhanvan's Sons, ye formed a horse: a chariot ye equipped, and went unto the Gods.","Aus dem Fell ließet ihr durch eure Erfindungsgabe die Kuh herauslaufen, die beiden Alten machtet ihr jung. Ihr Söhne des Sudhanvan, aus einem Pferd zimmertet ihr ein (zweites) Pferd. Ihr schirrtet den Wagen an und fuhret zu den Göttern.","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-065","INCISING","01.162.06","b","4","tákṣati","√takṣ-","√ takṣ-","zimmern, behauen, hämmern, härten; schaffen, verfertigen (vom Wagen, von Geschöpfen, Liedern, Gebeten), bewirken, machen, zubereiten","number=PL|person=3|mood=IND|tense=PRS|voice=ACT","P","Popular","'zimmern, behauen, hämmern' - the ordinary verb of fashioning","NOT ASSIGNED","The hewers of the post and those who carry it, and those who carve the knob to deck the Horse's stake; Those who prepare the cooking-vessels for the Steed,– may the approving help of these promote our work.","Die Pfostenhauer und Pfostenträger und die den Knauf für den Roßpfosten zimmern, und die für das Rennpferd dss Kochgeräte zusammentragen, auch deren Beifall soll uns fördern.","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-066","INCISING","01.163.02","d","5","ataṣṭa","√takṣ-","√ takṣ-","zimmern, behauen, hämmern, härten; schaffen, verfertigen (vom Wagen, von Geschöpfen, Liedern, Gebeten), bewirken, machen, zubereiten","number=PL|person=2|mood=IND|tense=IPRF|voice=ACT","P","Popular","'zimmern, behauen, hämmern' - the ordinary verb of fashioning","NOT ASSIGNED","This Steed which Yama gave hath Trita harnessed, and him, the first of all, hath Indra mounted. His bridle the Gandharva grasped. O Vasus, from out the Sun ye fashioned forth the Courser.","Ein Geschenk des Yama schirrte ihn Trita an; Indra bestieg ihn zum ersten Male. Der Gandharva faßte seinen Zügel. Aus der Sonne habt ihr Götter das Roß gebildet.","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-067","INCISING","01.164.23","b","4","nirátakṣata","√takṣ-","√ takṣ-","zimmern, behauen, hämmern, härten; schaffen, verfertigen (vom Wagen, von Geschöpfen, Liedern, Gebeten), bewirken, machen, zubereiten","number=SG|person=3|mood=IND|tense=IPRF|voice=MED|local particle=LP","P","Popular","'zimmern, behauen, hämmern' - the ordinary verb of fashioning","NOT ASSIGNED","How on the Gâyatrî. the Gâyatrî was based, how from the Trishṭup they fashioned the Trishṭup forth, How on the Jagatî was based the Jagatî,– they who know this have won themselves immortal life.","Nur die haben die Unsterblichkeit erlangt, die wissen, daß der Gāyatrī(fuß) auf dem Gāyatrī(lied) beruht, oder (daß) der Triṣṭubh(fuß) aus dem Triṣṭubh(lied) herausgebildet wurde, oder daß der Jagatfuß auf dem Jagat(lied) beruht.","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-068","INCISING","01.164.41","a","4","tákṣatī","√takṣ-","√ takṣ-","zimmern, behauen, hämmern, härten; schaffen, verfertigen (vom Wagen, von Geschöpfen, Liedern, Gebeten), bewirken, machen, zubereiten","case=NOM|gender=F|number=SG|tense=PRS|voice=ACT|non-finite=PTCP","P","Popular","'zimmern, behauen, hämmern' - the ordinary verb of fashioning","NOT ASSIGNED","Forming the water-floods, the buffalo hath lowed, one-footed or two-footed or fourfooted, she, Who hath become eight-footed or hath got nine feet, the thou sand-syllabled in the sublimest heaven.","Die Büffelkuh hat gebrüllt, Wasserfluten hervorbringend, einfüßig, zweifüßig, vierfüßig, achtfüßig, neunfüßig geworden, tausendsilbig im höchsten Raum.","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-069","INCISING","01.171.02","b","2","taṣṭáḥ","√takṣ-","√ takṣ-","zimmern, behauen, hämmern, härten; schaffen, verfertigen (vom Wagen, von Geschöpfen, Liedern, Gebeten), bewirken, machen, zubereiten","case=NOM|gender=M|number=SG|non-finite=PTCP-ta","s","Strophic, metrical variations only","'zimmern, behauen, hämmern' - the ordinary verb of fashioning","NOT ASSIGNED","Maruts, to you this laud with prayer and worship, formed in the mind and heart, ye Gods, is offered. Come ye to us, rejoicing in your spirit, for ye are they who make our prayer effective.","Dieses ehrfürchtige Loblied, das mit Herz und Verstand gedichtet ist, ist für euch gemacht, ihr Götter Marut. Kommet her, mit Verstand es genießend, denn ihr seid die Erhöher der Ehrfurcht!","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-070","INCISING","02.019.08","b","4","takṣuḥ","√takṣ-","√ takṣ-","zimmern, behauen, hämmern, härten; schaffen, verfertigen (vom Wagen, von Geschöpfen, Liedern, Gebeten), bewirken, machen, zubereiten","number=PL|person=3|mood=IND|tense=PRF|voice=ACT","A","Archaic","'zimmern, behauen, hämmern' - the ordinary verb of fashioning","NOT ASSIGNED","Thus the Gr̥itsamadas for thee, O Hero, have wrought their hymn and task as seeking favour. May they who worship thee afresh, O Indra, gain food and strength, bliss, and a happy dwelling.","Also haben die Gr̥tsamada's auf dich, o Held, ein Gedicht gefertigt wie Schutzsuchende als Richtzeichen (?). Die Segensprechenden mögen von dir, Indra, aufs neue Labsal, Stärkung, guten Wohnsitz, Beliebtheit erlangen.","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-071","INCISING","02.031.07","b","1","átakṣan","√takṣ-","√ takṣ-","zimmern, behauen, hämmern, härten; schaffen, verfertigen (vom Wagen, von Geschöpfen, Liedern, Gebeten), bewirken, machen, zubereiten","number=PL|person=3|mood=IND|tense=AOR|voice=ACT","N","Normal","'zimmern, behauen, hämmern' - the ordinary verb of fashioning","NOT ASSIGNED","These earnest prayers I pray to you, ye Holy: to pay you honour, living men have formed them, Men fain to win the prize and glory. May they win, as a car-horse might the goal, your notice.","Ich wünsche, daß euch, ihr Opferwürdige, diese dargebrachten (Worte gefallen). Die Āyu's haben sie zu neuem (Preise) zusammengefügt. Ruhm heischend, den Siegerpreis begehrend möchten sie wie das Gespann am Wagen ihre Absicht erreichen.","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-072","INCISING","03.008.06","b","4","tatákṣa","√takṣ-","√ takṣ-","zimmern, behauen, hämmern, härten; schaffen, verfertigen (vom Wagen, von Geschöpfen, Liedern, Gebeten), bewirken, machen, zubereiten","number=SG|person=3|mood=IND|tense=PRF|voice=ACT","N","Normal","'zimmern, behauen, hämmern' - the ordinary verb of fashioning","NOT ASSIGNED",", Ye whom religious men have firmly planted; thou Forest Sovran whom the axe hath fashioned,– Let those the Stakes divine which here are standing be fain to grant us wealth with store of children.","Ihr, die die gottergebenen Männer eingesenkt haben oder die die Axt behauen hat, o Baum, diese göttlichen Pfosten stehen da und sollen uns kinderreichen Schatz zu gewinnen suchen.","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-073","INCISING","03.038.02","b","3","takṣata","√takṣ-","√ takṣ-","zimmern, behauen, hämmern, härten; schaffen, verfertigen (vom Wagen, von Geschöpfen, Liedern, Gebeten), bewirken, machen, zubereiten","number=PL|person=3|mood=IND|tense=PRS|voice=MED","N","Normal","'zimmern, behauen, hämmern' - the ordinary verb of fashioning","NOT ASSIGNED","Ask of the sages' mighty generations firm-minded and devout they framed the heaven. These are thy heart-sought strengthening directions, and they have come to be sky's upholders.","Frag auch die mächtigen Geschlechter der Seher! Ihr habt entschlossen, gut handelnd den Himmel gezimmert. Diese wachsende Vertraulichkeit (?), die im Geiste erstrebte, ist nunmehr in rechter Weise, dir gekommen.","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-074","INCISING","03.054.12","d","3","ataṣṭa","√takṣ-","√ takṣ-","zimmern, behauen, hämmern, härten; schaffen, verfertigen (vom Wagen, von Geschöpfen, Liedern, Gebeten), bewirken, machen, zubereiten","number=PL|person=2|mood=IND|tense=IPRF|voice=ACT","C","Cretic","'zimmern, behauen, hämmern' - the ordinary verb of fashioning","NOT ASSIGNED","Deft worker, skiful-handed, helpful, holy, may Tvashṭar, God, give us these things to aid us, Take your delight, Ye R̥ibhus joined with Pûshan: ye have prepared the rite with stones adjusted.","Der Gutes wirkende, schönhändige, huldreiche, gesetzestreue Gott Tvaṣṭr̥ möge uns diese Dinge zu unseren Gunsten gewähren. Ihr R̥bhu's ergötzet euch in Gesellschaft des Pūṣan! Die Preßsteine aufrichtend habt ihr das Opfer geformt. ","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-075","INCISING","03.054.17","d","4","takṣata +","√takṣ-","√ takṣ-","zimmern, behauen, hämmern, härten; schaffen, verfertigen (vom Wagen, von Geschöpfen, Liedern, Gebeten), bewirken, machen, zubereiten","number=PL|person=2|mood=IMP|tense=AOR|voice=ACT","C","Cretic","'zimmern, behauen, hämmern' - the ordinary verb of fashioning","NOT ASSIGNED","This is, ye Wise, your great and glorious title, that all ye Deities abide in Indra. Friend, Much-invoked! art thou with thy dear R̥ibhus: fashion ye this our hymn for our advantage.","Das ist ein großes, schönes Wort von euch, ihr Seher, daß ihr Götter alle in (bei) Indra seid. Du vielgerufener (Indra) bist mit den lieben R̥bhu's befreundet. Formet dies Gedicht von uns zum Preisgewinnen!","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
