"passage_id","stanza","type","type_before_override","type_means","poetic_subkind","basis","override","inferred_geography","archaeological_fortification","unsupported_identification","why_three_types_unassigned","family_surfaces","addressee","arnold_stratum","status","source_id","locator","retrieval_date","supports_page"
"PUR-P-027","02.019.06","TEXTUAL-STRONGHOLD","TEXTUAL-STRONGHOLD","TEXTUAL-STRONGHOLD means the TEXT presents a fort as an object in its own narrative world. It is NOT a claim that any fort existed, was fortified, or can be located: that would be the archaeological type, which is not assigned here. A passage can be a textual stronghold and still state a formulaic count — the counts are a separate register for that reason.","","R5: a púr- in ACC stands as an object in the narrative — held, broken, entered, or belonging to a named holder.","","NOT ASSIGNED","NOT ASSIGNED","NOT ASSIGNED","These three of §4J's five types are not properties of the passage. Each is a verdict on an argument someone else must make first — a placement, a site match, an identification. This unit has no geographic source (the pinned corpus carries none, PUR4J-018) and no archaeological source, so none is assigned to any passage. Assigning one anyway is precisely how a textual stronghold becomes an archaeological one.","púraḥ","Indra","A","PROVISIONAL","SRC-069; SRC-020; SRC-022; SRC-072; SRC-073; SRC-074","RV 02.019.06; Aufrecht and padapāṭha at that stanza; Griffith, Geldner and Grassmann at that stanza","2026-09-07","forts (proposed)"
"PUR-P-028","02.020.07","POETIC-FORMULA","POETIC-FORMULA","TEXTUAL-STRONGHOLD means the TEXT presents a fort as an object in its own narrative world. It is NOT a claim that any fort existed, was fortified, or can be located: that would be the archaeological type, which is not assigned here. A passage can be a textual stronghold and still state a formulaic count — the counts are a separate register for that reason.","DIVINE-EPITHET","R1: every family token is a derivative epithet (puraṃdará- 'fort-breaker' and kin). No fort is present as an object; the fort word is a component of a divine title.","","NOT ASSIGNED","NOT ASSIGNED","NOT ASSIGNED","These three of §4J's five types are not properties of the passage. Each is a verdict on an argument someone else must make first — a placement, a site match, an identification. This unit has no geographic source (the pinned corpus carries none, PUR4J-018) and no archaeological source, so none is assigned to any passage. Assigning one anyway is precisely how a textual stronghold becomes an archaeological one.","puraṃdaráḥ","Indra","A","PROVISIONAL","SRC-069; SRC-020; SRC-022; SRC-072; SRC-073; SRC-074","RV 02.020.07; Aufrecht and padapāṭha at that stanza; Griffith, Geldner and Grassmann at that stanza","2026-09-07","forts (proposed)"
"PUR-P-029","02.020.08","TEXTUAL-STRONGHOLD","TEXTUAL-STRONGHOLD","TEXTUAL-STRONGHOLD means the TEXT presents a fort as an object in its own narrative world. It is NOT a claim that any fort existed, was fortified, or can be located: that would be the archaeological type, which is not assigned here. A passage can be a textual stronghold and still state a formulaic count — the counts are a separate register for that reason.","","R5: a púr- in ACC stands as an object in the narrative — held, broken, entered, or belonging to a named holder.","","NOT ASSIGNED","NOT ASSIGNED","NOT ASSIGNED","These three of §4J's five types are not properties of the passage. Each is a verdict on an argument someone else must make first — a placement, a site match, an identification. This unit has no geographic source (the pinned corpus carries none, PUR4J-018) and no archaeological source, so none is assigned to any passage. Assigning one anyway is precisely how a textual stronghold becomes an archaeological one.","púraḥ","Indra","A","PROVISIONAL","SRC-069; SRC-020; SRC-022; SRC-072; SRC-073; SRC-074","RV 02.020.08; Aufrecht and padapāṭha at that stanza; Griffith, Geldner and Grassmann at that stanza","2026-09-07","forts (proposed)"
"PUR-P-030","02.035.06","CANNOT-CLASSIFY","TEXTUAL-STRONGHOLD","TEXTUAL-STRONGHOLD means the TEXT presents a fort as an object in its own narrative world. It is NOT a claim that any fort existed, was fortified, or can be located: that would be the archaeological type, which is not assigned here. A passage can be a textual stronghold and still state a formulaic count — the counts are a separate register for that reason.","","R5: a púr- in LOC stands as an object in the narrative — held, broken, entered, or belonging to a named holder.","Rule output TEXTUAL-STRONGHOLD overridden to CANNOT-CLASSIFY. 'āmā́su pūrṣú paró apramr̥ṣyám' — in the raw/unbaked forts, malice does not reach him. A locative, so someone is in it; but the subject is Apāṃ Napāt, a divine figure in the waters, so whether the púr is a place or a figure of inaccessibility is undecided by the text.","NOT ASSIGNED","NOT ASSIGNED","NOT ASSIGNED","These three of §4J's five types are not properties of the passage. Each is a verdict on an argument someone else must make first — a placement, a site match, an identification. This unit has no geographic source (the pinned corpus carries none, PUR4J-018) and no archaeological source, so none is assigned to any passage. Assigning one anyway is precisely how a textual stronghold becomes an archaeological one.","pūrṣú","Apam Napat","N","PROVISIONAL","SRC-069; SRC-020; SRC-022; SRC-072; SRC-073; SRC-074","RV 02.035.06; Aufrecht and padapāṭha at that stanza; Griffith, Geldner and Grassmann at that stanza","2026-09-07","forts (proposed)"
"PUR-P-031","03.012.06","TEXTUAL-STRONGHOLD","TEXTUAL-STRONGHOLD","TEXTUAL-STRONGHOLD means the TEXT presents a fort as an object in its own narrative world. It is NOT a claim that any fort existed, was fortified, or can be located: that would be the archaeological type, which is not assigned here. A passage can be a textual stronghold and still state a formulaic count — the counts are a separate register for that reason.","","R5: a púr- in ACC stands as an object in the narrative — held, broken, entered, or belonging to a named holder.","","NOT ASSIGNED","NOT ASSIGNED","NOT ASSIGNED","These three of §4J's five types are not properties of the passage. Each is a verdict on an argument someone else must make first — a placement, a site match, an identification. This unit has no geographic source (the pinned corpus carries none, PUR4J-018) and no archaeological source, so none is assigned to any passage. Assigning one anyway is precisely how a textual stronghold becomes an archaeological one.","púraḥ","Indra and Agni","s","PROVISIONAL","SRC-069; SRC-020; SRC-022; SRC-072; SRC-073; SRC-074","RV 03.012.06; Aufrecht and padapāṭha at that stanza; Griffith, Geldner and Grassmann at that stanza","2026-09-07","forts (proposed)"
"PUR-P-032","03.015.04","TEXTUAL-STRONGHOLD","TEXTUAL-STRONGHOLD","TEXTUAL-STRONGHOLD means the TEXT presents a fort as an object in its own narrative world. It is NOT a claim that any fort existed, was fortified, or can be located: that would be the archaeological type, which is not assigned here. A passage can be a textual stronghold and still state a formulaic count — the counts are a separate register for that reason.","","R5: a púr- in ACC stands as an object in the narrative — held, broken, entered, or belonging to a named holder.","","NOT ASSIGNED","NOT ASSIGNED","NOT ASSIGNED","These three of §4J's five types are not properties of the passage. Each is a verdict on an argument someone else must make first — a placement, a site match, an identification. This unit has no geographic source (the pinned corpus carries none, PUR4J-018) and no archaeological source, so none is assigned to any passage. Assigning one anyway is precisely how a textual stronghold becomes an archaeological one.","púraḥ","Agni","N","PROVISIONAL","SRC-069; SRC-020; SRC-022; SRC-072; SRC-073; SRC-074","RV 03.015.04; Aufrecht and padapāṭha at that stanza; Griffith, Geldner and Grassmann at that stanza","2026-09-07","forts (proposed)"
"PUR-P-033","03.034.01","POETIC-FORMULA","POETIC-FORMULA","TEXTUAL-STRONGHOLD means the TEXT presents a fort as an object in its own narrative world. It is NOT a claim that any fort existed, was fortified, or can be located: that would be the archaeological type, which is not assigned here. A passage can be a textual stronghold and still state a formulaic count — the counts are a separate register for that reason.","DIVINE-EPITHET","R1: every family token is a derivative epithet (puraṃdará- 'fort-breaker' and kin). No fort is present as an object; the fort word is a component of a divine title.","","NOT ASSIGNED","NOT ASSIGNED","NOT ASSIGNED","These three of §4J's five types are not properties of the passage. Each is a verdict on an argument someone else must make first — a placement, a site match, an identification. This unit has no geographic source (the pinned corpus carries none, PUR4J-018) and no archaeological source, so none is assigned to any passage. Assigning one anyway is precisely how a textual stronghold becomes an archaeological one.","pūrbhít","Indra","c","PROVISIONAL","SRC-069; SRC-020; SRC-022; SRC-072; SRC-073; SRC-074","RV 03.034.01; Aufrecht and padapāṭha at that stanza; Griffith, Geldner and Grassmann at that stanza","2026-09-07","forts (proposed)"
"PUR-P-034","03.045.02","POETIC-FORMULA","POETIC-FORMULA","TEXTUAL-STRONGHOLD means the TEXT presents a fort as an object in its own narrative world. It is NOT a claim that any fort existed, was fortified, or can be located: that would be the archaeological type, which is not assigned here. A passage can be a textual stronghold and still state a formulaic count — the counts are a separate register for that reason.","DIVINE-EPITHET","R4b: genitive plural purā́m depending on an agent noun of breaking — the analytic form of the puraṃdará- epithet, which R1 cannot see because the token is a simplex púr-. purā́ṁ darmó — 'splitter of forts'.","","NOT ASSIGNED","NOT ASSIGNED","NOT ASSIGNED","These three of §4J's five types are not properties of the passage. Each is a verdict on an argument someone else must make first — a placement, a site match, an identification. This unit has no geographic source (the pinned corpus carries none, PUR4J-018) and no archaeological source, so none is assigned to any passage. Assigning one anyway is precisely how a textual stronghold becomes an archaeological one.","purā́m","Indra","N","PROVISIONAL","SRC-069; SRC-020; SRC-022; SRC-072; SRC-073; SRC-074","RV 03.045.02; Aufrecht and padapāṭha at that stanza; Griffith, Geldner and Grassmann at that stanza","2026-09-07","forts (proposed)"
"PUR-P-035","03.051.02","POETIC-FORMULA","POETIC-FORMULA","TEXTUAL-STRONGHOLD means the TEXT presents a fort as an object in its own narrative world. It is NOT a claim that any fort existed, was fortified, or can be located: that would be the archaeological type, which is not assigned here. A passage can be a textual stronghold and still state a formulaic count — the counts are a separate register for that reason.","DIVINE-EPITHET","R1: every family token is a derivative epithet (puraṃdará- 'fort-breaker' and kin). No fort is present as an object; the fort word is a component of a divine title.","","NOT ASSIGNED","NOT ASSIGNED","NOT ASSIGNED","These three of §4J's five types are not properties of the passage. Each is a verdict on an argument someone else must make first — a placement, a site match, an identification. This unit has no geographic source (the pinned corpus carries none, PUR4J-018) and no archaeological source, so none is assigned to any passage. Assigning one anyway is precisely how a textual stronghold becomes an archaeological one.","pūrbhídam","Indra","N","PROVISIONAL","SRC-069; SRC-020; SRC-022; SRC-072; SRC-073; SRC-074","RV 03.051.02; Aufrecht and padapāṭha at that stanza; Griffith, Geldner and Grassmann at that stanza","2026-09-07","forts (proposed)"
"PUR-P-036","03.054.15","POETIC-FORMULA","POETIC-FORMULA","TEXTUAL-STRONGHOLD means the TEXT presents a fort as an object in its own narrative world. It is NOT a claim that any fort existed, was fortified, or can be located: that would be the archaeological type, which is not assigned here. A passage can be a textual stronghold and still state a formulaic count — the counts are a separate register for that reason.","DIVINE-EPITHET","R1: every family token is a derivative epithet (puraṃdará- 'fort-breaker' and kin). No fort is present as an object; the fort word is a component of a divine title.","","NOT ASSIGNED","NOT ASSIGNED","NOT ASSIGNED","These three of §4J's five types are not properties of the passage. Each is a verdict on an argument someone else must make first — a placement, a site match, an identification. This unit has no geographic source (the pinned corpus carries none, PUR4J-018) and no archaeological source, so none is assigned to any passage. Assigning one anyway is precisely how a textual stronghold becomes an archaeological one.","puraṃdaráḥ","all the gods","C","PROVISIONAL","SRC-069; SRC-020; SRC-022; SRC-072; SRC-073; SRC-074","RV 03.054.15; Aufrecht and padapāṭha at that stanza; Griffith, Geldner and Grassmann at that stanza","2026-09-07","forts (proposed)"
"PUR-P-037","04.016.13","TEXTUAL-STRONGHOLD","TEXTUAL-STRONGHOLD","TEXTUAL-STRONGHOLD means the TEXT presents a fort as an object in its own narrative world. It is NOT a claim that any fort existed, was fortified, or can be located: that would be the archaeological type, which is not assigned here. A passage can be a textual stronghold and still state a formulaic count — the counts are a separate register for that reason.","","R5: a púr- in ACC stands as an object in the narrative — held, broken, entered, or belonging to a named holder.","","NOT ASSIGNED","NOT ASSIGNED","NOT ASSIGNED","These three of §4J's five types are not properties of the passage. Each is a verdict on an argument someone else must make first — a placement, a site match, an identification. This unit has no geographic source (the pinned corpus carries none, PUR4J-018) and no archaeological source, so none is assigned to any passage. Assigning one anyway is precisely how a textual stronghold becomes an archaeological one.","púraḥ","Indra","S","PROVISIONAL","SRC-069; SRC-020; SRC-022; SRC-072; SRC-073; SRC-074","RV 04.016.13; Aufrecht and padapāṭha at that stanza; Griffith, Geldner and Grassmann at that stanza","2026-09-07","forts (proposed)"
"PUR-P-038","04.026.03","TEXTUAL-STRONGHOLD","TEXTUAL-STRONGHOLD","TEXTUAL-STRONGHOLD means the TEXT presents a fort as an object in its own narrative world. It is NOT a claim that any fort existed, was fortified, or can be located: that would be the archaeological type, which is not assigned here. A passage can be a textual stronghold and still state a formulaic count — the counts are a separate register for that reason.","","R5: a púr- in ACC stands as an object in the narrative — held, broken, entered, or belonging to a named holder.","","NOT ASSIGNED","NOT ASSIGNED","NOT ASSIGNED","These three of §4J's five types are not properties of the passage. Each is a verdict on an argument someone else must make first — a placement, a site match, an identification. This unit has no geographic source (the pinned corpus carries none, PUR4J-018) and no archaeological source, so none is assigned to any passage. Assigning one anyway is precisely how a textual stronghold becomes an archaeological one.","púraḥ","Indra","S","PROVISIONAL","SRC-069; SRC-020; SRC-022; SRC-072; SRC-073; SRC-074","RV 04.026.03; Aufrecht and padapāṭha at that stanza; Griffith, Geldner and Grassmann at that stanza","2026-09-07","forts (proposed)"
"PUR-P-039","04.027.01","BOTH","TEXTUAL-STRONGHOLD","TEXTUAL-STRONGHOLD means the TEXT presents a fort as an object in its own narrative world. It is NOT a claim that any fort existed, was fortified, or can be located: that would be the archaeological type, which is not assigned here. A passage can be a textual stronghold and still state a formulaic count — the counts are a separate register for that reason.","","R5: a púr- in NOM stands as an object in the narrative — held, broken, entered, or belonging to a named holder.","Rule output TEXTUAL-STRONGHOLD overridden to BOTH. A hundred metal forts CONFINE the speaking eagle. The púr is an object with a stated count and material, so it is a textual stronghold; but the speaker is a bird in a myth of Soma's theft, so it is not a stronghold in a human landscape either. Both, and neither alone.","NOT ASSIGNED","NOT ASSIGNED","NOT ASSIGNED","These three of §4J's five types are not properties of the passage. Each is a verdict on an argument someone else must make first — a placement, a site match, an identification. This unit has no geographic source (the pinned corpus carries none, PUR4J-018) and no archaeological source, so none is assigned to any passage. Assigning one anyway is precisely how a textual stronghold becomes an archaeological one.","púraḥ","Soma and the eagle","S","PROVISIONAL","SRC-069; SRC-020; SRC-022; SRC-072; SRC-073; SRC-074","RV 04.027.01; Aufrecht and padapāṭha at that stanza; Griffith, Geldner and Grassmann at that stanza","2026-09-07","forts (proposed)"
"PUR-P-040","04.030.13","TEXTUAL-STRONGHOLD","TEXTUAL-STRONGHOLD","TEXTUAL-STRONGHOLD means the TEXT presents a fort as an object in its own narrative world. It is NOT a claim that any fort existed, was fortified, or can be located: that would be the archaeological type, which is not assigned here. A passage can be a textual stronghold and still state a formulaic count — the counts are a separate register for that reason.","","R5: a púr- in ACC stands as an object in the narrative — held, broken, entered, or belonging to a named holder.","","NOT ASSIGNED","NOT ASSIGNED","NOT ASSIGNED","These three of §4J's five types are not properties of the passage. Each is a verdict on an argument someone else must make first — a placement, a site match, an identification. This unit has no geographic source (the pinned corpus carries none, PUR4J-018) and no archaeological source, so none is assigned to any passage. Assigning one anyway is precisely how a textual stronghold becomes an archaeological one.","púraḥ","Indra","S","PROVISIONAL","SRC-069; SRC-020; SRC-022; SRC-072; SRC-073; SRC-074","RV 04.030.13; Aufrecht and padapāṭha at that stanza; Griffith, Geldner and Grassmann at that stanza","2026-09-07","forts (proposed)"
"PUR-P-041","04.030.20","TEXTUAL-STRONGHOLD","TEXTUAL-STRONGHOLD","TEXTUAL-STRONGHOLD means the TEXT presents a fort as an object in its own narrative world. It is NOT a claim that any fort existed, was fortified, or can be located: that would be the archaeological type, which is not assigned here. A passage can be a textual stronghold and still state a formulaic count — the counts are a separate register for that reason.","","R5: a púr- in GEN stands as an object in the narrative — held, broken, entered, or belonging to a named holder.","","NOT ASSIGNED","NOT ASSIGNED","NOT ASSIGNED","These three of §4J's five types are not properties of the passage. Each is a verdict on an argument someone else must make first — a placement, a site match, an identification. This unit has no geographic source (the pinned corpus carries none, PUR4J-018) and no archaeological source, so none is assigned to any passage. Assigning one anyway is precisely how a textual stronghold becomes an archaeological one.","purā́m","Indra","S","PROVISIONAL","SRC-069; SRC-020; SRC-022; SRC-072; SRC-073; SRC-074","RV 04.030.20; Aufrecht and padapāṭha at that stanza; Griffith, Geldner and Grassmann at that stanza","2026-09-07","forts (proposed)"
"PUR-P-042","04.032.10","TEXTUAL-STRONGHOLD","TEXTUAL-STRONGHOLD","TEXTUAL-STRONGHOLD means the TEXT presents a fort as an object in its own narrative world. It is NOT a claim that any fort existed, was fortified, or can be located: that would be the archaeological type, which is not assigned here. A passage can be a textual stronghold and still state a formulaic count — the counts are a separate register for that reason.","","R5: a púr- in ACC stands as an object in the narrative — held, broken, entered, or belonging to a named holder.","","NOT ASSIGNED","NOT ASSIGNED","NOT ASSIGNED","These three of §4J's five types are not properties of the passage. Each is a verdict on an argument someone else must make first — a placement, a site match, an identification. This unit has no geographic source (the pinned corpus carries none, PUR4J-018) and no archaeological source, so none is assigned to any passage. Assigning one anyway is precisely how a textual stronghold becomes an archaeological one.","púraḥ","Indra","S","PROVISIONAL","SRC-069; SRC-020; SRC-022; SRC-072; SRC-073; SRC-074","RV 04.032.10; Aufrecht and padapāṭha at that stanza; Griffith, Geldner and Grassmann at that stanza","2026-09-07","forts (proposed)"
"PUR-P-043","05.019.02","TEXTUAL-STRONGHOLD","TEXTUAL-STRONGHOLD","TEXTUAL-STRONGHOLD means the TEXT presents a fort as an object in its own narrative world. It is NOT a claim that any fort existed, was fortified, or can be located: that would be the archaeological type, which is not assigned here. A passage can be a textual stronghold and still state a formulaic count — the counts are a separate register for that reason.","","R5: a púr- in ACC stands as an object in the narrative — held, broken, entered, or belonging to a named holder.","","NOT ASSIGNED","NOT ASSIGNED","NOT ASSIGNED","These three of §4J's five types are not properties of the passage. Each is a verdict on an argument someone else must make first — a placement, a site match, an identification. This unit has no geographic source (the pinned corpus carries none, PUR4J-018) and no archaeological source, so none is assigned to any passage. Assigning one anyway is precisely how a textual stronghold becomes an archaeological one.","púram","Agni","A","PROVISIONAL","SRC-069; SRC-020; SRC-022; SRC-072; SRC-073; SRC-074","RV 05.019.02; Aufrecht and padapāṭha at that stanza; Griffith, Geldner and Grassmann at that stanza","2026-09-07","forts (proposed)"
"PUR-P-044","05.030.11","POETIC-FORMULA","POETIC-FORMULA","TEXTUAL-STRONGHOLD means the TEXT presents a fort as an object in its own narrative world. It is NOT a claim that any fort existed, was fortified, or can be located: that would be the archaeological type, which is not assigned here. A passage can be a textual stronghold and still state a formulaic count — the counts are a separate register for that reason.","DIVINE-EPITHET","R1: every family token is a derivative epithet (puraṃdará- 'fort-breaker' and kin). No fort is present as an object; the fort word is a component of a divine title.","","NOT ASSIGNED","NOT ASSIGNED","NOT ASSIGNED","These three of §4J's five types are not properties of the passage. Each is a verdict on an argument someone else must make first — a placement, a site match, an identification. This unit has no geographic source (the pinned corpus carries none, PUR4J-018) and no archaeological source, so none is assigned to any passage. Assigning one anyway is precisely how a textual stronghold becomes an archaeological one.","puraṃdaráḥ","Indra","N","PROVISIONAL","SRC-069; SRC-020; SRC-022; SRC-072; SRC-073; SRC-074","RV 05.030.11; Aufrecht and padapāṭha at that stanza; Griffith, Geldner and Grassmann at that stanza","2026-09-07","forts (proposed)"
"PUR-P-045","05.041.12","POETIC-FORMULA","POETIC-FORMULA","TEXTUAL-STRONGHOLD means the TEXT presents a fort as an object in its own narrative world. It is NOT a claim that any fort existed, was fortified, or can be located: that would be the archaeological type, which is not assigned here. A passage can be a textual stronghold and still state a formulaic count — the counts are a separate register for that reason.","SIMILE","R2: ā́paḥ púro ná śubhrā́ḥ — the waters are bright LIKE forts.","","NOT ASSIGNED","NOT ASSIGNED","NOT ASSIGNED","These three of §4J's five types are not properties of the passage. Each is a verdict on an argument someone else must make first — a placement, a site match, an identification. This unit has no geographic source (the pinned corpus carries none, PUR4J-018) and no archaeological source, so none is assigned to any passage. Assigning one anyway is precisely how a textual stronghold becomes an archaeological one.","púraḥ","all the gods","A","PROVISIONAL","SRC-069; SRC-020; SRC-022; SRC-072; SRC-073; SRC-074","RV 05.041.12; Aufrecht and padapāṭha at that stanza; Griffith, Geldner and Grassmann at that stanza","2026-09-07","forts (proposed)"
"PUR-P-046","05.066.04","CANNOT-CLASSIFY","CANNOT-CLASSIFY","TEXTUAL-STRONGHOLD means the TEXT presents a fort as an object in its own narrative world. It is NOT a claim that any fort existed, was fortified, or can be located: that would be the archaeological type, which is not assigned here. A passage can be a textual stronghold and still state a formulaic count — the counts are a separate register for that reason.","","R6: no rule fired. Case set ['INS'].","Rule output CANNOT-CLASSIFY overridden to CANNOT-CLASSIFY. 'dákṣasya pūrbhíḥ' — instrumental plural in an abstract clause about Mitra and Varuṇa. Geldner reads 'mit den Burgen des Verstandes', the forts OF UNDERSTANDING, which is a metaphor; Grassmann renders the phrase without a fort word at all ('in Geistes Fülle'); Griffith's line is garbled. Three translators, three different things. The text does not decide, and no majority is available to lean on.","NOT ASSIGNED","NOT ASSIGNED","NOT ASSIGNED","These three of §4J's five types are not properties of the passage. Each is a verdict on an argument someone else must make first — a placement, a site match, an identification. This unit has no geographic source (the pinned corpus carries none, PUR4J-018) and no archaeological source, so none is assigned to any passage. Assigning one anyway is precisely how a textual stronghold becomes an archaeological one.","pūrbhíḥ","Mitra and Varuna","A","PROVISIONAL","SRC-069; SRC-020; SRC-022; SRC-072; SRC-073; SRC-074","RV 05.066.04; Aufrecht and padapāṭha at that stanza; Griffith, Geldner and Grassmann at that stanza","2026-09-07","forts (proposed)"
"PUR-P-047","06.002.07","POETIC-FORMULA","POETIC-FORMULA","TEXTUAL-STRONGHOLD means the TEXT presents a fort as an object in its own narrative world. It is NOT a claim that any fort existed, was fortified, or can be located: that would be the archaeological type, which is not assigned here. A passage can be a textual stronghold and still state a formulaic count — the counts are a separate register for that reason.","SIMILE","R2: raṇváḥ purī́va jū́ryaḥ — 'welcome like an old man in a fort'. The simile particle here is iva, not ná, so the ná rule missed it. Of the three passages with iva in a púr- pāda, this is the only one where it modifies the fort word: at RV 2.14.6 it is áśmaneva 'as with a stone' and at RV 10.138.4 māséva 'like the moon'. A second locative inside a simile, leaving RV 2.35.6 as the corpus's only unfigured locative.","","NOT ASSIGNED","NOT ASSIGNED","NOT ASSIGNED","These three of §4J's five types are not properties of the passage. Each is a verdict on an argument someone else must make first — a placement, a site match, an identification. This unit has no geographic source (the pinned corpus carries none, PUR4J-018) and no archaeological source, so none is assigned to any passage. Assigning one anyway is precisely how a textual stronghold becomes an archaeological one.","purí","Agni","A","PROVISIONAL","SRC-069; SRC-020; SRC-022; SRC-072; SRC-073; SRC-074","RV 06.002.07; Aufrecht and padapāṭha at that stanza; Griffith, Geldner and Grassmann at that stanza","2026-09-07","forts (proposed)"
"PUR-P-048","06.016.14","POETIC-FORMULA","POETIC-FORMULA","TEXTUAL-STRONGHOLD means the TEXT presents a fort as an object in its own narrative world. It is NOT a claim that any fort existed, was fortified, or can be located: that would be the archaeological type, which is not assigned here. A passage can be a textual stronghold and still state a formulaic count — the counts are a separate register for that reason.","DIVINE-EPITHET","R1: every family token is a derivative epithet (puraṃdará- 'fort-breaker' and kin). No fort is present as an object; the fort word is a component of a divine title.","","NOT ASSIGNED","NOT ASSIGNED","NOT ASSIGNED","These three of §4J's five types are not properties of the passage. Each is a verdict on an argument someone else must make first — a placement, a site match, an identification. This unit has no geographic source (the pinned corpus carries none, PUR4J-018) and no archaeological source, so none is assigned to any passage. Assigning one anyway is precisely how a textual stronghold becomes an archaeological one.","puraṃdarám","Agni","A","PROVISIONAL","SRC-069; SRC-020; SRC-022; SRC-072; SRC-073; SRC-074","RV 06.016.14; Aufrecht and padapāṭha at that stanza; Griffith, Geldner and Grassmann at that stanza","2026-09-07","forts (proposed)"
"PUR-P-049","06.016.39","TEXTUAL-STRONGHOLD","TEXTUAL-STRONGHOLD","TEXTUAL-STRONGHOLD means the TEXT presents a fort as an object in its own narrative world. It is NOT a claim that any fort existed, was fortified, or can be located: that would be the archaeological type, which is not assigned here. A passage can be a textual stronghold and still state a formulaic count — the counts are a separate register for that reason.","","R5: a púr- in ACC stands as an object in the narrative — held, broken, entered, or belonging to a named holder.","","NOT ASSIGNED","NOT ASSIGNED","NOT ASSIGNED","These three of §4J's five types are not properties of the passage. Each is a verdict on an argument someone else must make first — a placement, a site match, an identification. This unit has no geographic source (the pinned corpus carries none, PUR4J-018) and no archaeological source, so none is assigned to any passage. Assigning one anyway is precisely how a textual stronghold becomes an archaeological one.","púraḥ","Agni","A","PROVISIONAL","SRC-069; SRC-020; SRC-022; SRC-072; SRC-073; SRC-074","RV 06.016.39; Aufrecht and padapāṭha at that stanza; Griffith, Geldner and Grassmann at that stanza","2026-09-07","forts (proposed)"
"PUR-P-050","06.018.05","TEXTUAL-STRONGHOLD","TEXTUAL-STRONGHOLD","TEXTUAL-STRONGHOLD means the TEXT presents a fort as an object in its own narrative world. It is NOT a claim that any fort existed, was fortified, or can be located: that would be the archaeological type, which is not assigned here. A passage can be a textual stronghold and still state a formulaic count — the counts are a separate register for that reason.","","R5: a púr- in ACC stands as an object in the narrative — held, broken, entered, or belonging to a named holder.","","NOT ASSIGNED","NOT ASSIGNED","NOT ASSIGNED","These three of §4J's five types are not properties of the passage. Each is a verdict on an argument someone else must make first — a placement, a site match, an identification. This unit has no geographic source (the pinned corpus carries none, PUR4J-018) and no archaeological source, so none is assigned to any passage. Assigning one anyway is precisely how a textual stronghold becomes an archaeological one.","púraḥ","Indra","n","PROVISIONAL","SRC-069; SRC-020; SRC-022; SRC-072; SRC-073; SRC-074","RV 06.018.05; Aufrecht and padapāṭha at that stanza; Griffith, Geldner and Grassmann at that stanza","2026-09-07","forts (proposed)"
"PUR-P-051","06.018.08","TEXTUAL-STRONGHOLD","TEXTUAL-STRONGHOLD","TEXTUAL-STRONGHOLD means the TEXT presents a fort as an object in its own narrative world. It is NOT a claim that any fort existed, was fortified, or can be located: that would be the archaeological type, which is not assigned here. A passage can be a textual stronghold and still state a formulaic count — the counts are a separate register for that reason.","","R5: a púr- in GEN stands as an object in the narrative — held, broken, entered, or belonging to a named holder.","","NOT ASSIGNED","NOT ASSIGNED","NOT ASSIGNED","These three of §4J's five types are not properties of the passage. Each is a verdict on an argument someone else must make first — a placement, a site match, an identification. This unit has no geographic source (the pinned corpus carries none, PUR4J-018) and no archaeological source, so none is assigned to any passage. Assigning one anyway is precisely how a textual stronghold becomes an archaeological one.","purā́m","Indra","n","PROVISIONAL","SRC-069; SRC-020; SRC-022; SRC-072; SRC-073; SRC-074","RV 06.018.08; Aufrecht and padapāṭha at that stanza; Griffith, Geldner and Grassmann at that stanza","2026-09-07","forts (proposed)"
"PUR-P-052","06.020.03","POETIC-FORMULA","POETIC-FORMULA","TEXTUAL-STRONGHOLD means the TEXT presents a fort as an object in its own narrative world. It is NOT a claim that any fort existed, was fortified, or can be located: that would be the archaeological type, which is not assigned here. A passage can be a textual stronghold and still state a formulaic count — the counts are a separate register for that reason.","DIVINE-EPITHET","R4b: genitive plural purā́m depending on an agent noun of breaking — the analytic form of the puraṃdará- epithet, which R1 cannot see because the token is a simplex púr-. puráaṁ dartnúm — 'fort-splitting', of the bolt.","","NOT ASSIGNED","NOT ASSIGNED","NOT ASSIGNED","These three of §4J's five types are not properties of the passage. Each is a verdict on an argument someone else must make first — a placement, a site match, an identification. This unit has no geographic source (the pinned corpus carries none, PUR4J-018) and no archaeological source, so none is assigned to any passage. Assigning one anyway is precisely how a textual stronghold becomes an archaeological one.","purā́m","Indra","A","PROVISIONAL","SRC-069; SRC-020; SRC-022; SRC-072; SRC-073; SRC-074","RV 06.020.03; Aufrecht and padapāṭha at that stanza; Griffith, Geldner and Grassmann at that stanza","2026-09-07","forts (proposed)"
