occ_id,river_name,reference,stanza,pada,token_index,surface,lemma,morphology,book,arnold_stratum_code,source_id,retrieval_date,note
HYD-126,Rasā,RIVER,04.043.06,a,4,rasáyā,rasā́-,case=INS|gender=F|number=SG,4,N,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,mythical stream; also rása- 'sap'
HYD-127,Rasā,NOT-RIVER,04.055.08,c,3,rāsate,√rā- 1,number=SG|person=3|mood=SBJV|tense=AOR|voice=MED,4,N,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,mythical stream; also rása- 'sap'
HYD-128,Rasā,NOT-RIVER,05.001.03,a,4,raśanā́m,raśanā́-,case=ACC|gender=F|number=SG,5,N,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,mythical stream; also rása- 'sap'
HYD-129,Rasā,NOT-RIVER,05.025.01,c,1,rā́sat,√rā- 1,number=SG|person=3|mood=SBJV|tense=AOR|voice=ACT,5,A,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,mythical stream; also rása- 'sap'
HYD-130,Rasā,RIVER,05.041.15,c,4,rasā́,rasā́-,case=NOM|gender=F|number=SG,5,A,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,mythical stream; also rása- 'sap'
HYD-131,Rasā,NOT-RIVER,05.043.04,c,2,rásam,rása-,case=ACC|gender=M|number=SG,5,s,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,mythical stream; also rása- 'sap'
HYD-132,Rasā,NOT-RIVER,05.044.13,c,3,rásavat,rásavant-,case=ACC|gender=N|number=SG,5,C,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,mythical stream; also rása- 'sap'
HYD-133,Rasā,RIVER,05.053.09,a,3,rasā́,rasā́-,case=NOM|gender=F|number=SG,5,A,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,mythical stream; also rása- 'sap'
HYD-134,Rasā,NOT-RIVER,06.044.21,d,2,rásaḥ,rása-,case=NOM|gender=M|number=SG,6,A,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,mythical stream; also rása- 'sap'
HYD-135,Rasā,NOT-RIVER,06.047.01,b,4,rásavān,rásavant-,case=NOM|gender=M|number=SG,6,n,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,mythical stream; also rása- 'sap'
HYD-136,Rasā,NOT-RIVER,06.049.08,c,3,rāsat,√rā- 1,number=SG|person=3|mood=SBJV|tense=AOR|voice=ACT,6,A,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,mythical stream; also rása- 'sap'
HYD-137,Rasā,NOT-RIVER,06.050.06,d,1,rā́sat,√rā- 1,number=SG|person=3|mood=SBJV|tense=AOR|voice=ACT,6,A,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,mythical stream; also rása- 'sap'
HYD-138,Rasā,NOT-RIVER,06.063.08,d,1,rásāḥ,rása-,case=NOM|gender=M|number=PL,6,A,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,mythical stream; also rása- 'sap'
HYD-139,Rasā,NOT-RIVER,07.034.22,a,3,rāsan,√rā- 1,number=PL|person=3|mood=SBJV|tense=AOR|voice=ACT,7,S,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,mythical stream; also rása- 'sap'
HYD-140,Rasā,NOT-RIVER,07.035.15,c,3,rāsantām,√rā- 1,number=PL|person=3|mood=IMP|tense=AOR|voice=MED,7,p,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,mythical stream; also rása- 'sap'
HYD-141,Rasā,NOT-RIVER,07.040.06,b,5,rā́san,√rā- 1,number=PL|person=3|mood=SBJV|tense=AOR|voice=ACT,7,S,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,mythical stream; also rása- 'sap'
HYD-142,Rasā,NOT-RIVER,07.045.03,d,3,rāsate,√rā- 1,number=SG|person=3|mood=SBJV|tense=AOR|voice=MED,7,C,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,mythical stream; also rása- 'sap'
HYD-143,Rasā,NOT-RIVER,07.104.10,a,3,rásam,rása-,case=ACC|gender=M|number=SG,7,P,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,mythical stream; also rása- 'sap'
HYD-144,Rasā,NOT-RIVER,08.001.22,c,6,rāsate,√rā- 1,number=SG|person=3|mood=SBJV|tense=AOR|voice=MED,8,S,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,mythical stream; also rása- 'sap'
HYD-145,Rasā,NOT-RIVER,08.003.20,b,4,rásaḥ,rása-,case=NOM|gender=M|number=SG,8,S,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,mythical stream; also rása- 'sap'
HYD-146,Rasā,NOT-RIVER,08.049.02,c,4,rásāḥ,rása-,case=NOM|gender=M|number=PL,8,S,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,mythical stream; also rása- 'sap'
HYD-147,Rasā,NOT-RIVER,08.053.03,a,4,rásam,rása-,case=ACC|gender=M|number=SG,8,S,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,mythical stream; also rása- 'sap'
HYD-148,Rasā,RIVER,08.072.13,c,1,rasā́,rasā́-,case=NOM|gender=F|number=SG,8,A,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,mythical stream; also rása- 'sap'
HYD-149,Rasā,NOT-RIVER,08.085.07,a,2,rā́sabham,rā́sabha-,case=ACC|gender=M|number=SG,8,A,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,mythical stream; also rása- 'sap'
HYD-150,Rasā,NOT-RIVER,08.096.08,b,3,rāśáyaḥ,rāśí-,case=NOM|gender=M|number=PL,8,S,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,mythical stream; also rása- 'sap'
HYD-151,Rasā,NOT-RIVER,09.006.06,a,4,rásam,rása-,case=ACC|gender=M|number=SG,9,N,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,mythical stream; also rása- 'sap'
HYD-152,Rasā,NOT-RIVER,09.016.01,b,1,rásam,rása-,case=ACC|gender=M|number=SG,9,N,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,mythical stream; also rása- 'sap'
HYD-153,Rasā,NOT-RIVER,09.023.05,b,3,rásam,rása-,case=ACC|gender=M|number=SG,9,N,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,mythical stream; also rása- 'sap'
HYD-154,Rasā,NOT-RIVER,09.038.05,a,4,rásaḥ,rása-,case=NOM|gender=M|number=SG,9,N,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,mythical stream; also rása- 'sap'
HYD-155,Rasā,RIVER,09.041.06,c,2,rasā́,rasā́-,case=NOM|gender=F|number=SG,9,N,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,mythical stream; also rása- 'sap'
HYD-156,Rasā,NOT-RIVER,09.047.03,a,4,rásaḥ,rása-,case=NOM|gender=M|number=SG,9,N,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,mythical stream; also rása- 'sap'
HYD-157,Rasā,NOT-RIVER,09.061.17,a,3,rásaḥ,rása-,case=NOM|gender=M|number=SG,9,N,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,mythical stream; also rása- 'sap'
HYD-158,Rasā,NOT-RIVER,09.061.18,a,2,rásaḥ,rása-,case=NOM|gender=M|number=SG,9,N,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,mythical stream; also rása- 'sap'
HYD-159,Rasā,NOT-RIVER,09.062.06,c,2,rásam,rása-,case=ACC|gender=M|number=SG,9,S,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,mythical stream; also rása- 'sap'
HYD-160,Rasā,NOT-RIVER,09.063.13,c,3,rásam,rása-,case=ACC|gender=M|number=SG,9,N,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,mythical stream; also rása- 'sap'
HYD-161,Rasā,NOT-RIVER,09.064.24,a,1,rásam,rása-,case=ACC|gender=M|number=SG,9,N,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,mythical stream; also rása- 'sap'
HYD-162,Rasā,NOT-RIVER,09.065.15,a,4,rásam,rása-,case=ACC|gender=M|number=SG,9,N,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,mythical stream; also rása- 'sap'
HYD-163,Rasā,NOT-RIVER,09.067.08,a,3,rásaḥ,rása-,case=NOM|gender=M|number=SG,9,N,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,mythical stream; also rása- 'sap'
HYD-164,Rasā,NOT-RIVER,09.067.15,a,5,rásaḥ,rása-,case=NOM|gender=M|number=SG,9,N,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,mythical stream; also rása- 'sap'
HYD-165,Rasā,NOT-RIVER,09.067.31,b,3,rásam,rása-,case=ACC|gender=M|number=SG,9,P,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,mythical stream; also rása- 'sap'
HYD-166,Rasā,NOT-RIVER,09.067.32,b,3,rásam,rása-,case=ACC|gender=M|number=SG,9,P,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,mythical stream; also rása- 'sap'
HYD-167,Rasā,NOT-RIVER,09.074.09,a,5,rásaḥ,rása-,case=NOM|gender=M|number=SG,9,N,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,mythical stream; also rása- 'sap'
HYD-168,Rasā,NOT-RIVER,09.076.01,a,5,rásaḥ,rása-,case=NOM|gender=M|number=SG,9,S,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,mythical stream; also rása- 'sap'
HYD-169,Rasā,NOT-RIVER,09.077.05,a,5,rásaḥ,rása-,case=NOM|gender=M|number=SG,9,N,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,mythical stream; also rása- 'sap'
HYD-170,Rasā,NOT-RIVER,09.079.05,b,1,rásam,rása-,case=ACC|gender=M|number=SG,9,S,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,mythical stream; also rása- 'sap'
HYD-171,Rasā,NOT-RIVER,09.084.05,c,4,rásaḥ,rása-,case=NOM|gender=M|number=SG,9,N,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,mythical stream; also rása- 'sap'
HYD-172,Rasā,NOT-RIVER,09.085.01,c,3,rásasya,rása-,case=GEN|gender=M|number=SG,9,N,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,mythical stream; also rása- 'sap'
HYD-173,Rasā,NOT-RIVER,09.086.10,d,4,rásaḥ,rása-,case=NOM|gender=M|number=SG,9,N,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,mythical stream; also rása- 'sap'
HYD-174,Rasā,NOT-RIVER,09.087.01,d,3,raśanā́bhiḥ,raśanā́-,case=INS|gender=F|number=PL,9,N,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,mythical stream; also rása- 'sap'
HYD-175,Rasā,NOT-RIVER,09.096.21,d,3,rásaḥ,rása-,case=NOM|gender=M|number=SG,9,N,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,mythical stream; also rása- 'sap'
HYD-176,Rasā,NOT-RIVER,09.097.01,b,5,rásam,rása-,case=ACC|gender=M|number=SG,9,N,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,mythical stream; also rása- 'sap'
HYD-177,Rasā,NOT-RIVER,09.097.14,a,1,rasā́yyaḥ,rasā́yya-,case=NOM|gender=M|number=SG,9,N,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,mythical stream; also rása- 'sap'
HYD-178,Rasā,NOT-RIVER,09.109.11,a,4,rásam,rása-,case=ACC|gender=M|number=SG,9,S,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,mythical stream; also rása- 'sap'
HYD-179,Rasā,NOT-RIVER,09.113.03,d,3,rásam,rása-,case=ACC|gender=M|number=SG,9,P,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,mythical stream; also rása- 'sap'
HYD-180,Rasā,NOT-RIVER,09.113.05,c,4,rásāḥ,rása-,case=NOM|gender=M|number=PL,9,P,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,mythical stream; also rása- 'sap'
HYD-181,Rasā,NOT-RIVER,10.004.06,b,1,raśanā́bhiḥ,raśanā́-,case=INS|gender=F|number=PL,10,C,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,mythical stream; also rása- 'sap'
HYD-182,Rasā,NOT-RIVER,10.009.02,a,4,rásaḥ,rása-,case=NOM|gender=M|number=SG,10,C,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,mythical stream; also rása- 'sap'
HYD-183,Rasā,NOT-RIVER,10.018.14,d,2,raśanáyā,raśanā́-,case=INS|gender=F|number=SG,10,P,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,mythical stream; also rása- 'sap'
HYD-184,Rasā,NOT-RIVER,10.036.14,d,3,rāsatām,√rā- 1,number=SG|person=3|mood=IMP|tense=AOR|voice=MED,10,C,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,mythical stream; also rása- 'sap'
HYD-185,Rasā,NOT-RIVER,10.053.07,b,2,raśanā́ḥ,raśanā́-,case=ACC|gender=F|number=PL,10,P,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,mythical stream; also rása- 'sap'
HYD-186,Rasā,NOT-RIVER,10.065.03,d,3,rāsantām,√rā- 1,number=PL|person=3|mood=IMP|tense=AOR|voice=MED,10,C,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,mythical stream; also rása- 'sap'
HYD-187,Rasā,NOT-RIVER,10.065.15,c,3,rāsantām,√rā- 1,number=PL|person=3|mood=IMP|tense=AOR|voice=MED,10,C,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,mythical stream; also rása- 'sap'
HYD-188,Rasā,NOT-RIVER,10.066.15,c,3,rāsantām,√rā- 1,number=PL|person=3|mood=IMP|tense=AOR|voice=MED,10,C,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,mythical stream; also rása- 'sap'
HYD-189,Rasā,NOT-RIVER,10.070.10,a,2,raśanáyā,raśanā́-,case=INS|gender=F|number=SG,10,C,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,mythical stream; also rása- 'sap'
HYD-190,Rasā,RIVER,10.075.06,b,2,rasáyā,rasā́-,case=INS|gender=F|number=SG,10,n,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,mythical stream; also rása- 'sap'
HYD-191,Rasā,NOT-RIVER,10.076.07,b,3,rásam,rása-,case=ACC|gender=M|number=SG,10,n,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,mythical stream; also rása- 'sap'
HYD-192,Rasā,NOT-RIVER,10.079.07,b,2,raśanā́bhiḥ,raśanā́-,case=INS|gender=F|number=PL,10,C,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,mythical stream; also rása- 'sap'
HYD-193,Rasā,RIVER,10.108.01,d,2,rasā́yāḥ,rasā́-,case=GEN|gender=F|number=SG,10,P,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,mythical stream; also rása- 'sap'
HYD-194,Rasā,RIVER,10.108.02,d,2,rasā́yāḥ,rasā́-,case=GEN|gender=F|number=SG,10,P,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,mythical stream; also rása- 'sap'
HYD-195,Rasā,RIVER,10.121.04,b,3,rasáyā,rasā́-,case=INS|gender=F|number=SG,10,P,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,mythical stream; also rása- 'sap'
HYD-196,Rasā,NOT-RIVER,10.122.01,c,2,rāsate,√rā- 1,number=SG|person=3|mood=SBJV|tense=AOR|voice=MED,10,C,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,mythical stream; also rása- 'sap'
HYD-197,Sarasvatī,RIVER,01.003.10,a,3,sárasvatī,sárasvant-,case=NOM|gender=F|number=SG,1,S,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Lemmatised under the masculine stem sárasvant-. Feminine tokens are the river or the goddess; sárasvataḥ at 7.96.6 is the masculine Sarasvant and is typed NOT-RIVER.
HYD-198,Sarasvatī,RIVER,01.003.11,c,3,sárasvatī,sárasvant-,case=NOM|gender=F|number=SG,1,S,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Lemmatised under the masculine stem sárasvant-. Feminine tokens are the river or the goddess; sárasvataḥ at 7.96.6 is the masculine Sarasvant and is typed NOT-RIVER.
HYD-199,Sarasvatī,RIVER,01.003.12,a,3,sárasvatī,sárasvant-,case=NOM|gender=F|number=SG,1,S,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Lemmatised under the masculine stem sárasvant-. Feminine tokens are the river or the goddess; sárasvataḥ at 7.96.6 is the masculine Sarasvant and is typed NOT-RIVER.
HYD-200,Sarasvatī,RIVER,01.013.09,a,2,sárasvatī,sárasvant-,case=NOM|gender=F|number=SG,1,C,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Lemmatised under the masculine stem sárasvant-. Feminine tokens are the river or the goddess; sárasvataḥ at 7.96.6 is the masculine Sarasvant and is typed NOT-RIVER.
HYD-201,Sarasvatī,RIVER,01.089.03,d,1,sárasvatī,sárasvant-,case=NOM|gender=F|number=SG,1,n,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Lemmatised under the masculine stem sárasvant-. Feminine tokens are the river or the goddess; sárasvataḥ at 7.96.6 is the masculine Sarasvant and is typed NOT-RIVER.
HYD-202,Sarasvatī,RIVER,01.142.09,c,2,sárasvatī,sárasvant-,case=NOM|gender=F|number=SG,1,C,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Lemmatised under the masculine stem sárasvant-. Feminine tokens are the river or the goddess; sárasvataḥ at 7.96.6 is the masculine Sarasvant and is typed NOT-RIVER.
HYD-203,Sarasvatī,RIVER,01.164.49,d,1,sárasvati,sárasvant-,case=VOC|gender=F|number=SG,1,P,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Lemmatised under the masculine stem sárasvant-. Feminine tokens are the river or the goddess; sárasvataḥ at 7.96.6 is the masculine Sarasvant and is typed NOT-RIVER.
HYD-204,Sarasvatī,RIVER,01.188.08,a,3,sárasvati,sárasvant-,case=VOC|gender=F|number=SG,1,C,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Lemmatised under the masculine stem sárasvant-. Feminine tokens are the river or the goddess; sárasvataḥ at 7.96.6 is the masculine Sarasvant and is typed NOT-RIVER.
HYD-205,Sarasvatī,RIVER,02.001.11,d,4,sárasvatī,sárasvant-,case=NOM|gender=F|number=SG,2,N,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Lemmatised under the masculine stem sárasvant-. Feminine tokens are the river or the goddess; sárasvataḥ at 7.96.6 is the masculine Sarasvant and is typed NOT-RIVER.
HYD-206,Sarasvatī,RIVER,02.003.08,a,1,sárasvatī,sárasvant-,case=NOM|gender=F|number=SG,2,C,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Lemmatised under the masculine stem sárasvant-. Feminine tokens are the river or the goddess; sárasvataḥ at 7.96.6 is the masculine Sarasvant and is typed NOT-RIVER.
HYD-207,Sarasvatī,RIVER,02.030.08,a,1,sárasvati,sárasvant-,case=VOC|gender=F|number=SG,2,N,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Lemmatised under the masculine stem sárasvant-. Feminine tokens are the river or the goddess; sárasvataḥ at 7.96.6 is the masculine Sarasvant and is typed NOT-RIVER.
HYD-208,Sarasvatī,RIVER,02.032.08,b,4,sárasvatī,sárasvant-,case=NOM|gender=F|number=SG,2,P,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Lemmatised under the masculine stem sárasvant-. Feminine tokens are the river or the goddess; sárasvataḥ at 7.96.6 is the masculine Sarasvant and is typed NOT-RIVER.
HYD-209,Sarasvatī,RIVER,02.041.16,b,2,sárasvati,sárasvant-,case=VOC|gender=F|number=SG,2,A,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Lemmatised under the masculine stem sárasvant-. Feminine tokens are the river or the goddess; sárasvataḥ at 7.96.6 is the masculine Sarasvant and is typed NOT-RIVER.
HYD-210,Sarasvatī,RIVER,02.041.17,a,3,sarasvati,sárasvant-,case=VOC|gender=F|number=SG,2,A,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Lemmatised under the masculine stem sárasvant-. Feminine tokens are the river or the goddess; sárasvataḥ at 7.96.6 is the masculine Sarasvant and is typed NOT-RIVER.
HYD-211,Sarasvatī,RIVER,02.041.18,a,3,sarasvati,sárasvant-,case=VOC|gender=F|number=SG,2,A,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Lemmatised under the masculine stem sárasvant-. Feminine tokens are the river or the goddess; sárasvataḥ at 7.96.6 is the masculine Sarasvant and is typed NOT-RIVER.
HYD-212,Sarasvatī,RIVER,03.004.08,c,1,sárasvatī,sárasvant-,case=NOM|gender=F|number=SG,3,C,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Lemmatised under the masculine stem sárasvant-. Feminine tokens are the river or the goddess; sárasvataḥ at 7.96.6 is the masculine Sarasvant and is typed NOT-RIVER.
HYD-213,Sarasvatī,DERIVATIVE,03.004.08,c,2,sārasvatébhiḥ,sārasvatá-,case=INS|gender=M|number=PL,3,C,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Lemmatised under the masculine stem sárasvant-. Feminine tokens are the river or the goddess; sárasvataḥ at 7.96.6 is the masculine Sarasvant and is typed NOT-RIVER.
HYD-214,Sarasvatī,RIVER,03.023.04,d,1,sárasvatyām,sárasvant-,case=LOC|gender=F|number=SG,3,N,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Lemmatised under the masculine stem sárasvant-. Feminine tokens are the river or the goddess; sárasvataḥ at 7.96.6 is the masculine Sarasvant and is typed NOT-RIVER.
HYD-215,Sarasvatī,RIVER,03.054.13,c,1,sárasvatī,sárasvant-,case=NOM|gender=F|number=SG,3,C,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Lemmatised under the masculine stem sárasvant-. Feminine tokens are the river or the goddess; sárasvataḥ at 7.96.6 is the masculine Sarasvant and is typed NOT-RIVER.
HYD-216,Sarasvatī,RIVER,05.005.08,a,2,sárasvatī,sárasvant-,case=NOM|gender=F|number=SG,5,C,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Lemmatised under the masculine stem sárasvant-. Feminine tokens are the river or the goddess; sárasvataḥ at 7.96.6 is the masculine Sarasvant and is typed NOT-RIVER.
HYD-217,Sarasvatī,RIVER,05.042.12,c,1,sárasvatī,sárasvant-,case=NOM|gender=F|number=SG,5,C,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Lemmatised under the masculine stem sárasvant-. Feminine tokens are the river or the goddess; sárasvataḥ at 7.96.6 is the masculine Sarasvant and is typed NOT-RIVER.
HYD-218,Sarasvatī,RIVER,05.043.11,b,1,sárasvatī,sárasvant-,case=NOM|gender=F|number=SG,5,s,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Lemmatised under the masculine stem sárasvant-. Feminine tokens are the river or the goddess; sárasvataḥ at 7.96.6 is the masculine Sarasvant and is typed NOT-RIVER.
HYD-219,Sarasvatī,RIVER,05.046.02,d,3,sárasvati,sárasvant-,case=VOC|gender=F|number=SG,5,C,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Lemmatised under the masculine stem sárasvant-. Feminine tokens are the river or the goddess; sárasvataḥ at 7.96.6 is the masculine Sarasvant and is typed NOT-RIVER.
HYD-220,Sarasvatī,RIVER,06.049.07,b,1,sárasvatī,sárasvant-,case=NOM|gender=F|number=SG,6,A,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Lemmatised under the masculine stem sárasvant-. Feminine tokens are the river or the goddess; sárasvataḥ at 7.96.6 is the masculine Sarasvant and is typed NOT-RIVER.
HYD-221,Sarasvatī,RIVER,06.050.12,a,4,sárasvatī,sárasvant-,case=NOM|gender=F|number=SG,6,A,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Lemmatised under the masculine stem sárasvant-. Feminine tokens are the river or the goddess; sárasvataḥ at 7.96.6 is the masculine Sarasvant and is typed NOT-RIVER.
HYD-222,Sarasvatī,RIVER,06.052.06,b,1,sárasvatī,sárasvant-,case=NOM|gender=F|number=SG,6,C,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Lemmatised under the masculine stem sárasvant-. Feminine tokens are the river or the goddess; sárasvataḥ at 7.96.6 is the masculine Sarasvant and is typed NOT-RIVER.
HYD-223,Sarasvatī,RIVER,06.061.01,d,5,sarasvati,sárasvant-,case=VOC|gender=F|number=SG,6,c,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Lemmatised under the masculine stem sárasvant-. Feminine tokens are the river or the goddess; sárasvataḥ at 7.96.6 is the masculine Sarasvant and is typed NOT-RIVER.
HYD-224,Sarasvatī,RIVER,06.061.02,d,1,sárasvatīm,sárasvant-,case=ACC|gender=F|number=SG,6,c,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Lemmatised under the masculine stem sárasvant-. Feminine tokens are the river or the goddess; sárasvataḥ at 7.96.6 is the masculine Sarasvant and is typed NOT-RIVER.
HYD-225,Sarasvatī,RIVER,06.061.03,a,1,sárasvati,sárasvant-,case=VOC|gender=F|number=SG,6,c,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Lemmatised under the masculine stem sárasvant-. Feminine tokens are the river or the goddess; sárasvataḥ at 7.96.6 is the masculine Sarasvant and is typed NOT-RIVER.
HYD-226,Sarasvatī,RIVER,06.061.04,a,4,sárasvatī,sárasvant-,case=NOM|gender=F|number=SG,6,c,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Lemmatised under the masculine stem sárasvant-. Feminine tokens are the river or the goddess; sárasvataḥ at 7.96.6 is the masculine Sarasvant and is typed NOT-RIVER.
HYD-227,Sarasvatī,RIVER,06.061.05,a,4,sarasvati,sárasvant-,case=VOC|gender=F|number=SG,6,c,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Lemmatised under the masculine stem sárasvant-. Feminine tokens are the river or the goddess; sárasvataḥ at 7.96.6 is the masculine Sarasvant and is typed NOT-RIVER.
HYD-228,Sarasvatī,RIVER,06.061.06,a,3,sarasvati,sárasvant-,case=VOC|gender=F|number=SG,6,c,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Lemmatised under the masculine stem sárasvant-. Feminine tokens are the river or the goddess; sárasvataḥ at 7.96.6 is the masculine Sarasvant and is typed NOT-RIVER.
HYD-229,Sarasvatī,RIVER,06.061.07,a,4,sárasvatī,sárasvant-,case=NOM|gender=F|number=SG,6,c,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Lemmatised under the masculine stem sárasvant-. Feminine tokens are the river or the goddess; sárasvataḥ at 7.96.6 is the masculine Sarasvant and is typed NOT-RIVER.
HYD-230,Sarasvatī,RIVER,06.061.10,c,1,sárasvatī,sárasvant-,case=NOM|gender=F|number=SG,6,c,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Lemmatised under the masculine stem sárasvant-. Feminine tokens are the river or the goddess; sárasvataḥ at 7.96.6 is the masculine Sarasvant and is typed NOT-RIVER.
HYD-231,Sarasvatī,RIVER,06.061.11,c,1,sárasvatī,sárasvant-,case=NOM|gender=F|number=SG,6,c,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Lemmatised under the masculine stem sárasvant-. Feminine tokens are the river or the goddess; sárasvataḥ at 7.96.6 is the masculine Sarasvant and is typed NOT-RIVER.
