"candidate_id","candidate_class","p_number","designation","object_type","geological_source","analytical_provenance","workshop","manufacturing_tradition","exporter","intermediary","textual_provenance_label","findspot","findspot_precision","excavation_no","stratigraphic_level","museum_attribution","modern_custody","custody_as_of","acquisition_history","image_held_by_cdli","image_licence_status","cdli_material_attribution","cdli_period","primary_publication","status","source_id","locator","retrieval_date","notes"
"MC-R-0154","SAME-MINERAL-FAMILY (agate/chalcedony)","P412629","RIMA 2.0.101.034, ex. 04","other (see object remarks)","","","","","","","","Kalhu (mod. Nimrud)","FINDSPOT NAMED","","","RC 1801","Rosicrucian Egyptian Museum, San Jose, California, USA","2022-08-21","","NO FLAG","NOT ACCESSIBLE (SRC-099; no LICENSE file in the retrieved repository; D-055)","stone: chalcedony","Neo-Assyrian (ca. 911-612 BC)","RIMA 2.0.101.034, ex. 04","PROVISIONAL","SRC-102","cdli_cat.csv row id_text=412629, columns material, provenience, collection, museum_no, acquisition_history, photo_up","2026-09-08","Material is CDLI's cataloguing, not an analysis; no column in the source can cite one. Status is PROVISIONAL and not VERIFIED because a single catalogue is one source: what is VERIFIED is that CDLI records this, and that is what the locator points at."
"MC-R-0155","LAPIS-ATTRIBUTED","P416135","CDLI Seals 001414 (physical)","seal (not impression)","","","","","","","","","NO FINDSPOT RECORDED","","","MW 763q","Museum Forum der Völker (Völkerkundemuseum der Franziskaner), Werl, Germany","2022-08-21","","YES (600ppi 20160630)","NOT ACCESSIBLE (SRC-099; no LICENSE file in the retrieved repository; D-055)","stone: lapis lazuli","","CDLI Seals 001414 (physical)","PROVISIONAL","SRC-102","cdli_cat.csv row id_text=416135, columns material, provenience, collection, museum_no, acquisition_history, photo_up","2026-09-08","Material is CDLI's cataloguing, not an analysis; no column in the source can cite one. Status is PROVISIONAL and not VERIFIED because a single catalogue is one source: what is VERIFIED is that CDLI records this, and that is what the locator points at."
"MC-R-0156","LAPIS-ATTRIBUTED","P416803","RIME 3/2.01.03.17, ex. 06","tablet","","","","","","","","Bābili (mod. Babylon) ?","FINDSPOT UNCERTAIN (CDLI's own qualifier)","","","MM 1957:004","Medelhavsmuseet, Stockholm, Sweden","2022-08-21","","NO FLAG","NOT ACCESSIBLE (SRC-099; no LICENSE file in the retrieved repository; D-055)","stone: lapis lazuli","Ur III (ca. 2100-2000 BC)","RIME 3/2.01.03.17, ex. 06","PROVISIONAL","SRC-102","cdli_cat.csv row id_text=416803, columns material, provenience, collection, museum_no, acquisition_history, photo_up","2026-09-08","Material is CDLI's cataloguing, not an analysis; no column in the source can cite one. Status is PROVISIONAL and not VERIFIED because a single catalogue is one source: what is VERIFIED is that CDLI records this, and that is what the locator points at."
"MC-R-0157","LAPIS-ATTRIBUTED","P423563","RIMA 2.0.101.100, ex. 01","other (see object remarks)","","","","","","","","Kalhu (mod. Nimrud)","FINDSPOT NAMED","","","BM 091452","British Museum, London, UK","2022-08-21","","YES (600ppi 20160630)","NOT ACCESSIBLE (SRC-099; no LICENSE file in the retrieved repository; D-055)","stone: lapis lazuli","Neo-Assyrian (ca. 911-612 BC)","RIMA 2.0.101.100, ex. 01","PROVISIONAL","SRC-102","cdli_cat.csv row id_text=423563, columns material, provenience, collection, museum_no, acquisition_history, photo_up","2026-09-08","Material is CDLI's cataloguing, not an analysis; no column in the source can cite one. Status is PROVISIONAL and not VERIFIED because a single catalogue is one source: what is VERIFIED is that CDLI records this, and that is what the locator points at."
"MC-R-0158","LAPIS-ATTRIBUTED","P424326","MAH 17877","other (see object remarks)","","","","","","","","uncertain (mod. uncertain)","FINDSPOT UNCERTAIN (CDLI's own qualifier)","","","MAH 17877","Musée d’Art et d’Histoire, Geneva, Switzerland","2022-08-21","","NO FLAG","NOT ACCESSIBLE (SRC-099; no LICENSE file in the retrieved repository; D-055)","stone: lapis lazuli","Neo-Babylonian (ca. 626-539 BC)","unpublished unassigned ?","PROVISIONAL","SRC-102","cdli_cat.csv row id_text=424326, columns material, provenience, collection, museum_no, acquisition_history, photo_up","2026-09-08","Material is CDLI's cataloguing, not an analysis; no column in the source can cite one. Status is PROVISIONAL and not VERIFIED because a single catalogue is one source: what is VERIFIED is that CDLI records this, and that is what the locator points at."
"MC-R-0159","SAME-MINERAL-FAMILY (agate/chalcedony)","P424343","CDLI Seals 001463 (physical)","seal (not impression)","","","","","","","","uncertain (mod. uncertain)","FINDSPOT UNCERTAIN (CDLI's own qualifier)","","","MAH 19597","Musée d’Art et d’Histoire, Geneva, Switzerland","2022-08-21","","NO FLAG","NOT ACCESSIBLE (SRC-099; no LICENSE file in the retrieved repository; D-055)","stone: chalcedony","Old Assyrian (ca. 1950-1850 BC) ?","CDLI Seals 001463 (physical)","PROVISIONAL","SRC-102","cdli_cat.csv row id_text=424343, columns material, provenience, collection, museum_no, acquisition_history, photo_up","2026-09-08","Material is CDLI's cataloguing, not an analysis; no column in the source can cite one. Status is PROVISIONAL and not VERIFIED because a single catalogue is one source: what is VERIFIED is that CDLI records this, and that is what the locator points at."
"MC-R-0160","LAPIS-ATTRIBUTED","P424357","CDLI Seals 001467 (physical)","seal (not impression)","","","","","","","","uncertain (mod. uncertain)","FINDSPOT UNCERTAIN (CDLI's own qualifier)","","","MAH MF.1386","Musée d’Art et d’Histoire, Geneva, Switzerland","2022-08-21","","NO FLAG","NOT ACCESSIBLE (SRC-099; no LICENSE file in the retrieved repository; D-055)","stone: lapis lazuli","Middle Babylonian (ca. 1400-1100 BC)","CDLI Seals 001467 (physical)","PROVISIONAL","SRC-102","cdli_cat.csv row id_text=424357, columns material, provenience, collection, museum_no, acquisition_history, photo_up","2026-09-08","Material is CDLI's cataloguing, not an analysis; no column in the source can cite one. Status is PROVISIONAL and not VERIFIED because a single catalogue is one source: what is VERIFIED is that CDLI records this, and that is what the locator points at."
"MC-R-0161","LAPIS-ATTRIBUTED","P430006","CDLI Seals 001504 (physical)","seal (not impression)","","","","","","","","","NO FINDSPOT RECORDED","","","IMJ 76.017.1643","The Israel Museum, Jerusalem","2022-08-21","The Harry Stern Collection, bequeathed by Dr. Kurt Stern","YES (600ppi 20160630)","NOT ACCESSIBLE (SRC-099; no LICENSE file in the retrieved repository; D-055)","stone: lapis lazuli","Old Akkadian (ca. 2340-2200 BC)","CDLI Seals 001504 (physical)","PROVISIONAL","SRC-102","cdli_cat.csv row id_text=430006, columns material, provenience, collection, museum_no, acquisition_history, photo_up","2026-09-08","Material is CDLI's cataloguing, not an analysis; no column in the source can cite one. Status is PROVISIONAL and not VERIFIED because a single catalogue is one source: what is VERIFIED is that CDLI records this, and that is what the locator points at."
"MC-R-0162","LAPIS-ATTRIBUTED","P430068","CDLI Seals 001513 (physical)","seal (not impression)","","","","","","","","","NO FINDSPOT RECORDED","","","IMJ 90.024.0040","The Israel Museum, Jerusalem","2022-08-21","","YES (600ppi 20160630)","NOT ACCESSIBLE (SRC-099; no LICENSE file in the retrieved repository; D-055)","stone: lapis lazuli","Old Akkadian (ca. 2340-2200 BC)","CDLI Seals 001513 (physical)","PROVISIONAL","SRC-102","cdli_cat.csv row id_text=430068, columns material, provenience, collection, museum_no, acquisition_history, photo_up","2026-09-08","Material is CDLI's cataloguing, not an analysis; no column in the source can cite one. Status is PROVISIONAL and not VERIFIED because a single catalogue is one source: what is VERIFIED is that CDLI records this, and that is what the locator points at."
"MC-R-0163","SAME-MINERAL-FAMILY (agate/chalcedony)","P430331","CDLI Seals 000233 (physical)","seal (not impression)","","","","","","","","uncertain (mod. uncertain)","FINDSPOT UNCERTAIN (CDLI's own qualifier)","","","IM 067920","National Museum of Iraq, Baghdad, Iraq","2022-08-21","","NO FLAG","NOT ACCESSIBLE (SRC-099; no LICENSE file in the retrieved repository; D-055)","stone: chalcedony","Middle Babylonian (ca. 1400-1100 BC)","CDLI Seals 000233 (physical)","PROVISIONAL","SRC-102","cdli_cat.csv row id_text=430331, columns material, provenience, collection, museum_no, acquisition_history, photo_up","2026-09-08","Material is CDLI's cataloguing, not an analysis; no column in the source can cite one. Status is PROVISIONAL and not VERIFIED because a single catalogue is one source: what is VERIFIED is that CDLI records this, and that is what the locator points at."
"MC-R-0164","SAME-MINERAL-FAMILY (agate/chalcedony)","P431547","RIME 4.01.07.02, ex. 01","other (see object remarks)","","","","","","","","uncertain (mod. uncertain)","FINDSPOT UNCERTAIN (CDLI's own qualifier)","","","Strauss —","private: Strauss, unlocated","2022-08-21","","NO FLAG","NOT ACCESSIBLE (SRC-099; no LICENSE file in the retrieved repository; D-055)","stone: agate","Early Old Babylonian (ca. 2000-1900 BC)","RIME 4.01.07.02, ex. 01","PROVISIONAL","SRC-102","cdli_cat.csv row id_text=431547, columns material, provenience, collection, museum_no, acquisition_history, photo_up","2026-09-08","Material is CDLI's cataloguing, not an analysis; no column in the source can cite one. Status is PROVISIONAL and not VERIFIED because a single catalogue is one source: what is VERIFIED is that CDLI records this, and that is what the locator points at."
"MC-R-0165","SAME-MINERAL-FAMILY (agate/chalcedony)","P431773","RIME 4.02.13.30, ex. 01","other (see object remarks)","","","","","","","","uncertain (mod. uncertain)","FINDSPOT UNCERTAIN (CDLI's own qualifier)","","","AO 04504","Louvre Museum, Paris, France","2022-08-21","","NO FLAG","NOT ACCESSIBLE (SRC-099; no LICENSE file in the retrieved repository; D-055)","stone: agate","Early Old Babylonian (ca. 2000-1900 BC)","RIME 4.02.13.30, ex. 01","PROVISIONAL","SRC-102","cdli_cat.csv row id_text=431773, columns material, provenience, collection, museum_no, acquisition_history, photo_up","2026-09-08","Material is CDLI's cataloguing, not an analysis; no column in the source can cite one. Status is PROVISIONAL and not VERIFIED because a single catalogue is one source: what is VERIFIED is that CDLI records this, and that is what the locator points at."
"MC-R-0166","SAME-MINERAL-FAMILY (agate/chalcedony)","P431863","RIME 4.03.06.x2004, ex. 01","other (see object remarks)","","","","","","","","","NO FINDSPOT RECORDED","","","BM 130829","British Museum, London, UK","2022-08-21","RIME: from the collection of the Dukes of Northumberland","NO FLAG","NOT ACCESSIBLE (SRC-099; no LICENSE file in the retrieved repository; D-055)","stone: agate","Old Babylonian (ca. 1900-1600 BC)","RIME 4.03.06.x2004, ex. 01","PROVISIONAL","SRC-102","cdli_cat.csv row id_text=431863, columns material, provenience, collection, museum_no, acquisition_history, photo_up","2026-09-08","Material is CDLI's cataloguing, not an analysis; no column in the source can cite one. Status is PROVISIONAL and not VERIFIED because a single catalogue is one source: what is VERIFIED is that CDLI records this, and that is what the locator points at."
"MC-R-0167","SAME-MINERAL-FAMILY (agate/chalcedony)","P448198","RIME 4.05.14.04, ex. 01","other (see object remarks)","","","","","","","","Ešnunna (mod. Tell Asmar)","FINDSPOT NAMED","HL 1-91 ?","","IAUC —","Institute of Archaeology, University of Copenhagen, Denmark","2022-08-21","","NO FLAG","NOT ACCESSIBLE (SRC-099; no LICENSE file in the retrieved repository; D-055)","stone: agate","Early Old Babylonian (ca. 2000-1900 BC)","RIME 4.05.14.04, ex. 01","PROVISIONAL","SRC-102","cdli_cat.csv row id_text=448198, columns material, provenience, collection, museum_no, acquisition_history, photo_up","2026-09-08","Material is CDLI's cataloguing, not an analysis; no column in the source can cite one. Status is PROVISIONAL and not VERIFIED because a single catalogue is one source: what is VERIFIED is that CDLI records this, and that is what the locator points at."
"MC-R-0168","SAME-MINERAL-FAMILY (agate/chalcedony)","P448258","RIME 4.23.10.02, ex. 01","other (see object remarks)","","","","","","","","Terqa (mod. Ashara)","FINDSPOT NAMED","","","AO 09047","Louvre Museum, Paris, France","2022-08-21","","NO FLAG","NOT ACCESSIBLE (SRC-099; no LICENSE file in the retrieved repository; D-055)","stone: agate","Old Babylonian (ca. 1900-1600 BC)","RIME 4.23.10.02, ex. 01","PROVISIONAL","SRC-102","cdli_cat.csv row id_text=448258, columns material, provenience, collection, museum_no, acquisition_history, photo_up","2026-09-08","Material is CDLI's cataloguing, not an analysis; no column in the source can cite one. Status is PROVISIONAL and not VERIFIED because a single catalogue is one source: what is VERIFIED is that CDLI records this, and that is what the locator points at."
"MC-R-0169","SAME-MINERAL-FAMILY (agate/chalcedony)","P448381","CDLI Seals 012024 (physical)","seal (not impression)","","","","","","","","uncertain (mod. uncertain)","FINDSPOT UNCERTAIN (CDLI's own qualifier)","","","OIM A03709","Oriental Institute, University of Chicago, Chicago, Illinois, USA","2022-08-21","","NO FLAG","NOT ACCESSIBLE (SRC-099; no LICENSE file in the retrieved repository; D-055)","stone: agate","Early Old Babylonian (ca. 2000-1900 BC)","CDLI Seals 012024 (physical)","PROVISIONAL","SRC-102","cdli_cat.csv row id_text=448381, columns material, provenience, collection, museum_no, acquisition_history, photo_up","2026-09-08","Material is CDLI's cataloguing, not an analysis; no column in the source can cite one. Status is PROVISIONAL and not VERIFIED because a single catalogue is one source: what is VERIFIED is that CDLI records this, and that is what the locator points at."
"MC-R-0170","LOOK-ALIKE-CONTROL","P448455","CDLI Seals 012031 (physical)","seal (not impression)","","","","","","","","uncertain (mod. uncertain)","FINDSPOT UNCERTAIN (CDLI's own qualifier)","","","MMA —","Metropolitan Museum of Art, New York, New York, USA","2022-08-21","RIME: was in collection of Mrs A. Brett (no. 78)","NO FLAG","NOT ACCESSIBLE (SRC-099; no LICENSE file in the retrieved repository; D-055)","stone: jasper","Early Old Babylonian (ca. 2000-1900 BC)","CDLI Seals 012031 (physical)","PROVISIONAL","SRC-102","cdli_cat.csv row id_text=448455, columns material, provenience, collection, museum_no, acquisition_history, photo_up","2026-09-08","Material is CDLI's cataloguing, not an analysis; no column in the source can cite one. Status is PROVISIONAL and not VERIFIED because a single catalogue is one source: what is VERIFIED is that CDLI records this, and that is what the locator points at."
"MC-R-0171","LAPIS-ATTRIBUTED","P450478","RINAP 4 Esarhaddon 075, ex. 003","other (see object remarks)","","","","","","","","Assur (mod. Qalat Sherqat)","FINDSPOT NAMED","Ass 00998","","VA 05174","Vorderasiatisches Museum, Berlin, Germany","2022-08-21","","NO FLAG","NOT ACCESSIBLE (SRC-099; no LICENSE file in the retrieved repository; D-055)","stone: lapis lazuli","Neo-Assyrian (ca. 911-612 BC)","RINAP 4 Esarhaddon 075, ex. 003","PROVISIONAL","SRC-102","cdli_cat.csv row id_text=450478, columns material, provenience, collection, museum_no, acquisition_history, photo_up","2026-09-08","Material is CDLI's cataloguing, not an analysis; no column in the source can cite one. Status is PROVISIONAL and not VERIFIED because a single catalogue is one source: what is VERIFIED is that CDLI records this, and that is what the locator points at."
"MC-R-0172","LAPIS-ATTRIBUTED","P450511","CDLI Seals 006507 (physical)","seal (not impression)","","","","","","","","Bābili (mod. Babylon)","FINDSPOT NAMED","BE 06403","","VA Bab 00647","Vorderasiatisches Museum, Berlin, Germany","2022-08-21","","NO FLAG","NOT ACCESSIBLE (SRC-099; no LICENSE file in the retrieved repository; D-055)","stone: lapis lazuli","Neo-Assyrian (ca. 911-612 BC)","CDLI Seals 006507 (physical)","PROVISIONAL","SRC-102","cdli_cat.csv row id_text=450511, columns material, provenience, collection, museum_no, acquisition_history, photo_up","2026-09-08","Material is CDLI's cataloguing, not an analysis; no column in the source can cite one. Status is PROVISIONAL and not VERIFIED because a single catalogue is one source: what is VERIFIED is that CDLI records this, and that is what the locator points at."
"MC-R-0173","SAME-MINERAL-FAMILY (agate/chalcedony)","P450567","RINAP 4 Esarhaddon 142, ex. 001","other (see object remarks)","","","","","","","","uncertain (mod. uncertain)","FINDSPOT UNCERTAIN (CDLI's own qualifier)","","","Anonymous 450567","private: anonymous, Russia","2022-08-21","","NO FLAG","NOT ACCESSIBLE (SRC-099; no LICENSE file in the retrieved repository; D-055)","stone: agate","Neo-Assyrian (ca. 911-612 BC)","RINAP 4 Esarhaddon 142, ex. 001","PROVISIONAL","SRC-102","cdli_cat.csv row id_text=450567, columns material, provenience, collection, museum_no, acquisition_history, photo_up","2026-09-08","Material is CDLI's cataloguing, not an analysis; no column in the source can cite one. Status is PROVISIONAL and not VERIFIED because a single catalogue is one source: what is VERIFIED is that CDLI records this, and that is what the locator points at."
"MC-R-0174","LAPIS-ATTRIBUTED","P450577","RINAP 4 Esarhaddon x1021, ex. 001","other (see object remarks)","","","","","","","","Assur (mod. Qalat Sherqat)","FINDSPOT NAMED","Ass 06011","","unknown","unlocated","2022-08-21","","NO FLAG","NOT ACCESSIBLE (SRC-099; no LICENSE file in the retrieved repository; D-055)","stone: lapis lazuli","Neo-Assyrian (ca. 911-612 BC)","RINAP 4 Esarhaddon x1021, ex. 001","PROVISIONAL","SRC-102","cdli_cat.csv row id_text=450577, columns material, provenience, collection, museum_no, acquisition_history, photo_up","2026-09-08","Material is CDLI's cataloguing, not an analysis; no column in the source can cite one. Status is PROVISIONAL and not VERIFIED because a single catalogue is one source: what is VERIFIED is that CDLI records this, and that is what the locator points at."
"MC-R-0175","SAME-MINERAL-FAMILY (agate/chalcedony)","P450587","RINAP 4 Esarhaddon x2001, ex. 001","other (see object remarks)","","","","","","","","","NO FINDSPOT RECORDED","","","Ashm 1967-1483","Ashmolean Museum, Oxford, UK","2022-08-21","","NO FLAG","NOT ACCESSIBLE (SRC-099; no LICENSE file in the retrieved repository; D-055)","stone: agate","Neo-Assyrian (ca. 911-612 BC)","RINAP 4 Esarhaddon x2001, ex. 001","PROVISIONAL","SRC-102","cdli_cat.csv row id_text=450587, columns material, provenience, collection, museum_no, acquisition_history, photo_up","2026-09-08","Material is CDLI's cataloguing, not an analysis; no column in the source can cite one. Status is PROVISIONAL and not VERIFIED because a single catalogue is one source: what is VERIFIED is that CDLI records this, and that is what the locator points at."
"MC-R-0176","SAME-MINERAL-FAMILY (agate/chalcedony)","P450592","RINAP 4 Esarhaddon x2007, ex. 001","other (see object remarks)","","","","","","","","","NO FINDSPOT RECORDED","","","unknown","private: Rosen, J., USA","2022-08-21","","NO FLAG","NOT ACCESSIBLE (SRC-099; no LICENSE file in the retrieved repository; D-055)","stone: agate","Neo-Assyrian (ca. 911-612 BC)","RINAP 4 Esarhaddon x2007, ex. 001","PROVISIONAL","SRC-102","cdli_cat.csv row id_text=450592, columns material, provenience, collection, museum_no, acquisition_history, photo_up","2026-09-08","Material is CDLI's cataloguing, not an analysis; no column in the source can cite one. Status is PROVISIONAL and not VERIFIED because a single catalogue is one source: what is VERIFIED is that CDLI records this, and that is what the locator points at."
"MC-R-0177","SAME-MINERAL-FAMILY (agate/chalcedony)","P450594","RINAP 4 Esarhaddon x2009, ex. 001","other (see object remarks)","","","","","","","","","NO FINDSPOT RECORDED","","","unknown","private: Garret, R., Baltimore, Maryland, USA","2022-08-21","","NO FLAG","NOT ACCESSIBLE (SRC-099; no LICENSE file in the retrieved repository; D-055)","stone: agate","Neo-Assyrian (ca. 911-612 BC)","RINAP 4 Esarhaddon x2009, ex. 001","PROVISIONAL","SRC-102","cdli_cat.csv row id_text=450594, columns material, provenience, collection, museum_no, acquisition_history, photo_up","2026-09-08","Material is CDLI's cataloguing, not an analysis; no column in the source can cite one. Status is PROVISIONAL and not VERIFIED because a single catalogue is one source: what is VERIFIED is that CDLI records this, and that is what the locator points at."
"MC-R-0178","SAME-MINERAL-FAMILY (agate/chalcedony)","P452293","OrNS 80, 141-153 & pl. 4","other (see object remarks)","","","","","","","","uncertain (mod. Tas-Silg, Malta)","FINDSPOT UNCERTAIN (CDLI's own qualifier)","","","Malta 001","Malta","2022-08-21","","NO FLAG","NOT ACCESSIBLE (SRC-099; no LICENSE file in the retrieved repository; D-055)","stone: agate","Middle Babylonian (ca. 1400-1100 BC)","OrNS 80, 141-153 & pl. 4","PROVISIONAL","SRC-102","cdli_cat.csv row id_text=452293, columns material, provenience, collection, museum_no, acquisition_history, photo_up","2026-09-08","Material is CDLI's cataloguing, not an analysis; no column in the source can cite one. Status is PROVISIONAL and not VERIFIED because a single catalogue is one source: what is VERIFIED is that CDLI records this, and that is what the locator points at."
"MC-R-0179","LAPIS-ATTRIBUTED","P453338","RIMB 1.nn","other (see object remarks)","","","","","","","","Nippur (mod. Nuffar)","FINDSPOT NAMED","","","Ist EŞEM 01924","Eski Şark Eserleri Müzesi, Arkeoloji Müzeleri, Istanbul, Turkey","2022-08-21","Nippur III expedition","NO FLAG","NOT ACCESSIBLE (SRC-099; no LICENSE file in the retrieved repository; D-055)","stone: lapis lazuli","Middle Babylonian (ca. 1400-1100 BC)","RIMB 1.nn","PROVISIONAL","SRC-102","cdli_cat.csv row id_text=453338, columns material, provenience, collection, museum_no, acquisition_history, photo_up","2026-09-08","Material is CDLI's cataloguing, not an analysis; no column in the source can cite one. Status is PROVISIONAL and not VERIFIED because a single catalogue is one source: what is VERIFIED is that CDLI records this, and that is what the locator points at."
"MC-R-0180","LAPIS-ATTRIBUTED","P453339","RIMB 1.nn","other (see object remarks)","","","","","","","","Nippur (mod. Nuffar)","FINDSPOT NAMED","","","Ist EŞEM 01926","Eski Şark Eserleri Müzesi, Arkeoloji Müzeleri, Istanbul, Turkey","2022-08-21","Nippur III expedition","NO FLAG","NOT ACCESSIBLE (SRC-099; no LICENSE file in the retrieved repository; D-055)","stone: lapis lazuli","Middle Babylonian (ca. 1400-1100 BC)","RIMB 1.nn","PROVISIONAL","SRC-102","cdli_cat.csv row id_text=453339, columns material, provenience, collection, museum_no, acquisition_history, photo_up","2026-09-08","Material is CDLI's cataloguing, not an analysis; no column in the source can cite one. Status is PROVISIONAL and not VERIFIED because a single catalogue is one source: what is VERIFIED is that CDLI records this, and that is what the locator points at."
"MC-R-0181","LAPIS-ATTRIBUTED","P453340","RIMB 1.nn","other (see object remarks)","","","","","","","","Nippur (mod. Nuffar)","FINDSPOT NAMED","","","Ist EŞEM 01923","Eski Şark Eserleri Müzesi, Arkeoloji Müzeleri, Istanbul, Turkey","2022-08-21","Nippur III expedition; area III, among the hoard in a booth","NO FLAG","NOT ACCESSIBLE (SRC-099; no LICENSE file in the retrieved repository; D-055)","stone: lapis lazuli","Middle Babylonian (ca. 1400-1100 BC)","RIMB 1.nn","PROVISIONAL","SRC-102","cdli_cat.csv row id_text=453340, columns material, provenience, collection, museum_no, acquisition_history, photo_up","2026-09-08","Material is CDLI's cataloguing, not an analysis; no column in the source can cite one. Status is PROVISIONAL and not VERIFIED because a single catalogue is one source: what is VERIFIED is that CDLI records this, and that is what the locator points at."
"MC-R-0182","LAPIS-ATTRIBUTED","P453342","RIMB 1.nn","other (see object remarks)","","","","","","","","Nippur (mod. Nuffar)","FINDSPOT NAMED","","","Ist EŞEM 01905","Eski Şark Eserleri Müzesi, Arkeoloji Müzeleri, Istanbul, Turkey","2022-08-21","Nippur, area III, among the hoard in a booth","NO FLAG","NOT ACCESSIBLE (SRC-099; no LICENSE file in the retrieved repository; D-055)","stone: lapis lazuli","Middle Babylonian (ca. 1400-1100 BC)","RIMB 1.nn","PROVISIONAL","SRC-102","cdli_cat.csv row id_text=453342, columns material, provenience, collection, museum_no, acquisition_history, photo_up","2026-09-08","Material is CDLI's cataloguing, not an analysis; no column in the source can cite one. Status is PROVISIONAL and not VERIFIED because a single catalogue is one source: what is VERIFIED is that CDLI records this, and that is what the locator points at."
"MC-R-0183","SAME-MINERAL-FAMILY (agate/chalcedony)","P455188","CDLI Seals 002478 (composite)","seal (not impression)","","","","","","","","Larsa (mod. Tell as-Senkereh) ?","FINDSPOT UNCERTAIN (CDLI's own qualifier)","","","","NOT RECORDED","2022-08-21","","NO FLAG","NOT ACCESSIBLE (SRC-099; no LICENSE file in the retrieved repository; D-055)","stone: agate","Early Old Babylonian (ca. 2000-1900 BC)","CDLI Seals 002478 (composite)","PROVISIONAL","SRC-102","cdli_cat.csv row id_text=455188, columns material, provenience, collection, museum_no, acquisition_history, photo_up","2026-09-08","Material is CDLI's cataloguing, not an analysis; no column in the source can cite one. Status is PROVISIONAL and not VERIFIED because a single catalogue is one source: what is VERIFIED is that CDLI records this, and that is what the locator points at."
"MC-R-0184","LAPIS-ATTRIBUTED","P456188","CDLI Seals 003478 (physical)","seal (not impression)","","","","","","","","","NO FINDSPOT RECORDED","","","DUROM N 2403","Oriental Museum, University of Durham, Durham, UK","2022-08-21","","NO FLAG","NOT ACCESSIBLE (SRC-099; no LICENSE file in the retrieved repository; D-055)","stone: lapis lazuli","Old Akkadian (ca. 2340-2200 BC)","CDLI Seals 003478 (physical)","PROVISIONAL","SRC-102","cdli_cat.csv row id_text=456188, columns material, provenience, collection, museum_no, acquisition_history, photo_up","2026-09-08","Material is CDLI's cataloguing, not an analysis; no column in the source can cite one. Status is PROVISIONAL and not VERIFIED because a single catalogue is one source: what is VERIFIED is that CDLI records this, and that is what the locator points at."
"MC-R-0185","LAPIS-ATTRIBUTED","P456717","CDLI Seals 004007 (physical)","seal (not impression)","","","","","","","","","NO FINDSPOT RECORDED","","","DUROM N 2388","Oriental Museum, University of Durham, Durham, UK","2022-08-21","","NO FLAG","NOT ACCESSIBLE (SRC-099; no LICENSE file in the retrieved repository; D-055)","stone: lapis lazuli","Old Akkadian (ca. 2340-2200 BC)","CDLI Seals 004007 (physical)","PROVISIONAL","SRC-102","cdli_cat.csv row id_text=456717, columns material, provenience, collection, museum_no, acquisition_history, photo_up","2026-09-08","Material is CDLI's cataloguing, not an analysis; no column in the source can cite one. Status is PROVISIONAL and not VERIFIED because a single catalogue is one source: what is VERIFIED is that CDLI records this, and that is what the locator points at."
"MC-R-0186","LAPIS-ATTRIBUTED","P457768","CDLI Seals 005058 (physical)","seal (not impression)","","","","","","","","","NO FINDSPOT RECORDED","","","DUROM N 2387","Oriental Museum, University of Durham, Durham, UK","2022-08-21","","NO FLAG","NOT ACCESSIBLE (SRC-099; no LICENSE file in the retrieved repository; D-055)","stone: lapis lazuli","Old Babylonian (ca. 1900-1600 BC)","CDLI Seals 005058 (physical)","PROVISIONAL","SRC-102","cdli_cat.csv row id_text=457768, columns material, provenience, collection, museum_no, acquisition_history, photo_up","2026-09-08","Material is CDLI's cataloguing, not an analysis; no column in the source can cite one. Status is PROVISIONAL and not VERIFIED because a single catalogue is one source: what is VERIFIED is that CDLI records this, and that is what the locator points at."
"MC-R-0187","LAPIS-ATTRIBUTED","P457897","CDLI Seals 005187 (physical)","seal (not impression)","","","","","","","","Ešnunna (mod. Tell Asmar)","FINDSPOT NAMED","","","VA 03113","Vorderasiatisches Museum, Berlin, Germany","2022-08-21","","NO FLAG","NOT ACCESSIBLE (SRC-099; no LICENSE file in the retrieved repository; D-055)","stone: lapis lazuli","Early Old Babylonian (ca. 2000-1900 BC)","CDLI Seals 005187 (physical)","PROVISIONAL","SRC-102","cdli_cat.csv row id_text=457897, columns material, provenience, collection, museum_no, acquisition_history, photo_up","2026-09-08","Material is CDLI's cataloguing, not an analysis; no column in the source can cite one. Status is PROVISIONAL and not VERIFIED because a single catalogue is one source: what is VERIFIED is that CDLI records this, and that is what the locator points at."
"MC-R-0188","LOOK-ALIKE-CONTROL","P458259","CDLI Seals 005549 (physical)","seal (not impression)","","","","","","","","uncertain (mod. uncertain)","FINDSPOT UNCERTAIN (CDLI's own qualifier)","","","VA 02720","Vorderasiatisches Museum, Berlin, Germany","2022-08-21","","NO FLAG","NOT ACCESSIBLE (SRC-099; no LICENSE file in the retrieved repository; D-055)","stone: jasper","Early Old Babylonian (ca. 2000-1900 BC)","CDLI Seals 005549 (physical)","PROVISIONAL","SRC-102","cdli_cat.csv row id_text=458259, columns material, provenience, collection, museum_no, acquisition_history, photo_up","2026-09-08","Material is CDLI's cataloguing, not an analysis; no column in the source can cite one. Status is PROVISIONAL and not VERIFIED because a single catalogue is one source: what is VERIFIED is that CDLI records this, and that is what the locator points at."
