res_id,lemma,lemma_id,word_class,segmentation,retroflex_verdicts,formal_class,tokens,hymns,books,arnold_strata,majority_stratum,grassmann_gloss,source_id,retrieval_date,note
RES-064,váṣaṭkr̥ti-,lemma_vazawkfti_7780,nominal stem,v a ṣ a ṭ k r̥ t i,ṣ=UNCONDITIONED(no RUKI trigger (after a)); ṭ=UNCONDITIONED(no cluster source),F5-residue,4,4,"1:2,7:2","C:2,N:1,S:1",Cretic,der Ausruf váṣaṭ,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-065,áheḷamāna-,lemma_aheqamAna_1433,nominal stem,a h e ḷ a m ā n a,ḷ=UNCONDITIONED(no cluster source),F5-residue,4,3,"1:3,6:1","A:1,N:2,P:1",Normal,nicht zürnend,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-066,āṇḍá-,lemma_ARqa_1486,nominal stem,ā ṇ ḍ a,ṇ=UNCONDITIONED(nati environment fails: followed by ḍ); ḍ=CONDITIONED(cluster after ṇ),F5-residue,4,3,"1:1,8:2,10:1","A:1,C:1,S:2",Strophic,"n. Ei, m. Du. Hoden",SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-067,anaḍváh-,lemma_anaqvah_399,nominal stem,a n a ḍ v a h,ḍ=UNCONDITIONED(no cluster source),F5-residue,3,3,"3:1,10:2",P:3,Popular,"Karren, Wagen ziehend; daher: Zugtier, Ochse, Stier",SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-068,aṣṭā́pad-,lemma_azwApad_1298,nominal stem,a ṣ ṭ ā p a d,ṣ=UNCONDITIONED(no RUKI trigger (after a)); ṭ=CONDITIONED(cluster after ṣ),F1-ṣṬ-cluster,3,3,"1:1,2:1,8:1","N:1,P:1,S:1",TIE,achtfüssig,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-069,devahéḷana-,lemma_devaheqana_4481,nominal stem,d e v a h e ḷ a n a,ḷ=UNCONDITIONED(no cluster source),F5-residue,3,3,"7:1,10:2","C:2,S:1",Cretic,Götterzürnung,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-070,dáśoṇi-,lemma_daSoRi_4148,nominal stem,d a ś o ṇ i,ṇ=UNCONDITIONED(no nati trigger),F5-residue,3,2,"6:2,10:1","A:2,C:1",Archaic,"N. pr.?; 'mit zehn Armen', von einigen Autoren wie dáśoṇya- als Eigenname aufgefasst",SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-071,gaṇaśrí-,lemma_gaRaSri_2883,nominal stem,g a ṇ a ś r i,ṇ=UNCONDITIONED(no nati trigger),F5-residue,3,3,"1:1,5:1,8:1","A:1,C:1,N:1",TIE,mit der Herrlichkeit ihrer Schar,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-072,krīḷá-,lemma_krIqa_2758,nominal stem,k r ī ḷ a,ḷ=UNCONDITIONED(no cluster source),F5-residue,3,2,1:3,S:3,Strophic,"tollend, spielend",SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-073,mr̥ḷayáttama-,lemma_mfq_6921 #lemma_mfq_12473,nominal stem,m r̥ ḷ a y a t t a m a,ḷ=UNCONDITIONED(no cluster source),F5-residue,3,3,"1:2,5:1","A:1,C:2",Cretic,am gnädigsten,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-074,mārtāṇḍá-,lemma_mArtARqa_6808,nominal stem,m ā r t ā ṇ ḍ a,ṇ=UNCONDITIONED(nati environment fails: followed by ḍ); ḍ=CONDITIONED(cluster after ṇ),F5-residue,3,2,"2:1,10:2","N:1,P:2",Popular,patronym.? der letzte Sohn der Aditi,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-075,práṣṭi-,lemma_prazwi_6003,nominal stem,p r a ṣ ṭ i,ṣ=UNCONDITIONED(no RUKI trigger (after a)); ṭ=CONDITIONED(cluster after ṣ),F1-ṣṬ-cluster,3,3,"1:2,8:1","A:1,C:1,S:1",TIE,"Seitenpferd, Seitenmann, Beimann",SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-076,páḍbīśa-,lemma_paqbISa_5183,nominal stem,p a ḍ b ī ś a,ḍ=UNCONDITIONED(no cluster source),F5-residue,3,2,"1:2,10:1",P:3,Popular,"Fussfessel (des Rennpferdes, des Yama)",SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-077,pāṇí-,lemma_pARi_5421,nominal stem,p ā ṇ i,ṇ=UNCONDITIONED(no nati trigger),F5-residue,3,3,"2:1,4:1,6:1","C:1,N:1,S:1",TIE,Hand,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-078,stómataṣṭa-,lemma_stomatazw_10257,nominal stem,s t o m a t a ṣ ṭ a,ṣ=UNCONDITIONED(no RUKI trigger (after a)); ṭ=CONDITIONED(cluster after ṣ),F1-ṣṬ-cluster,3,3,"3:2,10:1","C:1,N:1,P:1",TIE,"zum Lobe gezimmert, zum Lobe gedichtet; dem Loblied gedichtet ist",SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-079,vīḍvàṅga-,lemma_vIqvaNga_8302,nominal stem,v ī ḍ v a ṅ g a,ḍ=UNCONDITIONED(no cluster source),F5-residue,3,3,"1:1,6:1,8:1","A:1,N:1,P:1",TIE,mit festen Gliedern,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-080,vīḷúpāṇi-,lemma_vIqupARi_8299 #lemma_vIqupARi_8298,nominal stem,v ī ḷ u p ā ṇ i,ḷ=UNCONDITIONED(no cluster source); ṇ=UNCONDITIONED(no nati trigger),F5-residue,3,3,"1:1,7:2",S:3,Strophic,"starke, feste Hufe habend",SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-081,áṣṭrā-,lemma_azwrA_1301,nominal stem,a ṣ ṭ r ā,ṣ=UNCONDITIONED(no RUKI trigger (after a)); ṭ=CONDITIONED(cluster after ṣ),F1-ṣṬ-cluster,3,3,"4:1,6:2","C:2,P:1",Cretic,(Leder-)Peitsche,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-082,íḷāvant-,lemma_iqAvat_1683,nominal stem,i ḷ ā v a n t,ḷ=UNCONDITIONED(no cluster source),F5-residue,3,3,"4:1,9:1,10:1","N:1,P:1,S:1",TIE,"mit Labetrunk versehen, Labung darbietend",SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-083,āṇí-,lemma_ARi_1485,nominal stem,ā ṇ i,ṇ=UNCONDITIONED(no nati trigger),F5-residue,3,3,"1:2,5:1","A:1,C:1,S:1",TIE,"Bolzen, der das Rad an der Achse festhält, Achszapfen",SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-084,anulbaṇá-,lemma_anulbaRa_532,nominal stem,a n u l b a ṇ a,ṇ=UNCONDITIONED(no nati trigger),F5-residue,2,2,"8:1,10:1","A:1,P:1",TIE,"ohne Knoten oder Wulst, fehlerlos",SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-085,aṣṭamá-,lemma_azwama_1297,nominal stem,a ṣ ṭ a m a,ṣ=UNCONDITIONED(no RUKI trigger (after a)); ṭ=CONDITIONED(cluster after ṣ),F1-ṣṬ-cluster,2,2,"2:1,10:1","N:1,P:1",TIE,achte/r/s,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-086,aṣṭhīvánt-,lemma_azWIvat_1304,nominal stem,a ṣ ṭh ī v a n t,ṣ=UNCONDITIONED(no RUKI trigger (after a)); ṭh=CONDITIONED(cluster after ṣ),F1-ṣṬ-cluster,2,2,"7:1,10:1",P:2,Popular,Kniescheibe,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-087,dravátpāṇi-,lemma_dravatpARi_4540,nominal stem,d r a v a t p ā ṇ i,ṇ=UNCONDITIONED(no nati trigger),F5-residue,2,2,"1:1,8:1",S:2,Strophic,"mit laufender Hand, die Hände laufen machend -> GM 'rasche Hufe habend'",SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-088,dáṃṣṭra-,lemma_daMzwra_4030,nominal stem,d a ṃ ṣ ṭ r a,ṣ=UNCONDITIONED(no RUKI trigger (after ṃ)); ṭ=CONDITIONED(cluster after ṣ),F1-ṣṬ-cluster,2,2,"2:1,10:1","C:1,P:1",TIE,Fangzahn,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-089,dūṇā́śa- 1,lemma_dURASa_4383,nominal stem,d ū ṇ ā ś a,ṇ=UNCONDITIONED(no nati trigger),F3-dū-compound,2,2,"6:1,9:1","C:1,N:1",TIE,,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-090,gaṇápati-,lemma_gaRapati_2882,nominal stem,g a ṇ a p a t i,ṇ=UNCONDITIONED(no nati trigger),F5-residue,2,2,"2:1,10:1","C:1,N:1",TIE,Oberster der Schar,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-091,héḷa-,lemma_heqa_10735,nominal stem,h e ḷ a,ḷ=UNCONDITIONED(no cluster source),F5-residue,2,2,"1:1,7:1","C:1,S:1",TIE,Zorn,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-092,jarádaṣṭi-,lemma_jaradazwi_3437,nominal stem,j a r a d a ṣ ṭ i,ṣ=UNCONDITIONED(no RUKI trigger (after a)); ṭ=CONDITIONED(cluster after ṣ),F1-ṣṬ-cluster,2,2,"7:1,10:1","P:1,S:1",TIE,"langlebig, das Alter erreichend",SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-093,jálāṣa-,lemma_jalAza_3449,nominal stem,j a l ā ṣ a,ṣ=UNCONDITIONED(no RUKI trigger (after ā)),F5-residue,2,2,"2:1,7:1","N:1,P:1",TIE,"(unklare Bedeutung, cf. jálāṣabheṣaja- 'dessen Heilmittel j° ist')",SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-094,jálāṣabheṣaja-,lemma_jalAzaBezaja_3450,nominal stem,j a l ā ṣ a bh e ṣ a j a,ṣ=UNCONDITIONED(no RUKI trigger (after ā)); ṣ=CONDITIONED(RUKI after e),F5-residue,2,2,"1:1,8:1","A:1,S:1",TIE,dessen Heilmittel j° ist;,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-095,kaṇvavát,lemma_kaRva_2390,invariable,k a ṇ v a v a t,ṇ=UNCONDITIONED(no nati trigger),F5-residue,2,2,8:2,S:2,Strophic,wohl ds. wie káṇvamant- 'von káṇva- bereitet' etc. ,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-096,káṇvatama-,lemma_kaRva_2390,nominal stem,k a ṇ v a t a m a,ṇ=UNCONDITIONED(no nati trigger),F5-residue,2,2,"1:1,10:1","A:1,S:1",TIE,"ganz wie káṇva- sich zeigend, oder: 'dem káṇva- recht hold'",SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-097,meḷí-,lemma_mezI_6961,nominal stem,m e ḷ i,ḷ=UNCONDITIONED(no cluster source),F5-residue,2,2,"3:1,4:1","N:1,S:1",TIE,"rauschend, knisternd; m. das Rauschen, Knistern",SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-098,mr̥ḷayā́ku-,lemma_mfqayAku_6922,nominal stem,m r̥ ḷ a y ā k u,ḷ=UNCONDITIONED(no cluster source),F5-residue,2,2,"2:1,8:1","N:1,S:1",TIE,gnädig,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-099,mīḷhúṣmant-,lemma_mIQuzmat_6863,nominal stem,m ī ḷh u ṣ m a n t,ḷh=UNCONDITIONED(no cluster source); ṣ=CONDITIONED(RUKI after u),F2-aspirated-retroflex,2,2,"5:1,6:1",A:2,Archaic,"freigebig, gnadenreich",SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-100,niṣṣáh-,lemma_nizzah_5046,nominal stem,n i ṣ ṣ a h,ṣ=CONDITIONED(RUKI after i); ṣ=UNCONDITIONED(no RUKI trigger (after ṣ)),F5-residue,2,2,"1:1,10:1",A:2,Archaic,"überaus siegreich, gewaltig",SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-101,niṣṣídhvan-,lemma_nizziDvan_5048,nominal stem,n i ṣ ṣ i dh v a n,ṣ=CONDITIONED(RUKI after i); ṣ=UNCONDITIONED(no RUKI trigger (after ṣ)),F5-residue,2,2,"3:1,8:1","N:1,P:1",TIE,"gabenreich, reichlich spendend",SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-102,pāṣyà-,lemma_pAzya_5466,nominal stem,p ā ṣ y a,ṣ=UNCONDITIONED(no RUKI trigger (after ā)),F5-residue,2,2,"1:1,9:1","A:1,S:1",TIE,"fraglich, ob 'Stein'; vielleicht auch ein paarweise vorhandener Körperteil",SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-103,rā́ṣṭrī- 2,lemma_rAzwrI_7396,nominal stem,r ā ṣ ṭ r ī,ṣ=UNCONDITIONED(no RUKI trigger (after ā)); ṭ=CONDITIONED(cluster after ṣ),F1-ṣṬ-cluster,2,2,"8:1,10:1",P:2,Popular,"Beherrscherin, Gebieterin",SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-104,sahásrasthūṇa-,lemma_sahasrasTURa_9579,nominal stem,s a h a s r a s th ū ṇ a,ṇ=UNCONDITIONED(no nati trigger),F5-residue,2,2,"2:1,5:1","C:1,N:1",TIE,auf tausend Säulen ruhend,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-105,sútaṣṭa-,lemma_sutazwa_9767,nominal stem,s u t a ṣ ṭ a,ṣ=UNCONDITIONED(no RUKI trigger (after a)); ṭ=CONDITIONED(cluster after ṣ),F1-ṣṬ-cluster,2,2,"2:1,7:1","N:1,S:1",TIE,schön gezimmert,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-106,taḷít-,lemma_taqit_3619,nominal stem,t a ḷ i t,ḷ=UNCONDITIONED(no cluster source),F5-residue,2,2,"1:1,2:1","C:1,N:1",TIE,taḍít (taḷ°) Adv. 'nahe',SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-107,vaṇíj-,lemma_vaRij_7589,nominal stem,v a ṇ i j,ṇ=UNCONDITIONED(no nati trigger),F5-residue,2,2,"1:1,5:1","A:1,C:1",TIE,"Kaufmann, Händler",SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-108,voḷhár-,lemma_voQf_8504 #lemma_voQf_12598,nominal stem,v o ḷh a r,ḷh=UNCONDITIONED(no cluster source),F2-aspirated-retroflex,2,2,7:2,S:2,Strophic,fahrend,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-109,vīḷupaví-,lemma_vIqupavi_8297,nominal stem,v ī ḷ u p a v i,ḷ=UNCONDITIONED(no cluster source),F5-residue,2,2,"5:1,8:1","A:1,C:1",TIE,"mit starken, festen Schienen versehen",SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-110,yáṣṭar-,lemma_yaj_6994,nominal stem,y a ṣ ṭ a r,ṣ=UNCONDITIONED(no RUKI trigger (after a)); ṭ=CONDITIONED(cluster after ṣ),F1-ṣṬ-cluster,2,2,"2:1,10:1","A:1,N:1",TIE,"der zu opfern pflegt, Opferer",SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-111,ásamaṣṭakāvya-,lemma_asamazwakAvya_1323,nominal stem,a s a m a ṣ ṭ a k ā v y a,ṣ=UNCONDITIONED(no RUKI trigger (after a)); ṭ=CONDITIONED(cluster after ṣ),F1-ṣṬ-cluster,2,2,"2:1,9:1","N:1,S:1",TIE,unerreichte Sehergabe habend,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-112,áyodaṃṣṭra-,lemma_ayodaMzwra_949 #lemma_ayodaMzwra_12094,nominal stem,a y o d a ṃ ṣ ṭ r a,ṣ=UNCONDITIONED(no RUKI trigger (after ṃ)); ṭ=CONDITIONED(cluster after ṣ),F1-ṣṬ-cluster,2,2,"1:1,10:1","A:1,P:1",TIE,"mit eisernem Gebiss versehen, eisenzahnig",SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-113,√phaṇ-,lemma_PaR_6120,root,ph a ṇ,ṇ=UNCONDITIONED(no nati trigger),F5-residue,2,2,"4:1,8:1","A:1,N:1",TIE,"springen, galoppieren",SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-114,abhírāṣṭra-,lemma_aBirAzwra_799,nominal stem,a bh i r ā ṣ ṭ r a,ṣ=UNCONDITIONED(no RUKI trigger (after ā)); ṭ=CONDITIONED(cluster after ṣ),F1-ṣṬ-cluster,1,1,10:1,P:1,Popular,Reiche bewältigend,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-115,aiḷa-,lemma_Eqa_2333,nominal stem,ai ḷ a,ḷ=UNCONDITIONED(no cluster source),F5-residue,1,1,10:1,P:1,Popular,GM: Sohn der íḍā; Geldner iii 303 ebenso,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-116,apāṣṭávant-,lemma_apAzWavat_668,nominal stem,a p ā ṣ ṭ a v a n t,ṣ=UNCONDITIONED(no RUKI trigger (after ā)); ṭ=CONDITIONED(cluster after ṣ),F1-ṣṬ-cluster,1,1,10:1,P:1,Popular,mit Widerhaken versehen,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-117,araṭvá-,lemma_arawva_963,nominal stem,a r a ṭ v a,ṭ=UNCONDITIONED(no cluster source),F5-residue,1,1,8:1,A:1,Archaic,wohl Appellativum 'aus dem Holz des araṭu-Baumes' (Wagenachse),SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-118,aṣṭakarṇá-,lemma_azwakarRa_1296,nominal stem,a ṣ ṭ a k a r ṇ a,ṣ=UNCONDITIONED(no RUKI trigger (after a)); ṭ=CONDITIONED(cluster after ṣ); ṇ=CONDITIONED(nati after r),F1-ṣṬ-cluster,1,1,10:1,C:1,Cretic,mit gekennzeichneten Ohren (von Rind und Ross),SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-119,aṣṭrāvín-,lemma_azwrAvin_1302,nominal stem,a ṣ ṭ r ā v i n,ṣ=UNCONDITIONED(no RUKI trigger (after a)); ṭ=CONDITIONED(cluster after ṣ),F1-ṣṬ-cluster,1,1,10:1,P:1,Popular,"dem Stachel (bzw. der Peitsche) gehorchend (vom Stier gesagt), cf. AiGr ii 2 917",SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-120,aṣṭár-,lemma_aS_12127,nominal stem,a ṣ ṭ a r,ṣ=UNCONDITIONED(no RUKI trigger (after a)); ṭ=CONDITIONED(cluster after ṣ),F1-ṣṬ-cluster,1,1,1:1,A:1,Archaic,,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-121,aṣṭā́vandhura-,lemma_azwAvanDura_1299,nominal stem,a ṣ ṭ ā v a n dh u r a,ṣ=UNCONDITIONED(no RUKI trigger (after a)); ṭ=CONDITIONED(cluster after ṣ),F1-ṣṬ-cluster,1,1,10:1,P:1,Popular,acht Wagensitze habend,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-122,baḷā́,lemma_baqA_6137,invariable,b a ḷ ā,ḷ=UNCONDITIONED(no cluster source),F5-residue,1,1,8:1,A:1,Archaic,"baḷā́ kr̥: 'feststellen, sicher machen'",SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-123,baṣkáya-,lemma_bazkaya_6177,nominal stem,b a ṣ k a y a,ṣ=UNCONDITIONED(no RUKI trigger (after a)),F5-residue,1,1,1:1,P:1,Popular,etwa: 'ausgewachsen',SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-124,bekanā́ṭa-,lemma_bekanAwa_6249,nominal stem,b e k a n ā ṭ a,ṭ=UNCONDITIONED(no cluster source),F5-residue,1,1,8:1,A:1,Archaic,unklar,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-125,bāḷhasŕ̥tvan-,lemma_bAQasftvan_6192,nominal stem,b ā ḷh a s r̥ t v a n,ḷh=UNCONDITIONED(no cluster source),F2-aspirated-retroflex,1,1,1:1,A:1,Archaic,"'kräftig, stark eilend' bzw. '(wie) einer, der bedrängt wird, eilend': 'in grosser Eile'",SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-126,bāṇá-,lemma_bARa_6192.1,nominal stem,b ā ṇ a,ṇ=UNCONDITIONED(no nati trigger),F5-residue,1,1,6:1,P:1,Popular,Pfeil,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-127,bī́riṭa-,lemma_bIriwa_6214,nominal stem,b ī r i ṭ a,ṭ=UNCONDITIONED(no cluster source),F5-residue,1,1,7:1,S:1,Strophic,unklar,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-128,caṣā́la-,lemma_cazAla_3269,nominal stem,c a ṣ ā l a,ṣ=UNCONDITIONED(no RUKI trigger (after a)),F5-residue,1,1,1:1,P:1,Popular,"Knauf, turban- oder kranzartiger Aufsatz auf dem Opferpfosten",SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-129,caṣā́lavant-,lemma_cazAlavat_3270,nominal stem,c a ṣ ā l a v a n t,ṣ=UNCONDITIONED(no RUKI trigger (after a)),F5-residue,1,1,3:1,P:1,Popular,mit einem Knauf versehen,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-130,cā́ṣa-,lemma_cAza_3280,nominal stem,c ā ṣ a,ṣ=UNCONDITIONED(no RUKI trigger (after ā)),F5-residue,1,1,10:1,P:1,Popular,"der blaue Holzhäher, Coracius indica",SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
