"dep_row_id","register_file","claim_id","current_status","arnold_link","status_if_arnold_strata_unreliable","what_survives","notes"
"DA-DEP-050","03-REGISTERS/rigveda-pur-family.csv","PUR-028","HYPOTHESIS","the claim IS the hypothesis A-1 gates","unchanged; but the two rows must be reconciled","the whole claim","PUR-028 states 'Arnold's five periods correspond to real chronological stages of composition'. A-1 in 03-REGISTERS/domain-a-hypothesis-eligibility.csv states the same hypothesis and gates it NOT-ELIGIBLE-SOURCE-BLOCKED. TWO REGISTERS NOW CARRY ONE HYPOTHESIS under two identifiers, neither pointing at the other, and neither SUPERSEDED. This unit created that duplication and did not notice it; adversarial review did. Logged as IC-A-004. Not resolved here because deciding which identifier survives is a call about another unit's register."
"DA-DEP-051","03-REGISTERS/domain-e-interpretations.csv","DE-I-006","PROVISIONAL","the claim READS the strata chronologically","PROVISIONAL, and its supporting bridge already fails","the count: 10 of 21 tokens against a 13.9% baseline","MISSED BY THE ORIGINAL SCAN. 04-AUDITS/ARCHIVE-AND-POWER-AUDIT.csv APA-E-006 already named this row and BR-E-002 as capped, so the omission was recoverable from inside the repository and this unit did not recover it."
"DA-DEP-052","03-REGISTERS/CROSS-DOMAIN-BRIDGES.csv","BR-E-002","(no status column; verdict WEAK)","the bridge IS the inference from stratum to date","unchanged - already WEAK on three grounds","the whole row","MISSED BY THE ORIGINAL SCAN, which required a status column. BR-E-002 is the bridge 'a late metrical stratum -> a late date of borrowing', and it is the exact inference this unit exists to test. It already carries three failure grounds. This unit adds a fourth: the stratum labels are strongly associated with metre (DA-016) and their chronological reading is source-blocked (A-1)."
"DA-DEP-053","03-REGISTERS/domain-e-claims.csv","DME-020","PROVISIONAL","the claim READS the strata chronologically","PROVISIONAL - unchanged, and it is already a null","the whole claim, which reports that the proxy does NOT support accumulation","MISSED BY THE ORIGINAL SCAN. Its conclusion runs the same way as this unit's, so nothing published changes; it is listed because the register's completeness claim at DA-015 was false without it."
"DA-DEP-054","03-REGISTERS/inherited-claims.csv","IH-148","INHERITED-UNVERIFIED","the row RECORDS A REJECTION of a stratum-chronological reading","unchanged - but it should have been consulted","the whole row","REJECTED REASONING HAS RETURNED AND THIS UNIT DID NOT NAME IT. IH-148 records the handoff's rejection of R-02, 'The corpus knows Afghanistan before it knows the Ganges' (Archaic-stratum reading), replaced by the neutral 'Afghan rivers in Books 5/8/10'. DME-017's note reads 'Establishes the western edge of the corpus geography inside its older metrical stratum' - the same reasoning, the same rivers, books 5 and 8. DA-DEP-043 correctly identified that clause as the thing that falls and did not cite IH-148. CLAUDE.md: correction history is preserved so it is not re-proposed. It was re-proposed."
"DA-DEP-055","03-REGISTERS/inherited-claims.csv","IH-016","INHERITED-UNVERIFIED","the row RECORDS a published stratum-chronological claim","unchanged","the whole row","The site claim 'the rivers of eastern Afghanistan - Kabul, Kurram, Gomal - are in the Archaic stratum'. Carried here because it is the published form of what DME-017 restates, and because RA-023's site sweep will meet it."
"DA-DEP-056","03-REGISTERS/inherited-claims.csv","IH-336","INHERITED-UNVERIFIED","the row STATES the standing rule this unit tested","unchanged, and this unit is its first test","the whole row","Standing rule 1: 'Two chronological instruments (metrical stratum, book order) are reported together; neither is decisive alone.' DA-M-003 measures what happens when they ARE reported together: they do not co-vary, at a p that excludes nothing. The rule is sound and the pair is weaker than the rule implies."
"DA-DEP-057","03-REGISTERS/rigveda-pur-passages.csv","(all 103 rows)","(occurrence register, no status column)","the stratum code is carried as a DATA FIELD on every row","unchanged as data; every chronological reading OF that field falls","the address, the token and the code","MISSED BY THE ORIGINAL SCAN, which required a status column. An arnold_stratum field on every row, feeding a live forts (proposed) page. A code in a data field is not a claim, so no status changes; but these are the rows a page or a later unit reads the strata OUT of, and rigveda-pur-passages.csv is named by hand at line 27 of 04-AUDITS/domain-a-instruments.py, so the unit had it in view and still excluded it without saying so."
"DA-DEP-058","03-REGISTERS/rigveda-pur-fields.csv","(all 103 rows)","(occurrence register, no status column)","the stratum code is carried as a DATA FIELD on every row","unchanged as data; every chronological reading OF that field falls","the address, the token and the code","MISSED BY THE ORIGINAL SCAN, which required a status column. The same passages under the constitution 4j semantic fields. A code in a data field is not a claim, so no status changes; but these are the rows a page or a later unit reads the strata OUT of, and rigveda-pur-passages.csv is named by hand at line 27 of 04-AUDITS/domain-a-instruments.py, so the unit had it in view and still excluded it without saying so."
"DA-DEP-059","03-REGISTERS/rigveda-pur-family-occurrences.csv","(all 106 rows)","(occurrence register, no status column)","the stratum code is carried as a DATA FIELD on every row","unchanged as data; every chronological reading OF that field falls","the address, the token and the code","MISSED BY THE ORIGINAL SCAN, which required a status column. One row per pur- family token. A code in a data field is not a claim, so no status changes; but these are the rows a page or a later unit reads the strata OUT of, and rigveda-pur-passages.csv is named by hand at line 27 of 04-AUDITS/domain-a-instruments.py, so the unit had it in view and still excluded it without saying so."
"DA-DEP-060","03-REGISTERS/rigveda-varna-occurrences.csv","(all 23 rows)","(occurrence register, no status column)","the stratum code is carried as a DATA FIELD on every row","unchanged as data; every chronological reading OF that field falls","the address, the token and the code","MISSED BY THE ORIGINAL SCAN, which required a status column. One row per varna- token. A code in a data field is not a claim, so no status changes; but these are the rows a page or a later unit reads the strata OUT of, and rigveda-pur-passages.csv is named by hand at line 27 of 04-AUDITS/domain-a-instruments.py, so the unit had it in view and still excluded it without saying so."
