"rej_id","target","classification","p_number","line_ref","raw_token","line","source_id","retrieval_date"
"DRX-0166","CARNELIAN","REJECT-NOT-THE-STONE","P285447","1'","gug#_","_za#-gin3# gug#_ [...]","SRC-103","2026-09-08"
"DRX-0167","CARNELIAN","REJECT-NOT-THE-STONE","P214912","3","gug(ZA+GUL)","6(gesz2) la2 2(u) gug(ZA+GUL) tur","SRC-103","2026-09-08"
"DRX-0168","CARNELIAN","REJECT-NOT-THE-STONE","P229750","5","gug(|ZA#.[GUL]|)#","{na4}kiszib gug(|ZA#.[GUL]|)#","SRC-103","2026-09-08"
"DRX-0169","CARNELIAN","REJECT-NOT-THE-STONE","P229750","6","gug(|ZA#.[GUL]|)#","{na4}lagab gug(|ZA#.[GUL]|)#","SRC-103","2026-09-08"
"DRX-0170","CARNELIAN","REJECT-NOT-THE-STONE","P469699","27","gug-a","gug-a nam-nun-ni mu-ni-ib2-si-nam","SRC-103","2026-09-08"
"DRX-0171","CARNELIAN","REJECT-NOT-THE-STONE","P478977","94","gug-a-ni","gug-a-ni gug ur tur-ra-ke4 lu2 har-ra-an gig-ga-ke4","SRC-103","2026-09-08"
"DRX-0172","CARNELIAN","REJECT-NOT-THE-STONE","P141796","16'","gug-bi","3(u) 8(disz) za-bir gug-bi","SRC-103","2026-09-08"
"DRX-0173","CARNELIAN","REJECT-NOT-THE-STONE","P388043","1","gug-bi","{na4}kikken2 gug-bi [6(disz)?]","SRC-103","2026-09-08"
"DRX-0174","CARNELIAN","REJECT-NOT-THE-STONE","P105685","7","gug-ga","gug-ga nu2 dingir-re-ne","SRC-103","2026-09-08"
"DRX-0175","CARNELIAN","REJECT-NOT-THE-STONE","P461397","98","gug-ga","udu gug-ga nu2","SRC-103","2026-09-08"
"DRX-0176","CARNELIAN","REJECT-NOT-THE-STONE","P105066","11'","gug-ga-na2","giri3-se3-ga sa2-du11 siskur2 gug-ga-na2","SRC-103","2026-09-08"
"DRX-0177","CARNELIAN","REJECT-NOT-THE-STONE","P105063","5'","gug-ga-na2#","siskur# gug-ga-na2#","SRC-103","2026-09-08"
"DRX-0178","CARNELIAN","REJECT-NOT-THE-STONE","P105001","5","gug-ga-nu2","giri3-se3-ga sa2-du11 gug-ga-nu2 u3 ezem didli-me","SRC-103","2026-09-08"
"DRX-0179","CARNELIAN","REJECT-NOT-THE-STONE","P105669","23","gug-ga-nu2","1(asz) ziz2 gug-ga-nu2 {d}nusku","SRC-103","2026-09-08"
"DRX-0180","CARNELIAN","REJECT-NOT-THE-STONE","P227892","35'","gug-ga-nu2","udu gug-ga-nu2","SRC-103","2026-09-08"
"DRX-0181","CARNELIAN","REJECT-NOT-THE-STONE","P469700","84","gug-kal","gug-kal bar-sze3 mu sze-gar-ra-ka igi kalam-ma-ka na-ni-sa6","SRC-103","2026-09-08"
"DRX-0182","CARNELIAN","REJECT-NOT-THE-STONE","P480682","19'","gug-kal-la","gug-kal-la AN [...]","SRC-103","2026-09-08"
"DRX-0183","CARNELIAN","REJECT-NOT-THE-STONE","P478977","54","gug-ni","gug-ni gug ur tur-ra-ke4 du14 ga-nam mu-da-mu2","SRC-103","2026-09-08"
"DRX-0184","CARNELIAN","REJECT-NOT-THE-STONE","P285438","10","gug-zu2_","_{na4}dag#-gaz# duh-szi-a musz-gir2 babbar-dili gug gug-zu2_","SRC-103","2026-09-08"
"DRX-0185","CARNELIAN","REJECT-NOT-THE-STONE","P262629","2","gug-|KAxERIN2|-na2","gug-|KAxERIN2|-na2","SRC-103","2026-09-08"
"DRX-0186","CARNELIAN","REJECT-NOT-THE-STONE","P304821","5","gug2-gug_","_3(disz) sila3 gug2-gug_","SRC-103","2026-09-08"
"DRX-0187","CARNELIAN","REJECT-NOT-THE-STONE","P467618","18","gug?","mu gug? an-na","SRC-103","2026-09-08"
"DRX-0188","CARNELIAN","REJECT-NOT-THE-STONE","P285443","8","gug]","_{na4#}{d}lamma ku3-babbar ku3#-[sig17 gug] za-gin3 nir2 duh-szi-a_","SRC-103","2026-09-08"
"DRX-0189","CARNELIAN","REJECT-NOT-THE-STONE","P357847","5","gug_","_na4 gug_ 3(disz) 1/6(disz) _gin2 na4 gug_","SRC-103","2026-09-08"
"DRX-0190","CARNELIAN","REJECT-NOT-THE-STONE","P357847","5","gug_","_na4 gug_ 3(disz) 1/6(disz) _gin2 na4 gug_","SRC-103","2026-09-08"
"DRX-0191","CARNELIAN","REJECT-NOT-THE-STONE","P360573","4","gug_","_na4 gug_ sze2-bi4-lam","SRC-103","2026-09-08"
"DRX-0192","CARNELIAN","REJECT-NOT-THE-STONE","P390626","14","gug_","i-na wa-s,a-i-a sza _na4 gug_","SRC-103","2026-09-08"
"DRX-0193","CARNELIAN","REJECT-NOT-THE-STONE","P285444","16","gug_","_{na4}duh-szi-a gug_","SRC-103","2026-09-08"
"DRX-0194","CARNELIAN","REJECT-NOT-THE-STONE","P285444","20","gug_","_{na4}nir2# za#-gin3 gug_","SRC-103","2026-09-08"
"DRX-0195","CARNELIAN","REJECT-NOT-THE-STONE","P285444","5","gug_","{na4}asz-pu-u _duh-szi-a gug_","SRC-103","2026-09-08"
"DRX-0196","CARNELIAN","REJECT-NOT-THE-STONE","P285447","9","gug_","_dag-gaz duh-szi-a musz-gir2 babbar-dili gug_","SRC-103","2026-09-08"
"DRX-0197","CARNELIAN","REJECT-NOT-THE-STONE","P352120","7","gug_","_ku3-babbar ku3-sig17 gug_ u3 [...]","SRC-103","2026-09-08"
"DRX-0198","CARNELIAN","REJECT-NOT-THE-STONE","P273892","8","gugx(|A.ZI.ZI.A|)","gugx(|A.ZI.ZI.A|) lil2-am3 za3-bi ib2-dab6","SRC-103","2026-09-08"
"DRX-0199","CARNELIAN","REJECT-NOT-THE-STONE","P273892","9","gugx(|A.ZI.ZI.A|)-bi","gugx(|A.ZI.ZI.A|)-bi ga-bu-ni","SRC-103","2026-09-08"
"DRX-0200","CARNELIAN","REJECT-NOT-THE-STONE","P252035","8","gugx(|GUL.ZA|)","2(asz@c) gugx(|GUL.ZA|) tur-tur ad-tab@t","SRC-103","2026-09-08"
"DRX-0201","CARNELIAN","REJECT-NOT-THE-STONE","P451789","8'","i#-gug#-[...]","lib3-bi# i#-gug#-[...]","SRC-103","2026-09-08"
"DRX-0202","CARNELIAN","REJECT-NOT-THE-STONE","P395575","3","i-gug","lib3-bi i-gug [...]","SRC-103","2026-09-08"
"DRX-0203","CARNELIAN","REJECT-NOT-THE-STONE","P462890","13'","i-gug","lib3-bi i-gug [...]","SRC-103","2026-09-08"
"DRX-0204","CARNELIAN","REJECT-NOT-THE-STONE","P393994","66","i-gug#-[...]-ru#-uh","[x]-bi# i-gug#-[...]-ru#-uh ka-bat-[x]","SRC-103","2026-09-08"
"DRX-0205","CARNELIAN","REJECT-NOT-THE-STONE","P392156","10'","i-gug#-ma","[...]-a#-ti lib3-bi i-gug#-ma","SRC-103","2026-09-08"
"DRX-0206","CARNELIAN","REJECT-NOT-THE-STONE","P394061","6'","i-gug#-ma#","[...] lib3-bi i-gug#-ma# is,-s,a-ru#-uh# ka#-bat-ti","SRC-103","2026-09-08"
"DRX-0207","CARNELIAN","REJECT-NOT-THE-STONE","P345514","26'","i-gug-ma","[...] i-gug-ma","SRC-103","2026-09-08"
"DRX-0208","CARNELIAN","REJECT-NOT-THE-STONE","P393959","14'","i-gug-ma","lib3-bi i-gug-ma is,-s,a-ri-ih ka-bat-ti {lu2}szu-ut _sag-mesz_-ia","SRC-103","2026-09-08"
"DRX-0209","CARNELIAN","REJECT-NOT-THE-STONE","P422293","51","i-gug-ma","ina qe2-reb nina{ki} asz2-me-e-ma lib3-bi i-gug-ma is,-s,a-ri-ih ka-bat-ti","SRC-103","2026-09-08"
"DRX-0210","CARNELIAN","REJECT-NOT-THE-STONE","P453467","11'","i-gug-ma","i-gug-ma [{d}en-lil2-la5]","SRC-103","2026-09-08"
"DRX-0211","CARNELIAN","REJECT-NOT-THE-STONE","P462961","12'","i-gug-ma","i-gug-ma {d}en-lil2-la5","SRC-103","2026-09-08"
"DRX-0212","CARNELIAN","REJECT-NOT-THE-STONE","P462955","37","i-gug-ma","ma-hi-risz i-gug-ma","SRC-103","2026-09-08"
"DRX-0213","CARNELIAN","REJECT-NOT-THE-STONE","P462851","138","i-gug-ma","ina qe2-reb nina{ki} asz2-me-e-ma lib3-bi i-gug-ma is,-s,a-ri-ih ka-bat-ti","SRC-103","2026-09-08"
"DRX-0214","CARNELIAN","REJECT-NOT-THE-STONE","P452595","11'","i-gug-ma","[...]-a#-ti lib3-bi i-gug-ma i-s,a-ru-uh ka-bat-ti","SRC-103","2026-09-08"
"DRX-0215","CARNELIAN","REJECT-NOT-THE-STONE","P514712","64","i-gug-ma","lib3-bi i-gug-ma is,-s,a-ru-uh ka-bat-ti","SRC-103","2026-09-08"
"DRX-0216","CARNELIAN","REJECT-NOT-THE-STONE","P514713","50","i-gug-ma","an-na-a-ti lib3-bi i-gug-ma is,-s,a-ru-uh ka-bat-ti","SRC-103","2026-09-08"
"DRX-0217","CARNELIAN","REJECT-NOT-THE-STONE","P514715","128'","i-gug-ma","lib3-bi i-gug-ma is,-s,a-ru-uh ka-bat-ti","SRC-103","2026-09-08"
"DRX-0218","CARNELIAN","REJECT-NOT-THE-STONE","P424582","22'","i-gug-ma","lib3#-bi i-gug-ma is,-s,a-ru-uh ka-bat-ti","SRC-103","2026-09-08"
"DRX-0219","CARNELIAN","REJECT-NOT-THE-STONE","P392230","50","i-gug-ma#","an-na-a-ti lib3-bi i-gug-ma# [...]","SRC-103","2026-09-08"
"DRX-0220","CARNELIAN","REJECT-NOT-THE-STONE","P422684","4'","i-gug-ma#","[...]-ti# lib3-bi i-gug-ma#","SRC-103","2026-09-08"
"DRX-0221","CARNELIAN","REJECT-NOT-THE-STONE","P398254","20","im#–kal-gug#_","[2(disz)] _gin2# im#–kal-gug#_","SRC-103","2026-09-08"
"DRX-0222","CARNELIAN","REJECT-NOT-THE-STONE","P285108","18","im-kal-gug","_{u2}kur-kur {u2}masz-tab-ba im-kal-gug gazi{sar}_ {u2}kur-ka-nu-u _{szim}sal_","SRC-103","2026-09-08"
"DRX-0223","CARNELIAN","REJECT-NOT-THE-STONE","P285143","8'","im-kal-gug","[...] _gig# im-kal-gug sud2_ ina _lal3_ u _i3-[gesz?_ ...]","SRC-103","2026-09-08"
"DRX-0224","CARNELIAN","REJECT-NOT-THE-STONE","P395058","19","im-kal-gug","_DISZ ki-min im-kal-gug {gesz}erin {szim}bal# [numun {u2}si-sa2]_","SRC-103","2026-09-08"
"DRX-0225","CARNELIAN","REJECT-NOT-THE-STONE","P498964","45","im-kal-gug","_DISZ na_ su-alu rit!(DUB)-ku-su _gig im-kal-gug sud2_ ina _lal3 zu2-lum-ma_ u _i3-nun-na hi-hi_","SRC-103","2026-09-08"
"DRX-0226","CARNELIAN","REJECT-NOT-THE-STONE","P404959","39","im-kal-gug","_[{u2}]masz-tab-ba im-kal-gug gazi{sar}_","SRC-103","2026-09-08"
"DRX-0227","CARNELIAN","REJECT-NOT-THE-STONE","P285323","1'","im-kal-gug#","[... _im]-kal im-kal-gug# im#-sahar#-[kur-ra_ ...]","SRC-103","2026-09-08"
"DRX-0228","CARNELIAN","REJECT-NOT-THE-STONE","P285108","15","im-kal-gug_","_{szim}mug im-kal-gug_ ana _de3 szub gesztu-min_-szu2 _sar_ ana _sza3 gesztu-min_-szu2 _gar_-an _im-sahar-na4-kur-ra_","SRC-103","2026-09-08"
"DRX-0229","CARNELIAN","REJECT-NOT-THE-STONE","P285108","34","im-kal-gug_","_{szim}man-du gazi{sar} im-kal-gug_ 9(disz) qu5-_gi_ sza2 _gesztu-min_-szu2 ina# _[de3 {gesz}]kiszi16# sar_-szu2","SRC-103","2026-09-08"
"DRX-0230","CARNELIAN","REJECT-NOT-THE-STONE","P285449","3'","im-kal-gug_","_[na4 gar_-szu2] _gin7# im-kal-gug_","SRC-103","2026-09-08"
"DRX-0231","CARNELIAN","REJECT-NOT-THE-STONE","P394455","7'","im-kal-gug_","_[du3-du3]-bi# {szim}gur2-gur2 {szim}li {szim}szesz {gesz}erin gi du10-ga {szim}bulug gazi{sar} im-kal-gug_ ina _de3 gestu-min_-szu2 _sar_","SRC-103","2026-09-08"
"DRX-0232","CARNELIAN","REJECT-NOT-THE-STONE","P400233","31'","im-kal-gug_","_{szim}gur2-gur2 {szim}li {szim}szesz {gesz}erin gi du10-ga {szim}mug gazi{sar} im-kal-gug_","SRC-103","2026-09-08"
"DRX-0233","CARNELIAN","REJECT-NOT-THE-STONE","P393804","10","im-kal-gug_","_{szim}mug gazi{sar} im-kal-gug_ ina _de3 gesztu-min_-szu2 tu-qat#-[tar]","SRC-103","2026-09-08"
"DRX-0234","CARNELIAN","REJECT-NOT-THE-STONE","P498964","34","im-kal-gug_","_DISZ na_ ina _ka_-szu2 _usz2 buru8 {u2}nu-luh-ha im-kal-gug_ mal2-ma-lisz _sud2_ tu#-x x [x ina] _kasz sila11_","SRC-103","2026-09-08"
"DRX-0235","CARNELIAN","REJECT-NOT-THE-STONE","P348655","9","im-kal-la-gug","_DISZ na eme_-szu2 _gig im-kal-la-gug uruda sumun_ ina _i3-nun-na hi-hi_","SRC-103","2026-09-08"
"DRX-0236","CARNELIAN","REJECT-NOT-THE-STONE","P248813","5'","ma-gug","1(disz) ma-gug","SRC-103","2026-09-08"
"DRX-0237","CARNELIAN","REJECT-NOT-THE-STONE","P469674","345","na4-gug-gesz-dili","na4-gug-gesz-dili na4-za-gin3-gesz-dili-gin7 szu-ni-a hu-mu-un-gal2","SRC-103","2026-09-08"
"DRX-0238","CARNELIAN","REJECT-NOT-THE-STONE","P469674","387","na4-gug-gesz-dili","na4-gug-gesz-dili na4-za-gin3-gesz-dili-gin7 szu-ni-a hu-mu-un-gal2","SRC-103","2026-09-08"
"DRX-0239","CARNELIAN","REJECT-NOT-THE-STONE","P469674","410","na4-gug-gesz-dili","na4-gug-gesz-dili na4-za-gin3-gesz-dili-gin7 szu-ni-a hu-mu-un-gal2","SRC-103","2026-09-08"
"DRX-0240","CARNELIAN","REJECT-NOT-THE-STONE","P110494","2","nig2-gug","1(asz) nig2-gug zi3 sig15 gur","SRC-103","2026-09-08"
"DRX-0241","CARNELIAN","REJECT-NOT-THE-STONE","P118453","9","puzur4-gug","puzur4-gug","SRC-103","2026-09-08"
"DRX-0242","CARNELIAN","REJECT-NOT-THE-STONE","P282337","15","su#-gug","su#-gug = %a um-s,a-tu4","SRC-103","2026-09-08"
"DRX-0243","CARNELIAN","REJECT-NOT-THE-STONE","P282337","17","su#-gug","su#-gug = %a ka-tar-ru","SRC-103","2026-09-08"
"DRX-0244","CARNELIAN","REJECT-NOT-THE-STONE","P141241","3","szu-gu-sza3-gug","2(disz) sila3 szu-gu-sza3-gug","SRC-103","2026-09-08"
"DRX-0245","CARNELIAN","REJECT-NOT-THE-STONE","P467042","27","szu2_-[...]-gug","a-na [...]-tap#-pi szu2_-[...]-gug na4#-[x_ x] _{na4#}musz#-gir2#? {<na4}nir2> na4#-babbar-dili-mesz_","SRC-103","2026-09-08"
"DRX-0246","CARNELIAN","REJECT-NOT-THE-STONE","P282337","4'","u2#-[gug]","u2#-[gug] gal2#-la# = %a hu#-sza#-ah#-hu#","SRC-103","2026-09-08"
"DRX-0247","CARNELIAN","REJECT-NOT-THE-STONE","P349103","1","u2#-gug#","edin-ba masz2-ansze#-bi# u2#-gug# mi-ni-ib2-du11 buru5#{muszen#}-re-esz# szu# mi-ni#-ib2-hu-uz","SRC-103","2026-09-08"
"DRX-0248","CARNELIAN","REJECT-NOT-THE-STONE","P346655","5","u2-gug","nam-tar u2-gug du11-ga sza3 kur# [...]","SRC-103","2026-09-08"
"DRX-0249","CARNELIAN","REJECT-NOT-THE-STONE","P297229","5","za-gug_","_na4# za-gug_ sza ki-[x x]","SRC-103","2026-09-08"
"DRX-0250","CARNELIAN","REJECT-NOT-THE-STONE","P345354","20","{d}gug-kal-la","{d}gug-kal-la","SRC-103","2026-09-08"
"DRX-0251","CARNELIAN","REJECT-NOT-THE-STONE","P499940","162","{d}guggim","{d}guggim","SRC-103","2026-09-08"
"DRX-0252","CARNELIAN","REJECT-NOT-THE-STONE","P394104","12","{im}kal-gug","[...] ana# _i3+gesz#_ tara#-bak# _igi#-4(disz)#-gal2#-la {im}kal-gug sud2 mar_","SRC-103","2026-09-08"
"DRX-0253","CARNELIAN","REJECT-NOT-THE-STONE","P394413","22","{im}kal-gug","_DISZ kimin {im}kal-gug sud2_ ina _kasz nag_-ma _kimin_","SRC-103","2026-09-08"
"DRX-0254","CARNELIAN","REJECT-NOT-THE-STONE","P348467","11","{im}kal-gug","szi-i-pa {im}kal-gug {gesz}sze-na2-a_","SRC-103","2026-09-08"
"DRX-0255","CARNELIAN","REJECT-NOT-THE-STONE","P348465","25","{im}kal-gug_","_ka inim-ma_ bu-'-sza2-nu _dab_-su : _du3-du3-bi {im}kal-gug_ [...]","SRC-103","2026-09-08"
"DRX-0256","CARNELIAN","REJECT-NOT-THE-STONE","P404959","17","{im}kal-li-gug","_{u2}kur-kur {im}kal-li-gug ka_ tam-tim","SRC-103","2026-09-08"
"DRX-0257","CARNELIAN","REJECT-NOT-THE-STONE","P285323","40'","{{_{na4}gug_","_{na4}gug-zu2_ ta-sak3 {{_{na4}gug_ {na4}ka-pa-s,a}} ina _kasz-sag nag {na4}ad-bar numun {u2}in-nu-usz sud2 {sig2}he2-me-da_","SRC-103","2026-09-08"
"DRX-0258","DILMUN","REJECT-NOT-TOPONYM","P000207","2'","DILMUN","1(N01) , DILMUN ZAG~a#","SRC-103","2026-09-08"
"DRX-0259","DILMUN","REJECT-NOT-TOPONYM","P000247","4","DILMUN","1(N01) , DILMUN [...]","SRC-103","2026-09-08"
"DRX-0260","DILMUN","REJECT-NOT-TOPONYM","P000516","4'","DILMUN","1(N01) , 2(N57)#? DILMUN","SRC-103","2026-09-08"
"DRX-0261","DILMUN","REJECT-NOT-TOPONYM","P000519","3'","DILMUN","1(N01) , DILMUN TUN3~a","SRC-103","2026-09-08"
"DRX-0262","DILMUN","REJECT-NOT-TOPONYM","P000554","6'","DILMUN","1(N01) , DILMUN ZAG~a","SRC-103","2026-09-08"
"DRX-0263","DILMUN","REJECT-NOT-TOPONYM","P002716","2","DILMUN","3(N01) , DILMUN X X [...]","SRC-103","2026-09-08"
"DRX-0264","DILMUN","REJECT-NOT-TOPONYM","P003575","2","DILMUN","b2. , DILMUN","SRC-103","2026-09-08"
"DRX-0265","DILMUN","REJECT-NOT-TOPONYM","P003808","1","DILMUN","b1B2. 1(N57) , DILMUN","SRC-103","2026-09-08"
"DRX-0266","DILMUN","REJECT-NOT-TOPONYM","P003808","2","DILMUN","b1B2. 1(N57) , HI E2~a DILMUN NUN~a","SRC-103","2026-09-08"
"DRX-0267","DILMUN","REJECT-NOT-TOPONYM","P003811","1","DILMUN","1(N01) , TUG2~a BARA2~a DILMUN","SRC-103","2026-09-08"
"DRX-0268","DILMUN","REJECT-NOT-TOPONYM","P004132","1","DILMUN","3(N14) , DILMUN KA2~b","SRC-103","2026-09-08"
"DRX-0269","DILMUN","REJECT-NOT-TOPONYM","P005339","1","DILMUN","2(N45) 3(N14) 5(N01) , DILMUN ERIM~a","SRC-103","2026-09-08"
"DRX-0270","DILMUN","REJECT-NOT-TOPONYM","P005587","1","DILMUN","2(N01) , DILMUN ISZ~a GAL~a","SRC-103","2026-09-08"
"DRX-0271","DILMUN","REJECT-NOT-TOPONYM","P005653","2","DILMUN","[...] 1(N01) 1(N08) , DILMUN","SRC-103","2026-09-08"
"DRX-0272","DILMUN","REJECT-NOT-TOPONYM","P005687","7","DILMUN",", TUR# DILMUN","SRC-103","2026-09-08"
"DRX-0273","DILMUN","REJECT-NOT-TOPONYM","P005864","5","DILMUN","[...] , DILMUN","SRC-103","2026-09-08"
"DRX-0274","DILMUN","REJECT-NOT-TOPONYM","P005925","4","DILMUN","1(N01) , X DU AMA~b DILMUN DI","SRC-103","2026-09-08"
"DRX-0275","DILMUN","REJECT-NOT-TOPONYM","P005926","7","DILMUN","1(N01@f) , DILMUN","SRC-103","2026-09-08"
"DRX-0276","DILMUN","REJECT-NOT-TOPONYM","P005933","2","DILMUN","[...] , [...] TUR# DILMUN","SRC-103","2026-09-08"
"DRX-0277","DILMUN","REJECT-NOT-TOPONYM","P006040","2","DILMUN","1(N01) , TUN3~a DILMUN","SRC-103","2026-09-08"
"DRX-0278","DILMUN","REJECT-NOT-TOPONYM","P006051","3","DILMUN","1(N01) , TUN3~a DILMUN","SRC-103","2026-09-08"
"DRX-0279","DILMUN","REJECT-NOT-TOPONYM","P006318","1","DILMUN","a. [3(N01)] , KISZ# DILMUN","SRC-103","2026-09-08"
"DRX-0280","DILMUN","REJECT-NOT-TOPONYM","P449015","2'","DILMUN","2(N01@f) , DILMUN","SRC-103","2026-09-08"
"DRX-0281","DILMUN","REJECT-NOT-TOPONYM","P325229","1","DILMUN","a. 1(N39~a) , U4 ZATU710 DILMUN","SRC-103","2026-09-08"
"DRX-0282","DILMUN","REJECT-NOT-TOPONYM","P387487","1","DILMUN","1(N01) , DILMUN","SRC-103","2026-09-08"
"DRX-0283","DILMUN","REJECT-NOT-TOPONYM","P387531","1","DILMUN","1(N01) , DILMUN KU6~a","SRC-103","2026-09-08"
"DRX-0284","DILMUN","REJECT-NOT-TOPONYM","P387723","1","DILMUN","b2. , DILMUN","SRC-103","2026-09-08"
"DRX-0285","DILMUN","REJECT-NOT-TOPONYM","P464118","85","DILMUN","DILMUN ZAG~a","SRC-103","2026-09-08"
"DRX-0286","DILMUN","REJECT-NOT-TOPONYM","P471688","27","DILMUN","DILMUN TUN3~a","SRC-103","2026-09-08"
"DRX-0287","DILMUN","REJECT-NOT-TOPONYM","P242433","37","DILMUN","gesz DILMUN","SRC-103","2026-09-08"
"DRX-0288","DILMUN","REJECT-NOT-TOPONYM","P504412","3'","DILMUN","1(N01) , DILMUN TUN3~a","SRC-103","2026-09-08"
"DRX-0289","DILMUN","REJECT-NOT-TOPONYM","P000256","10","DILMUN#","1(N01) , DILMUN# TUN3~a#","SRC-103","2026-09-08"
"DRX-0290","DILMUN","REJECT-NOT-TOPONYM","P000288","2'","DILMUN#","1(N01) , DILMUN# TUN3~a#","SRC-103","2026-09-08"
"DRX-0291","DILMUN","REJECT-NOT-TOPONYM","P000293","1'","DILMUN#","[1(N01)] , DILMUN# TUN3~a","SRC-103","2026-09-08"
"DRX-0292","DILMUN","REJECT-NOT-TOPONYM","P000330","6'","DILMUN#","[1(N01)] , DILMUN# ZAG~a","SRC-103","2026-09-08"
"DRX-0293","DILMUN","REJECT-NOT-TOPONYM","P000557","3'","DILMUN#","1(N01) , DILMUN# [...]","SRC-103","2026-09-08"
"DRX-0294","DILMUN","REJECT-NOT-TOPONYM","P001447","1","DILMUN#","1(N14) , ERIM~a DILMUN#","SRC-103","2026-09-08"
"DRX-0295","DILMUN","REJECT-NOT-TOPONYM","P002146","2","DILMUN#","a. 1(N01) , SI DILMUN# ZATU777 [...]","SRC-103","2026-09-08"
"DRX-0296","DILMUN","REJECT-NOT-TOPONYM","P003654","4","DILMUN#","a. 2(N01)# , TUG2~a# DILMUN# ERIM~a# SU~a","SRC-103","2026-09-08"
"DRX-0297","DILMUN","REJECT-NOT-TOPONYM","P004934","1","DILMUN#","[...] 1(N14) , DILMUN# TUN3~a","SRC-103","2026-09-08"
"DRX-0298","DILMUN","REJECT-NOT-TOPONYM","P005666","3","DILMUN#","4(N01) , TUR# DILMUN#","SRC-103","2026-09-08"
"DRX-0299","DILMUN","REJECT-NOT-TOPONYM","P005787","2","DILMUN#","1(N22) 3(N01) , DILMUN# [...]","SRC-103","2026-09-08"
"DRX-0300","DILMUN","REJECT-NOT-TOPONYM","P005926","1","DILMUN#","1(N01@f) , DILMUN# GAL~a GIR2~a A#","SRC-103","2026-09-08"
"DRX-0301","DILMUN","REJECT-NOT-TOPONYM","P002085","2","DILMUN#?",", ZATU717? DILMUN#?","SRC-103","2026-09-08"
"DRX-0302","DILMUN","REJECT-NOT-TOPONYM","P005045","3","DILMUN#?","3(N01) , DILMUN#? [...]","SRC-103","2026-09-08"
"DRX-0303","DILMUN","REJECT-NOT-TOPONYM","P005948","2","DILMUN#?","[...] , [...] X DILMUN#?","SRC-103","2026-09-08"
"DRX-0304","DILMUN","REJECT-NOT-TOPONYM","P006403","8","DILMUN#?","1(N01) , DILMUN#? GU7","SRC-103","2026-09-08"
"DRX-0305","DILMUN","REJECT-NOT-TOPONYM","P240860","2","DILMUN-_ku5_","DILMUN-_ku5_","SRC-103","2026-09-08"
"DRX-0306","DILMUN","REJECT-NOT-TOPONYM","P240860","10","DILMUN-_ku5_","DILMUN-_ku5_","SRC-103","2026-09-08"
"DRX-0307","DILMUN","REJECT-NOT-TOPONYM","P242000","5","DILMUN-_ku5_","DILMUN-_ku5_","SRC-103","2026-09-08"
"DRX-0308","DILMUN","REJECT-NOT-TOPONYM","P242686","2'","DILMUN-_ku5_","DILMUN-_ku5_","SRC-103","2026-09-08"
"DRX-0309","DILMUN","REJECT-NOT-TOPONYM","P242951","3'","DILMUN-_ku5_","DILMUN-_ku5_","SRC-103","2026-09-08"
"DRX-0310","DILMUN","REJECT-NOT-TOPONYM","P242951","7'","DILMUN-_ku5_","DILMUN-_ku5_","SRC-103","2026-09-08"
"DRX-0311","DILMUN","REJECT-NOT-TOPONYM","P242997","4'","DILMUN-_ku5_","DILMUN-_ku5_","SRC-103","2026-09-08"
"DRX-0312","DILMUN","REJECT-NOT-TOPONYM","P243086","4'","DILMUN-_ku5_","DILMUN-_ku5_","SRC-103","2026-09-08"
"DRX-0313","DILMUN","REJECT-NOT-TOPONYM","P243086","3'","DILMUN-_ku5_","DILMUN-_ku5_","SRC-103","2026-09-08"
"DRX-0314","DILMUN","REJECT-NOT-TOPONYM","P243103","2'","DILMUN-_ku5_","DILMUN-_ku5_","SRC-103","2026-09-08"
"DRX-0315","DILMUN","REJECT-NOT-TOPONYM","P242452","6'","DILMUN-_kur6_","DILMUN-_kur6_","SRC-103","2026-09-08"
"DRX-0316","DILMUN","REJECT-NOT-TOPONYM","P006401","1","DILMUN?","1(N01) , PIRIG~b1 DILMUN?","SRC-103","2026-09-08"
"DRX-0317","DILMUN","REJECT-NOT-TOPONYM","P429584","1","DILMUN?","1(N45) 5(N14) , U4 LAGAB~b TE DILMUN? A EN~a DU X X","SRC-103","2026-09-08"
"DRX-0318","DILMUN","REJECT-NOT-TOPONYM","P241664","1","_an-na_-DILMUN","_masz-masz_ 2(u@c) _an-na_-DILMUN _tur-tur_","SRC-103","2026-09-08"
"DRX-0319","DILMUN","REJECT-NOT-TOPONYM","P241664","2","_an-na_-DILMUN-MAH#","4(u@c) _an-na_-DILMUN-MAH# SZUM","SRC-103","2026-09-08"
"DRX-0320","DILMUN","REJECT-NOT-TOPONYM","P242433","24","al!(DILMUN)-pad","al!(DILMUN)-pad","SRC-103","2026-09-08"
"DRX-0321","DILMUN","REJECT-NOT-TOPONYM","P020600","6'","ama-dilmunx(|SAL.HUB2|)","[n] ama-dilmunx(|SAL.HUB2|)","SRC-103","2026-09-08"
"DRX-0322","DILMUN","REJECT-NOT-TOPONYM","P216090","9","ama-dilmunx(|SAL.HUB2|)","2(ban2@c) ama-dilmunx(|SAL.HUB2|)","SRC-103","2026-09-08"
"DRX-0323","DILMUN","REJECT-NOT-TOPONYM","P212694","8","ama-dilmunx(|SAL.HUB2|)","3(disz) ama-dilmunx(|SAL.HUB2|)","SRC-103","2026-09-08"
