"claim_id","claim","evidence_status","source_id","locator","retrieval_date","supports_page","notes","interpretive_status","editorial_status","publication_status","status_reason","superseded_by"
"IH-086","Varna occurs 23 times in the Rigveda (180,196 words).","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L211","","","VERIFIED FINDING V-03 per the handoff, from gret_scan.json record 0, VELI-03. Enters here as INHERITED-UNVERIFIED. The human-applied split is marked NEEDS-CHECK; the colour/skin count done right is work item 19 and WORKLIST 1.3. Basis for rejecting R-01.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-087","In the Rigveda: sudra 1, dvija 7, candala 0, sapinda 0, mleccha 0, brahmanah 0.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L212","","","VERIFIED FINDING V-04 per the handoff, VELI-03. Enters here as INHERITED-UNVERIFIED.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-088","Jati is present in every other Sanskrit section of the 480 texts.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L213","","","VERIFIED FINDING V-05 per the handoff, from gret_scan.json, VELI-03. Enters here as INHERITED-UNVERIFIED. Raw counts per 10,000 must be labelled pre-disambiguation; work item 20 requires the jati sense-split be labelled 'identified instances' everywhere.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-089","The Mahabharata is 921,642 words; sudra occurs in Anusasana at 100 times its Drona rate; caste vocabulary is concentrated in Santi and Anusasana.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L214","","","VERIFIED FINDING V-06 per the handoff, from the MBh parallel text, VELI-03 and T1. Enters here as INHERITED-UNVERIFIED. The handoff notes convergence with Sukthankar's manuscript dating as an independent method; Sukthankar is named but not accessed (section 8 HELD register).","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-090","The GRETIL Brhadaranyaka file is 85,467 words with Sankara's commentary against ~17,091 words of text.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L215","","","VERIFIED FINDING V-07 per the handoff, GRETIL vs bu_clean.txt, VELI-03 - the contamination finding. Enters here as INHERITED-UNVERIFIED. Same finding as correction C-03.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-091","The Tirukkural has 1,330 couplets with zero occurrences of cati and zero of vetam.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L216","","","VERIFIED FINDING V-08 per the handoff, from kural_ta.txt, VELI-03 and MANIFEST - the first Tamil corpus. Enters here as INHERITED-UNVERIFIED.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-092","Vipas occurs 3 times and Rasa 10 times in the Rigveda, not 52 and 78.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L217","","","VERIFIED FINDING V-09 per the handoff, from rv_tokens.tsv, T1 and VELI-03. Enters here as INHERITED-UNVERIFIED. Corrects C-04; Parusni and Asikni are absent from the lemmatisation.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-093","Afghan rivers in the Rigveda: Kubha 2, Krumu 2, Gomati 2, Suvastu 1, all in Books 5, 8 or 10.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L218","","","VERIFIED FINDING V-10 per the handoff, from rv_tokens.tsv, T1 - the C-05 correction. Enters here as INHERITED-UNVERIFIED. Basis for rejecting R-02.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-094","Pipru and Rjisvan co-occur at 639 times expected frequency; kuyava has zero co-occurrence with barley, field or cultivation.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L219","","","VERIFIED FINDING V-11 per the handoff, from colloc.py, VELI-03. Enters here as INHERITED-UNVERIFIED. The kuyava result is the basis for rejecting R-06.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-095","Rudra's strongest collocate is medicine; Dasyu and Dasa are structurally different; Pani is economic rather than ethnic.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L220","","","VERIFIED FINDING V-12 per the handoff, from colloc.py, VELI-03. Enters here as INHERITED-UNVERIFIED.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-096","Taittiriya Samhita whole-token counts: brahmana 84, varna 34, rajanya 27, sudra 9, vaisya 8, ksatriya 6, candala 0; the fourfold ranked set co-occurs at only TS 2.5.10.1 and TS 6.2.5.3, both ritual-assignment contexts.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L221","","","VERIFIED FINDING V-13 per the handoff, from taittiriya.txt (163,264 tokens), VELI-09 section V. Enters here as INHERITED-UNVERIFIED. Satapatha counts not published (unspaced encoding) except candala-zero. VELI-03 gives TS as 166,000 words - unit basis differs, contradiction X-07.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-097","The varna-womb passage is present in Satapatha Brahmana 14 (Brhadaranyaka) and absent from the parallel Chandogya 5.10.7, so the caste application is present in one recension and not the other.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L222","","","VERIFIED FINDING V-14 per the handoff, from bu_clean.txt and ChU verified across concordant web sources, VELI-09 sections O, P, AB. Enters here as INHERITED-UNVERIFIED. The handoff is explicit that the 'accretion' label is an INFERENCE from parallel-text difference and that the page says so. Olivelle's facing-page edition was not consulted (section 8 HELD register).","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-098","Satapatha Brahmana 1.7.4.3-6 has Rudra shooting Prajapati with the Bhaga and Pusan epithets, and SB 1.4.1 has fire carried east with brahmins not yet having crossed the Sadanira.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L223","","","VERIFIED FINDING V-15 per the handoff, primary text, VELI-03 section 6. Enters here as INHERITED-UNVERIFIED.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-099","Griffith renders Rigveda 1.126.6-7 and 10.61.5-7 into Latin rather than English, and omits 10.86.16-17.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L224","","","VERIFIED FINDING V-16 per the handoff, primary text, VELI-03 section 6. Enters here as INHERITED-UNVERIFIED. A systematic check of other Griffith omissions is owed - work item 24. The owner's 'Latin verses' question (which page it refers to) is recorded as unanswered - work item 14.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-100","Manu 10.22 lists Licchavi and Dravida in the vratya list, and Manu 10.26 lists Suta, Magadha and Vaidehaka as pratilomas.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L225","","","VERIFIED FINDING V-17 per the handoff, primary text via synthesis section 22, VELI-03 section 6. Enters here as INHERITED-UNVERIFIED. Recorded as 'not yet on any page' as of 30 Aug, with a check owed whether it was built since; the concept 'A republic made a defective birth' is listed among T2's unbuilt pages.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-101","The naksatra list is at Taittiriya Samhita 4.4.10, with Rudra assigned Ardra.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L226","","","VERIFIED FINDING V-18 per the handoff, primary text, VELI-03. Enters here as INHERITED-UNVERIFIED.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-102","Asokan inscriptions do not name their own script; the Lalitavistara list (64) and the Jain list (18) postdate Asoka by ~500 years, so 'Brahmi' is a retroactive label and 'Tamil-Brahmi' is modern.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L227","","","VERIFIED FINDING V-19 per the handoff, primary lists via secondary, VELI-03 section 5. Enters here as INHERITED-UNVERIFIED - note the handoff itself records the lists as reached via secondary sources.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-103","Sanskrit lacks the phonemes l (retroflex), r (alveolar trill) and n (alveolar), which Tamil-Brahmi invented letters for.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L228","","","VERIFIED FINDING V-20 per the handoff, recorded as a linguistic fact, VELI-03. Enters here as INHERITED-UNVERIFIED.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-104","The live site's Research Index lists 127 entries under a header claiming 102.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L229","","","VERIFIED FINDING V-21 per the handoff, counted by Claude in T4. Enters here as INHERITED-UNVERIFIED. Same as correction C-34; contested in X-02, where the live site has more pages than any project file records.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-105","The atlas holds 194 site records, 315 class-windows and 14 classes, with 54 of 199 site-class rows dated from excavation reports and 145 marked assumed.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L230","","","VERIFIED FINDING V-22 per the handoff, parsed from artifact-atlas.html, VELI-02 section 6. Enters here as INHERITED-UNVERIFIED. Site count disagrees across documents - X-01. Closing the 145 assumed flags, one excavation report per row, is work item 25.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-106","78 files were shipped with SHA-256 verification (79 including rv_tokens.tsv).","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L231","","","VERIFIED FINDING V-23 per the handoff, from MANIFEST, VELI-00. Enters here as INHERITED-UNVERIFIED. MANIFEST has two internal arithmetic errors (VELI-06 C1.4) and describes the atlas as '150 sites' - work item 7 and X-01.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-107","The Gayatri is Rigveda 3.62.10, in Mandala 3, whose rsi is Visvamitra.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L232","","","VERIFIED FINDING V-24 per the handoff, standard reference, VELI-09 section T. Enters here as INHERITED-UNVERIFIED. The ksatriya-to-brahmarsi narrative is later epic/Puranic (Pargiter dated) and is kept separate on the page.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-108","The Kali Yuga epoch (17-18 February 3102 BCE) is back-calculated, and the planets were not in conjunction at that date.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L233","","","VERIFIED FINDING V-25 per the handoff, from Sen 1987 and Shukla 1987 (IAU), VELI-09 section W. Enters here as INHERITED-UNVERIFIED. The handoff records that the science is credited, no deceit is claimed, and authorship of the yuga scheme is debated.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-109","The Indus Periphery Cline is ~45-82% Iranian-farmer-related and ~11-50% AASI, and 'Iranian-related' does not mean 'from Iran'.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L239","","","PROVISIONAL FINDING P-01 per the handoff, Narasimhan et al. 2019, VELI-03 section 4. Enters here as INHERITED-UNVERIFIED. Caveat: version-pin. Reached via deck quotations and summaries, which C-13 identifies as a failure mode; supplementary tables in the section 8 HELD register.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-110","Rakhigarhi individual I6113 lacks the Steppe marker and sits on a cline with eleven Indus-Periphery outliers; the same profile appears in post-IVC Swat.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L240","","","PROVISIONAL FINDING P-02 per the handoff, Narasimhan 2019 via deck p.125 and p.32, and Shinde 2019, T1 Part 6. Enters here as INHERITED-UNVERIFIED. Shinde 2019 wording is HELD. Basis for rejecting R-09 ('the sample is ONE individual').","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-111","Steppe_MLBA is approximately two-thirds Yamnaya-related and one-third European-farmer-related, and the route loops west.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L241","","","PROVISIONAL FINDING P-03 per the handoff, Narasimhan 2019, VELI-03. Enters here as INHERITED-UNVERIFIED.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-112","AHG-related ancestry is highest in the South, higher among Dravidian speakers, and highest in SC/ST/OBC populations.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L242","","","PROVISIONAL FINDING P-04 per the handoff, published version only, VELI-03. Enters here as INHERITED-UNVERIFIED. Preprint v1 had all three clauses inverted - correction C-12. The Vellalar AHG figure is NOT OBTAINED and is on the HOLD list.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-113","The Keeladi sequence: 5,500 artefacts, then transfer, then a 982-page report in January 2023, then a May 2025 rework request, then a 114-page evaluation.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L243","","","PROVISIONAL FINDING P-05 per the handoff, secondary sources, VELI-03 section 3. Enters here as INHERITED-UNVERIFIED. Caveat: pin each step. C-41 bars any Keeladi claim in the prospectus beyond a specific inscribed mark.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-114","Ghaggar basin beginnings date to c. 5500 BCE, with Bhirrana at ~9000 BP.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L244","","","PROVISIONAL FINDING P-06 per the handoff, secondary sources, VELI-03. Enters here as INHERITED-UNVERIFIED. Marked CONTESTED with an instruction to name the contest; under R-23 'contested' is not itself a verdict.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-115","Eastern Indo-Aryan is structurally closer to Munda, indicating language shift rather than population replacement.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L245","","","PROVISIONAL FINDING P-07 per the handoff, Peterson 2017b and 2022, Ivani 2020, VELI-09 section B. Enters here as INHERITED-UNVERIFIED.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-116","The Asokan edicts are in Middle Indo-Aryan; the Prakrits were vernacular and Sanskrit liturgical.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L246","","","PROVISIONAL FINDING P-08 per the handoff, Cathcart 2020 and Hutchinson 2026, VELI-09 section B. Enters here as INHERITED-UNVERIFIED.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-117","Proto-Dravidian is approximately 4,500 years old.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L247","","","PROVISIONAL FINDING P-09 per the handoff, Kolipakam, Jordan & Dunn 2018, VELI-09 section B. Enters here as INHERITED-UNVERIFIED. The handoff marks the venue STRONG.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-118","Dravidian is the strongest single contender for the Indus language but is not proven; the pilu thread is part of the case.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L248","","","PROVISIONAL FINDING P-10 per the handoff, Mukhopadhyay 2021, Krishnamurti 2003, Parpola 1994, VELI-09 section B. Enters here as INHERITED-UNVERIFIED. The 'Witzel keeps the question open' claim is HELD under C-18. Corresponding hypothesis H-02; the handoff states public copy stays at this position.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-119","Munda language arrives around 2000 BCE while O-M95 ancestry is ancient in India, and the incoming was male-biased.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L249","","","PROVISIONAL FINDING P-11 per the handoff, Rau 2019, Kumar 2007, Chaubey 2010, Tatte 2018, VELI-09 section C. Enters here as INHERITED-UNVERIFIED. Caveat: the ancestry-is-not-language rule applies.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-120","Dharmasastra shows intent to control mobility; caste was produced by legal rules; penalties were differential.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L250","","","PROVISIONAL FINDING P-12 per the handoff, Aktor 2018 and Davis 2020/2022/2024, VELI-09 section A. Enters here as INHERITED-UNVERIFIED. The handoff marks these STRONG sources and records that Babu and the MDPI preprint were demoted under C-26/R-20.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-121","The Purusa-sukta is a late interpolation.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L251","","","PROVISIONAL FINDING P-13 per the handoff, Alanzi 2022, Kumar & Choudhury 2021, and Ambedkar, VELI-09 section A. Enters here as INHERITED-UNVERIFIED. Caveat recorded: mixed-strength sources - Kumar & Choudhury is among the sources demoted under C-26.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-122","The Elamo-Dravidian convergence case rests on McAlpin 1974 and Pathak 2024, not on Sequeira or Narayan.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L252","","","PROVISIONAL FINDING P-14 per the handoff, VELI-09 sections J and K. Enters here as INHERITED-UNVERIFIED. Pathak funding UNVERIFIED - work item 39. Corresponding hypothesis H-12.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-123","Sequeira's Koraga 2024/25 paper is peer-reviewed in EJHG; its funding is unknown.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L253","","","PROVISIONAL FINDING P-15 per the handoff, VELI-09 section K. Enters here as INHERITED-UNVERIFIED. SUPERSEDES the batch-5 'cite as preprint' status (S-09). The handoff instructs: do not guess funding - work item 39.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-124","Baghor I is a proposed Palaeolithic shrine with contextual dating c. 9000-8000 BCE and no directly datable material at the feature.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L254","","","PROVISIONAL FINDING P-16 per the handoff, Kenoyer et al. 1983, VELI-09 sections E and AB. Enters here as INHERITED-UNVERIFIED. The before-the-indus headline was downgraded from '20,000 years older than the Vedas' under C-31/R-19.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-125","Mesolithic Ganges cemeteries at Damdama and Mahadaha contain solar-aligned graves.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L255","","","PROVISIONAL FINDING P-17 per the handoff, Chattopadhyaya 1996, VELI-09 section E. Enters here as INHERITED-UNVERIFIED. Absolute dates OPEN - work item 33, which PENDING-RULE 19 makes a gate for publishing contested deep-history claims.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-126","Ashmounds date to ~3000 BCE in the South Deccan, including Maski and Kupgal.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L256","","","PROVISIONAL FINDING P-18 per the handoff, Fuller 2007, Bauer 2015, Boivin 2004, VELI-09 sections F and N. Enters here as INHERITED-UNVERIFIED. Global uniqueness OPEN - work item 33.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-127","Gotra genetics: Y-chromosome lineages are village-specific at 79% while mtDNA is diverse, indicating patrilocality; endogamous stratification at 4-6 kya predates varna; ~81% of Y-lineages in Tamil Nadu are autochthonous.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L257","","","PROVISIONAL FINDING P-19 per the handoff, Pemberton 2012 and ArunKumar 2012 with its 2013 correction, VELI-09 section Y. Enters here as INHERITED-UNVERIFIED. Caveat: Pemberton covers one Gujarati gol and is not generalisable.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-128","The Vedda show a deep Indian-tribal genetic link with drift and isolation, and their language was lost within living memory.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L258","","","PROVISIONAL FINDING P-20 per the handoff, Welikala 2024 and Weerasekara 2020, VELI-09 sections J and AB. Enters here as INHERITED-UNVERIFIED. The handoff records that 'first' and the language classification are NOT supported and the page was qualified under C-31/R-19.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-129","Bronkhorst's Greater Magadha (2007) thesis is a live position.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L259","","","PROVISIONAL FINDING P-21 per the handoff, VELI-03 and VELI-09 section M. Enters here as INHERITED-UNVERIFIED. Marked CONTESTED but respected; now on the-eastern-tradition.html. Supports hypothesis H-07.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-130","Xwedodah (close-kin marriage) was praised in Zoroastrian Iran, which breaks the claim that Indo-European kinship is inherently exogamous.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L260","","","PROVISIONAL FINDING P-22 per the handoff, secondary sources, VELI-03. Enters here as INHERITED-UNVERIFIED.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-131","Desset's 2022 Linear Elamite reading contains no Meluhha and no Indus reference.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L261","","","PROVISIONAL FINDING P-23 per the handoff, VELI-03 section 5. Enters here as INHERITED-UNVERIFIED. The decipherment itself is CONTESTED; the handoff notes the negative result matters.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-132","Achaemenid chronology: Ionia from 547/546, Gandhara and Hindush from c. 518, Scylax c. 515, Indian contingents at 480-479 (Herodotus 7.65, 9.31).","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L262","","","PROVISIONAL FINDING P-24 per the handoff, Herodotus and royal inscriptions, T1. Enters here as INHERITED-UNVERIFIED. Herodotus is cited by locus; the royal inscriptions are not cited by locus and are in the section 8 HELD register. Basis of the C-19 correction.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-133","Digital Museums Canada requires an applicant to have one year of legal existence at submission.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L263","","","PROVISIONAL FINDING P-25 per the handoff, DMC guidelines via web search in T5, recorded in VELI-13 Part B. Enters here as INHERITED-UNVERIFIED. Caveat: guidelines for the 2027 cycle are to be re-verified in autumn 2027 - work item 45. Basis of correction C-39 and supersession S-11.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-134","The live-site Danino page mischaracterises the March 2026 Supreme Court order.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L264","","","PROVISIONAL FINDING P-26 per the handoff, T4 web search only. Enters here as INHERITED-UNVERIFIED. Status HELD until the order is read - correction C-35, work item 29, section 8 HELD register.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-135","Brahui, Kurukh and Malto are a relict distribution reflecting early Dravidian in the northwest.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L270","","","HYPOTHESIS H-01 per the handoff, live. For: Kuiper, Southworth and Krishnamurti place early Dravidian in the NW; Tulu-Brahui affinity at deck p.317; language islands are ordinary. Against: Elfenbein's c. 1000 CE migration. Standing: both live, with late-migration carrying the heavier undischarged burden - the C-16 6.3 correction, which REJECTED presenting late migration as the correction (R-10).","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-136","The Indus language was Dravidian.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L271","","","HYPOTHESIS H-02 per the handoff, live. For: the pilu loan, aDNA continuity to modern South Indians, Krishnamurti and Parpola. Against: the script is undeciphered, Masica's 'Language X', no bilingual. Standing: strongest single contender, NOT proven; the handoff states public copy stays at this position.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-137","Para-Munda or a prefixing substrate was the Indus language or the earliest Rigvedic substrate.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L272","","","HYPOTHESIS H-03 per the handoff, live but demoted. For: prefixing morphology in early Indo-Aryan is a real observation. Against: it is an unattested reconstruction, the ka-/ki-/ku- segmentation is disputed, Munda is attested only east and central so the geography gate is unmet in the NW, and the proponent reportedly now keeps the question open (HELD). Standing: a brief historical note, not equal space (C-17); all Witzel claims HELD (C-18).","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-138","Post-urban Indus settlement moved east tracking a weakening monsoon.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L273","","","HYPOTHESIS H-04 per the handoff. For: correlation. Against: causation is undocumented and no single cause is settled for the decline (VELI-03 section 3 debrahminize note). Standing: INFERENCE, and the handoff requires it be labelled as such.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-139","The yal was abandoned because a harp string cannot bend (gamaka).","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L274","","","HYPOTHESIS H-05 per the handoff. For: the mechanism, with the Burmese saung-gauk as a control. Against: nobody wrote down why. Standing: INFERENCE, labelled.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-140","Steppe movement was linked to second-millennium aridization.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L275","","","HYPOTHESIS H-06 per the handoff. For: widely held. Against: unproven. Standing: INFERENCE.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-141","Sramana traditions represent a pre-Vedic indigenous belief complex.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L276","","","HYPOTHESIS H-07 per the handoff. For: the Asokan samana/bamhana pairing, Bronkhorst's Greater Magadha, and the owner frame HD-08. Against: Indus-sramana continuity specifically is not demonstrable, and the owner instructed it not be re-litigated. Standing: frame, not copy - public copy says sramana opposed brahmanism, not 'Hinduism' (WORKLIST 2.1).","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-142","Megalithic graffiti continue Indus signs (Mahadevan).","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L277","","","HYPOTHESIS H-08 per the handoff. For: sign continuities. Against: the graffiti may not be writing, and critics are to be named. Standing: CONTESTED, to be covered as a claim rather than asserted.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-143","Dravidian was present across much of India before ~1500 BCE.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L278","","","HYPOTHESIS H-09 per the handoff. For: Ali et al. 2014 (genetics) repeating a linguistic date. Against: PENDING-RULE 16 requires citing the linguists rather than the geneticists, and the Ali team-standing search was never run (C-25). Standing: PROVISIONAL at best, with a source-discipline gap - work item 30.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-144","Para-Munda and Dravidian continuity are held to different evidential standards in the citation record ('Who gets to be speculative').","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L279","","","HYPOTHESIS H-10 per the handoff. For: plausible, from T1 Part 6.4. Against: no citation history was assembled, and it would need a bibliometric method rather than an assertion. Standing: unexecuted (C-25); the page must not be built until the record is compiled - on the HOLD list, work item 41.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-145","Early texts show varna mobility (sudra upanayana; 'conduct not birth').","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L280","","","HYPOTHESIS H-11 per the handoff. For: Quora and wisdomlib only. Against: no primary or peer-reviewed source located. Standing: do not assert (VELI-09 section P) - work item 36 requires primary sources or dropping the lead.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-146","There is an Elamo-Dravidian relationship.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L281","","","HYPOTHESIS H-12 per the handoff. For: McAlpin 1974 in Language, and Pathak 2024. Against: respected but contested; Pathak funding unverified; Narayan is fringe-adjacent. Standing: live; the-deep-root.html marks sources.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-147","REJECTED by the handoff: 'No caste word in the Vedas'. Replacement: Varna present; jati absent.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L287","","","REJECTED row R-01. Rejected by: the count. Arises from C-01. Under CLAUDE.md a REJECTED row is never deleted and the reasoning stays visible so it is not re-proposed; the rejection itself enters as INHERITED-UNVERIFIED.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-148","REJECTED by the handoff: 'The corpus knows Afghanistan before it knows the Ganges' (Archaic-stratum reading). Replacement: Afghan rivers in Books 5/8/10; the Rigvedic world is Indus plus Sarasvati.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L288","","","REJECTED row R-02. Rejected by: the by-book count. Arises from C-05, the stratification overreach named in the Rules message. Under CLAUDE.md a REJECTED row is never deleted and the reasoning stays visible so it is not re-proposed; the rejection itself enters as INHERITED-UNVERIFIED.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
