"join_id","claim_id","register","source_id","source_ordinal_in_cell","evidence_role","locator","locator_basis","independence_group","notes"
"CS-01163","DE-CAND-285","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-059","2","PRIMARY-SOURCE","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-285","row-reference-only","IG-041",""
"CS-01164","DE-CAND-285","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-022","3","ANALYTICAL-LAYER","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-285","row-reference-only","IG-041",""
"CS-01165","DE-CAND-285","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-023","4","ANALYTICAL-LAYER","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-285","row-reference-only","IG-041",""
"CS-01166","DE-CAND-286","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-065","1","REFERENCE-WORK-DERIVATIVE","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-286","row-reference-only","IG-066",""
"CS-01167","DE-CAND-286","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-059","2","PRIMARY-SOURCE","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-286","row-reference-only","IG-041",""
"CS-01168","DE-CAND-286","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-022","3","ANALYTICAL-LAYER","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-286","row-reference-only","IG-041",""
"CS-01169","DE-CAND-286","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-023","4","ANALYTICAL-LAYER","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-286","row-reference-only","IG-041",""
"CS-01170","DE-CAND-287","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-065","1","REFERENCE-WORK-DERIVATIVE","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-287","row-reference-only","IG-066",""
"CS-01171","DE-CAND-287","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-059","2","PRIMARY-SOURCE","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-287","row-reference-only","IG-041",""
"CS-01172","DE-CAND-287","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-022","3","ANALYTICAL-LAYER","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-287","row-reference-only","IG-041",""
"CS-01173","DE-CAND-287","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-023","4","ANALYTICAL-LAYER","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-287","row-reference-only","IG-041",""
"CS-01174","DE-CAND-288","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-065","1","REFERENCE-WORK-DERIVATIVE","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-288","row-reference-only","IG-066",""
"CS-01175","DE-CAND-288","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-059","2","PRIMARY-SOURCE","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-288","row-reference-only","IG-041",""
"CS-01176","DE-CAND-288","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-022","3","ANALYTICAL-LAYER","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-288","row-reference-only","IG-041",""
"CS-01177","DE-CAND-288","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-023","4","ANALYTICAL-LAYER","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-288","row-reference-only","IG-041",""
"CS-01178","DE-CAND-289","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-065","1","REFERENCE-WORK-DERIVATIVE","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-289","row-reference-only","IG-066",""
"CS-01179","DE-CAND-289","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-059","2","PRIMARY-SOURCE","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-289","row-reference-only","IG-041",""
"CS-01180","DE-CAND-289","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-022","3","ANALYTICAL-LAYER","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-289","row-reference-only","IG-041",""
"CS-01181","DE-CAND-289","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-023","4","ANALYTICAL-LAYER","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-289","row-reference-only","IG-041",""
"CS-01182","DME-001","03-REGISTERS/domain-e-claims.csv","SRC-047","1","PRIMARY-SOURCE","git rev-parse HEAD; sha256sum; 04-AUDITS/rv-token-extract.py output line count","row-locator","IG-041",""
"CS-01183","DME-002","03-REGISTERS/domain-e-claims.csv","SRC-019","1","PRIMARY-SOURCE","04-AUDITS/rv-retroflex-classify.py, 04-AUDITS/rv-retroflex-aggregate.py, field ""lemma"" over rv_tokens_vedaweb.tsv","row-locator","IG-041",""
"CS-01184","DME-002","03-REGISTERS/domain-e-claims.csv","SRC-022","2","ANALYTICAL-LAYER","04-AUDITS/rv-retroflex-classify.py, 04-AUDITS/rv-retroflex-aggregate.py, field ""lemma"" over rv_tokens_vedaweb.tsv","row-locator","IG-041",""
"CS-01185","DME-002","03-REGISTERS/domain-e-claims.csv","SRC-023","3","ANALYTICAL-LAYER","04-AUDITS/rv-retroflex-classify.py, 04-AUDITS/rv-retroflex-aggregate.py, field ""lemma"" over rv_tokens_vedaweb.tsv","row-locator","IG-041",""
"CS-01186","DME-002","03-REGISTERS/domain-e-claims.csv","SRC-047","4","PRIMARY-SOURCE","04-AUDITS/rv-retroflex-classify.py, 04-AUDITS/rv-retroflex-aggregate.py, field ""lemma"" over rv_tokens_vedaweb.tsv","row-locator","IG-041",""
"CS-01187","DME-003","03-REGISTERS/domain-e-claims.csv","SRC-019","1","PRIMARY-SOURCE","04-AUDITS/rv-retroflex-classify.py, output rv_retroflex-segments.tsv, one row per retroflex segment with its rule","row-locator","IG-041",""
"CS-01188","DME-003","03-REGISTERS/domain-e-claims.csv","SRC-022","2","ANALYTICAL-LAYER","04-AUDITS/rv-retroflex-classify.py, output rv_retroflex-segments.tsv, one row per retroflex segment with its rule","row-locator","IG-041",""
"CS-01189","DME-003","03-REGISTERS/domain-e-claims.csv","SRC-023","3","ANALYTICAL-LAYER","04-AUDITS/rv-retroflex-classify.py, output rv_retroflex-segments.tsv, one row per retroflex segment with its rule","row-locator","IG-041",""
"CS-01190","DME-003","03-REGISTERS/domain-e-claims.csv","SRC-047","4","PRIMARY-SOURCE","04-AUDITS/rv-retroflex-classify.py, output rv_retroflex-segments.tsv, one row per retroflex segment with its rule","row-locator","IG-041",""
"CS-01191","DME-004","03-REGISTERS/domain-e-claims.csv","SRC-019","1","PRIMARY-SOURCE","rv_retroflex-lemmas.tsv, column ""category"" = UNCONDITIONED; listed individually in 03-REGISTERS/domain-e-retroflex-residue.csv","row-locator","IG-041",""
"CS-01192","DME-004","03-REGISTERS/domain-e-claims.csv","SRC-022","2","ANALYTICAL-LAYER","rv_retroflex-lemmas.tsv, column ""category"" = UNCONDITIONED; listed individually in 03-REGISTERS/domain-e-retroflex-residue.csv","row-locator","IG-041",""
"CS-01193","DME-004","03-REGISTERS/domain-e-claims.csv","SRC-023","3","ANALYTICAL-LAYER","rv_retroflex-lemmas.tsv, column ""category"" = UNCONDITIONED; listed individually in 03-REGISTERS/domain-e-retroflex-residue.csv","row-locator","IG-041",""
"CS-01194","DME-004","03-REGISTERS/domain-e-claims.csv","SRC-047","4","PRIMARY-SOURCE","rv_retroflex-lemmas.tsv, column ""category"" = UNCONDITIONED; listed individually in 03-REGISTERS/domain-e-retroflex-residue.csv","row-locator","IG-041",""
"CS-01195","DME-005","03-REGISTERS/domain-e-claims.csv","SRC-019","1","PRIMARY-SOURCE","rv_retroflex-lemmas.tsv, category counts in rv_retroflex-summary.json","row-locator","IG-041",""
"CS-01196","DME-005","03-REGISTERS/domain-e-claims.csv","SRC-022","2","ANALYTICAL-LAYER","rv_retroflex-lemmas.tsv, category counts in rv_retroflex-summary.json","row-locator","IG-041",""
"CS-01197","DME-005","03-REGISTERS/domain-e-claims.csv","SRC-023","3","ANALYTICAL-LAYER","rv_retroflex-lemmas.tsv, category counts in rv_retroflex-summary.json","row-locator","IG-041",""
"CS-01198","DME-005","03-REGISTERS/domain-e-claims.csv","SRC-047","4","PRIMARY-SOURCE","rv_retroflex-lemmas.tsv, category counts in rv_retroflex-summary.json","row-locator","IG-041",""
"CS-01199","DME-006","03-REGISTERS/domain-e-claims.csv","SRC-019","1","PRIMARY-SOURCE","rv_retroflex-segments.tsv grouped by (phoneme, verdict, rule)","row-locator","IG-041",""
"CS-01200","DME-006","03-REGISTERS/domain-e-claims.csv","SRC-022","2","ANALYTICAL-LAYER","rv_retroflex-segments.tsv grouped by (phoneme, verdict, rule)","row-locator","IG-041",""
"CS-01201","DME-006","03-REGISTERS/domain-e-claims.csv","SRC-023","3","ANALYTICAL-LAYER","rv_retroflex-segments.tsv grouped by (phoneme, verdict, rule)","row-locator","IG-041",""
"CS-01202","DME-006","03-REGISTERS/domain-e-claims.csv","SRC-047","4","PRIMARY-SOURCE","rv_retroflex-segments.tsv grouped by (phoneme, verdict, rule)","row-locator","IG-041",""
"CS-01203","DME-007","03-REGISTERS/domain-e-claims.csv","SRC-019","1","PRIMARY-SOURCE","rv_retroflex-lemmas.tsv, first element of the ""segments"" field, over all 10,031 lemmas","row-locator","IG-041",""
"CS-01204","DME-007","03-REGISTERS/domain-e-claims.csv","SRC-022","2","ANALYTICAL-LAYER","rv_retroflex-lemmas.tsv, first element of the ""segments"" field, over all 10,031 lemmas","row-locator","IG-041",""
"CS-01205","DME-007","03-REGISTERS/domain-e-claims.csv","SRC-023","3","ANALYTICAL-LAYER","rv_retroflex-lemmas.tsv, first element of the ""segments"" field, over all 10,031 lemmas","row-locator","IG-041",""
"CS-01206","DME-007","03-REGISTERS/domain-e-claims.csv","SRC-047","4","PRIMARY-SOURCE","rv_retroflex-lemmas.tsv, first element of the ""segments"" field, over all 10,031 lemmas","row-locator","IG-041",""
"CS-01207","DME-008","03-REGISTERS/domain-e-claims.csv","SRC-019","1","PRIMARY-SOURCE","04-AUDITS/rv-retroflex-aggregate.py, ""type level"" table; 8,449 lemmas with a single majority stratum, 1,582 tied and excluded","row-locator","IG-041",""
"CS-01208","DME-008","03-REGISTERS/domain-e-claims.csv","SRC-022","2","ANALYTICAL-LAYER","04-AUDITS/rv-retroflex-aggregate.py, ""type level"" table; 8,449 lemmas with a single majority stratum, 1,582 tied and excluded","row-locator","IG-041",""
"CS-01209","DME-008","03-REGISTERS/domain-e-claims.csv","SRC-023","3","ANALYTICAL-LAYER","04-AUDITS/rv-retroflex-aggregate.py, ""type level"" table; 8,449 lemmas with a single majority stratum, 1,582 tied and excluded","row-locator","IG-041",""
"CS-01210","DME-008","03-REGISTERS/domain-e-claims.csv","SRC-047","4","PRIMARY-SOURCE","04-AUDITS/rv-retroflex-aggregate.py, ""type level"" table; 8,449 lemmas with a single majority stratum, 1,582 tied and excluded","row-locator","IG-041",""
"CS-01211","DME-008","03-REGISTERS/domain-e-claims.csv","SRC-026","5","PRIMARY-SOURCE","04-AUDITS/rv-retroflex-aggregate.py, ""type level"" table; 8,449 lemmas with a single majority stratum, 1,582 tied and excluded","row-locator","IG-041",""
"CS-01212","DME-009","03-REGISTERS/domain-e-claims.csv","SRC-019","1","PRIMARY-SOURCE","04-AUDITS/rv-retroflex-aggregate.py, ""token level, by Arnold stratum""","row-locator","IG-041",""
"CS-01213","DME-009","03-REGISTERS/domain-e-claims.csv","SRC-022","2","ANALYTICAL-LAYER","04-AUDITS/rv-retroflex-aggregate.py, ""token level, by Arnold stratum""","row-locator","IG-041",""
"CS-01214","DME-009","03-REGISTERS/domain-e-claims.csv","SRC-023","3","ANALYTICAL-LAYER","04-AUDITS/rv-retroflex-aggregate.py, ""token level, by Arnold stratum""","row-locator","IG-041",""
"CS-01215","DME-009","03-REGISTERS/domain-e-claims.csv","SRC-047","4","PRIMARY-SOURCE","04-AUDITS/rv-retroflex-aggregate.py, ""token level, by Arnold stratum""","row-locator","IG-041",""
"CS-01216","DME-009","03-REGISTERS/domain-e-claims.csv","SRC-026","5","PRIMARY-SOURCE","04-AUDITS/rv-retroflex-aggregate.py, ""token level, by Arnold stratum""","row-locator","IG-041",""
"CS-01217","DME-010","03-REGISTERS/domain-e-claims.csv","SRC-019","1","PRIMARY-SOURCE","04-AUDITS/rv-retroflex-aggregate.py plus the trend computation recorded in 04-AUDITS/domain-e-method.md §5","row-locator","IG-041",""
"CS-01218","DME-010","03-REGISTERS/domain-e-claims.csv","SRC-022","2","ANALYTICAL-LAYER","04-AUDITS/rv-retroflex-aggregate.py plus the trend computation recorded in 04-AUDITS/domain-e-method.md §5","row-locator","IG-041",""
"CS-01219","DME-010","03-REGISTERS/domain-e-claims.csv","SRC-023","3","ANALYTICAL-LAYER","04-AUDITS/rv-retroflex-aggregate.py plus the trend computation recorded in 04-AUDITS/domain-e-method.md §5","row-locator","IG-041",""
"CS-01220","DME-010","03-REGISTERS/domain-e-claims.csv","SRC-047","4","PRIMARY-SOURCE","04-AUDITS/rv-retroflex-aggregate.py plus the trend computation recorded in 04-AUDITS/domain-e-method.md §5","row-locator","IG-041",""
"CS-01221","DME-010","03-REGISTERS/domain-e-claims.csv","SRC-026","5","PRIMARY-SOURCE","04-AUDITS/rv-retroflex-aggregate.py plus the trend computation recorded in 04-AUDITS/domain-e-method.md §5","row-locator","IG-041",""
"CS-01222","DME-011","03-REGISTERS/domain-e-claims.csv","SRC-019","1","PRIMARY-SOURCE","04-AUDITS/rv-retroflex-aggregate.py, ""token level, by book""","row-locator","IG-041",""
"CS-01223","DME-011","03-REGISTERS/domain-e-claims.csv","SRC-022","2","ANALYTICAL-LAYER","04-AUDITS/rv-retroflex-aggregate.py, ""token level, by book""","row-locator","IG-041",""
"CS-01224","DME-011","03-REGISTERS/domain-e-claims.csv","SRC-023","3","ANALYTICAL-LAYER","04-AUDITS/rv-retroflex-aggregate.py, ""token level, by book""","row-locator","IG-041",""
"CS-01225","DME-011","03-REGISTERS/domain-e-claims.csv","SRC-047","4","PRIMARY-SOURCE","04-AUDITS/rv-retroflex-aggregate.py, ""token level, by book""","row-locator","IG-041",""
"CS-01226","DME-012","03-REGISTERS/domain-e-claims.csv","SRC-019","1","PRIMARY-SOURCE","04-AUDITS/rv-retroflex-aggregate.py, ""lemmas confined to one part of the corpus""","row-locator","IG-041",""
"CS-01227","DME-012","03-REGISTERS/domain-e-claims.csv","SRC-022","2","ANALYTICAL-LAYER","04-AUDITS/rv-retroflex-aggregate.py, ""lemmas confined to one part of the corpus""","row-locator","IG-041",""
"CS-01228","DME-012","03-REGISTERS/domain-e-claims.csv","SRC-023","3","ANALYTICAL-LAYER","04-AUDITS/rv-retroflex-aggregate.py, ""lemmas confined to one part of the corpus""","row-locator","IG-041",""
"CS-01229","DME-012","03-REGISTERS/domain-e-claims.csv","SRC-047","4","PRIMARY-SOURCE","04-AUDITS/rv-retroflex-aggregate.py, ""lemmas confined to one part of the corpus""","row-locator","IG-041",""
"CS-01230","DME-013","03-REGISTERS/domain-e-claims.csv","SRC-019","1","PRIMARY-SOURCE","04-AUDITS/rv-retroflex-aggregate.py, sub-typology table; per-lemma in 03-REGISTERS/domain-e-retroflex-residue.csv column formal_class","row-locator","IG-041",""
"CS-01231","DME-013","03-REGISTERS/domain-e-claims.csv","SRC-022","2","ANALYTICAL-LAYER","04-AUDITS/rv-retroflex-aggregate.py, sub-typology table; per-lemma in 03-REGISTERS/domain-e-retroflex-residue.csv column formal_class","row-locator","IG-041",""
"CS-01232","DME-013","03-REGISTERS/domain-e-claims.csv","SRC-023","3","ANALYTICAL-LAYER","04-AUDITS/rv-retroflex-aggregate.py, sub-typology table; per-lemma in 03-REGISTERS/domain-e-retroflex-residue.csv column formal_class","row-locator","IG-041",""
"CS-01233","DME-013","03-REGISTERS/domain-e-claims.csv","SRC-047","4","PRIMARY-SOURCE","04-AUDITS/rv-retroflex-aggregate.py, sub-typology table; per-lemma in 03-REGISTERS/domain-e-retroflex-residue.csv column formal_class","row-locator","IG-041",""
"CS-01234","DME-014","03-REGISTERS/domain-e-claims.csv","SRC-019","1","PRIMARY-SOURCE","03-REGISTERS/domain-e-retroflex-residue.csv RES-003 and the táṣṭar- row; Zurich lemma and Grassmann gloss ""Zimmermann, Werkmeister""","row-locator","IG-041",""
"CS-01235","DME-014","03-REGISTERS/domain-e-claims.csv","SRC-022","2","ANALYTICAL-LAYER","03-REGISTERS/domain-e-retroflex-residue.csv RES-003 and the táṣṭar- row; Zurich lemma and Grassmann gloss ""Zimmermann, Werkmeister""","row-locator","IG-041",""
"CS-01236","DME-014","03-REGISTERS/domain-e-claims.csv","SRC-023","3","ANALYTICAL-LAYER","03-REGISTERS/domain-e-retroflex-residue.csv RES-003 and the táṣṭar- row; Zurich lemma and Grassmann gloss ""Zimmermann, Werkmeister""","row-locator","IG-041",""
"CS-01237","DME-014","03-REGISTERS/domain-e-claims.csv","SRC-047","4","PRIMARY-SOURCE","03-REGISTERS/domain-e-retroflex-residue.csv RES-003 and the táṣṭar- row; Zurich lemma and Grassmann gloss ""Zimmermann, Werkmeister""","row-locator","IG-041",""
"CS-01238","DME-015","03-REGISTERS/domain-e-claims.csv","SRC-019","1","PRIMARY-SOURCE","04-AUDITS/rv-hydronym-census.py; occurrence rows in 03-REGISTERS/domain-e-hydronyms.csv","row-locator","IG-041",""
"CS-01239","DME-015","03-REGISTERS/domain-e-claims.csv","SRC-022","2","ANALYTICAL-LAYER","04-AUDITS/rv-hydronym-census.py; occurrence rows in 03-REGISTERS/domain-e-hydronyms.csv","row-locator","IG-041",""
"CS-01240","DME-015","03-REGISTERS/domain-e-claims.csv","SRC-023","3","ANALYTICAL-LAYER","04-AUDITS/rv-hydronym-census.py; occurrence rows in 03-REGISTERS/domain-e-hydronyms.csv","row-locator","IG-041",""
"CS-01241","DME-015","03-REGISTERS/domain-e-claims.csv","SRC-047","4","PRIMARY-SOURCE","04-AUDITS/rv-hydronym-census.py; occurrence rows in 03-REGISTERS/domain-e-hydronyms.csv","row-locator","IG-041",""
"CS-01242","DME-016","03-REGISTERS/domain-e-claims.csv","SRC-019","1","PRIMARY-SOURCE","03-REGISTERS/domain-e-hydronyms.csv, occurrences with stanza prefix 10.075 compared against the rest","row-locator","IG-041",""
"CS-01243","DME-016","03-REGISTERS/domain-e-claims.csv","SRC-022","2","ANALYTICAL-LAYER","03-REGISTERS/domain-e-hydronyms.csv, occurrences with stanza prefix 10.075 compared against the rest","row-locator","IG-041",""
"CS-01244","DME-016","03-REGISTERS/domain-e-claims.csv","SRC-023","3","ANALYTICAL-LAYER","03-REGISTERS/domain-e-hydronyms.csv, occurrences with stanza prefix 10.075 compared against the rest","row-locator","IG-041",""
"CS-01245","DME-016","03-REGISTERS/domain-e-claims.csv","SRC-047","4","PRIMARY-SOURCE","03-REGISTERS/domain-e-hydronyms.csv, occurrences with stanza prefix 10.075 compared against the rest","row-locator","IG-041",""
"CS-01246","DME-017","03-REGISTERS/domain-e-claims.csv","SRC-019","1","PRIMARY-SOURCE","03-REGISTERS/domain-e-hydronyms.csv rows for those stanzas, arnold_stratum_code A","row-locator","IG-041",""
"CS-01247","DME-017","03-REGISTERS/domain-e-claims.csv","SRC-022","2","ANALYTICAL-LAYER","03-REGISTERS/domain-e-hydronyms.csv rows for those stanzas, arnold_stratum_code A","row-locator","IG-041",""
"CS-01248","DME-017","03-REGISTERS/domain-e-claims.csv","SRC-023","3","ANALYTICAL-LAYER","03-REGISTERS/domain-e-hydronyms.csv rows for those stanzas, arnold_stratum_code A","row-locator","IG-041",""
"CS-01249","DME-017","03-REGISTERS/domain-e-claims.csv","SRC-047","4","PRIMARY-SOURCE","03-REGISTERS/domain-e-hydronyms.csv rows for those stanzas, arnold_stratum_code A","row-locator","IG-041",""
"CS-01250","DME-017","03-REGISTERS/domain-e-claims.csv","SRC-026","5","PRIMARY-SOURCE","03-REGISTERS/domain-e-hydronyms.csv rows for those stanzas, arnold_stratum_code A","row-locator","IG-041",""
"CS-01251","DME-018","03-REGISTERS/domain-e-claims.csv","SRC-019","1","PRIMARY-SOURCE","03-REGISTERS/domain-e-hydronyms.csv, columns lemma and surface; the census matches accent-stripped surfaces for this reason","row-locator","IG-041",""
"CS-01252","DME-018","03-REGISTERS/domain-e-claims.csv","SRC-022","2","ANALYTICAL-LAYER","03-REGISTERS/domain-e-hydronyms.csv, columns lemma and surface; the census matches accent-stripped surfaces for this reason","row-locator","IG-041",""
"CS-01253","DME-018","03-REGISTERS/domain-e-claims.csv","SRC-023","3","ANALYTICAL-LAYER","03-REGISTERS/domain-e-hydronyms.csv, columns lemma and surface; the census matches accent-stripped surfaces for this reason","row-locator","IG-041",""
"CS-01254","DME-018","03-REGISTERS/domain-e-claims.csv","SRC-047","4","PRIMARY-SOURCE","03-REGISTERS/domain-e-hydronyms.csv, columns lemma and surface; the census matches accent-stripped surfaces for this reason","row-locator","IG-041",""
"CS-01255","DME-019","03-REGISTERS/domain-e-claims.csv","SRC-019","1","PRIMARY-SOURCE","derived from DME-003 and DME-005","row-locator","IG-041",""
"CS-01256","DME-019","03-REGISTERS/domain-e-claims.csv","SRC-022","2","ANALYTICAL-LAYER","derived from DME-003 and DME-005","row-locator","IG-041",""
"CS-01257","DME-019","03-REGISTERS/domain-e-claims.csv","SRC-023","3","ANALYTICAL-LAYER","derived from DME-003 and DME-005","row-locator","IG-041",""
"CS-01258","DME-019","03-REGISTERS/domain-e-claims.csv","SRC-047","4","PRIMARY-SOURCE","derived from DME-003 and DME-005","row-locator","IG-041",""
"CS-01259","DME-020","03-REGISTERS/domain-e-claims.csv","SRC-019","1","PRIMARY-SOURCE","DME-008 through DME-012","row-locator","IG-041",""
"CS-01260","DME-020","03-REGISTERS/domain-e-claims.csv","SRC-022","2","ANALYTICAL-LAYER","DME-008 through DME-012","row-locator","IG-041",""
"CS-01261","DME-020","03-REGISTERS/domain-e-claims.csv","SRC-023","3","ANALYTICAL-LAYER","DME-008 through DME-012","row-locator","IG-041",""
"CS-01262","DME-020","03-REGISTERS/domain-e-claims.csv","SRC-047","4","PRIMARY-SOURCE","DME-008 through DME-012","row-locator","IG-041",""
"CS-01263","DME-020","03-REGISTERS/domain-e-claims.csv","SRC-026","5","PRIMARY-SOURCE","DME-008 through DME-012","row-locator","IG-041",""
"CS-01264","DME-021","03-REGISTERS/domain-e-claims.csv","SRC-019","1","PRIMARY-SOURCE","DME-007","row-locator","IG-041",""
"CS-01265","DME-021","03-REGISTERS/domain-e-claims.csv","SRC-022","2","ANALYTICAL-LAYER","DME-007","row-locator","IG-041",""
"CS-01266","DME-021","03-REGISTERS/domain-e-claims.csv","SRC-023","3","ANALYTICAL-LAYER","DME-007","row-locator","IG-041",""
"CS-01267","DME-021","03-REGISTERS/domain-e-claims.csv","SRC-047","4","PRIMARY-SOURCE","DME-007","row-locator","IG-041",""
"CS-01268","DME-022","03-REGISTERS/domain-e-claims.csv","SRC-019","1","PRIMARY-SOURCE","DME-015 through DME-017","row-locator","IG-041",""
"CS-01269","DME-022","03-REGISTERS/domain-e-claims.csv","SRC-022","2","ANALYTICAL-LAYER","DME-015 through DME-017","row-locator","IG-041",""
"CS-01270","DME-022","03-REGISTERS/domain-e-claims.csv","SRC-023","3","ANALYTICAL-LAYER","DME-015 through DME-017","row-locator","IG-041",""
"CS-01271","DME-022","03-REGISTERS/domain-e-claims.csv","SRC-047","4","PRIMARY-SOURCE","DME-015 through DME-017","row-locator","IG-041",""
"CS-01272","DME-023","03-REGISTERS/domain-e-claims.csv","SRC-019","1","PRIMARY-SOURCE","DME-022 read against the attested distribution of Munda languages","row-locator","IG-041",""
"CS-01273","DME-023","03-REGISTERS/domain-e-claims.csv","SRC-022","2","ANALYTICAL-LAYER","DME-022 read against the attested distribution of Munda languages","row-locator","IG-041",""
"CS-01274","DME-023","03-REGISTERS/domain-e-claims.csv","SRC-023","3","ANALYTICAL-LAYER","DME-022 read against the attested distribution of Munda languages","row-locator","IG-041",""
"CS-01275","DME-023","03-REGISTERS/domain-e-claims.csv","SRC-047","4","PRIMARY-SOURCE","DME-022 read against the attested distribution of Munda languages","row-locator","IG-041",""
"CS-01276","DME-024","03-REGISTERS/domain-e-claims.csv","SRC-019","1","PRIMARY-SOURCE","03-REGISTERS/domain-e-retroflex-residue.csv, formal_class = F5-residue","row-locator","IG-041",""
"CS-01277","DME-024","03-REGISTERS/domain-e-claims.csv","SRC-022","2","ANALYTICAL-LAYER","03-REGISTERS/domain-e-retroflex-residue.csv, formal_class = F5-residue","row-locator","IG-041",""
"CS-01278","DME-024","03-REGISTERS/domain-e-claims.csv","SRC-023","3","ANALYTICAL-LAYER","03-REGISTERS/domain-e-retroflex-residue.csv, formal_class = F5-residue","row-locator","IG-041",""
"CS-01279","DME-024","03-REGISTERS/domain-e-claims.csv","SRC-047","4","PRIMARY-SOURCE","03-REGISTERS/domain-e-retroflex-residue.csv, formal_class = F5-residue","row-locator","IG-041",""
"CS-01280","DME-025","03-REGISTERS/domain-e-claims.csv","SRC-037","1","REFERENCE-WORK","05-HOLDS/HOLD-002-dedr-unreachable.md; 05-HOLDS/HOLD-003-para-munda-primary-statement.md","row-locator","IG-066",""
"CS-01281","DME-025","03-REGISTERS/domain-e-claims.csv","SRC-040","2","SECONDARY-LITERATURE","05-HOLDS/HOLD-002-dedr-unreachable.md; 05-HOLDS/HOLD-003-para-munda-primary-statement.md","row-locator","IG-034",""
"CS-01282","DME-025","03-REGISTERS/domain-e-claims.csv","SRC-041","3","REFERENCE-WORK","05-HOLDS/HOLD-002-dedr-unreachable.md; 05-HOLDS/HOLD-003-para-munda-primary-statement.md","row-locator","IG-035",""
"CS-01283","DME-025","03-REGISTERS/domain-e-claims.csv","SRC-043","4","SECONDARY-LITERATURE","05-HOLDS/HOLD-002-dedr-unreachable.md; 05-HOLDS/HOLD-003-para-munda-primary-statement.md","row-locator","IG-037",""
"CS-01284","DME-026","03-REGISTERS/domain-e-claims.csv","SRC-037","1","REFERENCE-WORK","This register in full; 03-REGISTERS/domain-e-hypothesis-eligibility.csv","row-locator","IG-066",""
"CS-01285","DME-026","03-REGISTERS/domain-e-claims.csv","SRC-040","2","SECONDARY-LITERATURE","This register in full; 03-REGISTERS/domain-e-hypothesis-eligibility.csv","row-locator","IG-034",""
"CS-01286","DME-026","03-REGISTERS/domain-e-claims.csv","SRC-043","3","SECONDARY-LITERATURE","This register in full; 03-REGISTERS/domain-e-hypothesis-eligibility.csv","row-locator","IG-037",""
"CS-01287","DME-026","03-REGISTERS/domain-e-claims.csv","SRC-046","4","INFRASTRUCTURE","This register in full; 03-REGISTERS/domain-e-hypothesis-eligibility.csv","row-locator","IG-040",""
"CS-01288","EM-01","03-REGISTERS/domain-e-evidence-mass.csv","SRC-061","1","REFERENCE-WORK-DERIVATIVE","JAMBU data/dedr/dedr_new.csv, field 1","row-locator","IG-066",""
"CS-01289","EM-02","03-REGISTERS/domain-e-evidence-mass.csv","SRC-061","1","REFERENCE-WORK-DERIVATIVE","JAMBU data/dedr/dedr_new.csv, all rows","row-locator","IG-066",""
"CS-01290","EM-03","03-REGISTERS/domain-e-evidence-mass.csv","SRC-061","1","REFERENCE-WORK-DERIVATIVE","JAMBU data/dedr/dedr_new.csv, field 2","row-locator","IG-066",""
