"passage_id","stanza","addressee","poet_lineage","poet_lineage_basis","patron_candidates","opponent_candidates","roles_basis","description_same_pada","description_same_hemistich","description_elsewhere_in_stanza","agreeing_but_excluded","material","water","cattle","treasure","mountain","river_lemma_present","river_lemma_note","proposed_geography","geography_basis","arnold_stratum","source_id","retrieval_date","supports_page"
"PUR-P-028","02.020.07","Indra","","NOT PRODUCED. Geldner's group heading for this hymn names a deity rather than a poet: ""2. group: hymns to Indra"". Not evidence that the hymn is anonymous — the headings are an arrangement, and where Geldner arranged by something other than authorship he recorded no poet. HOLD-006.","(none)","(none)","Grassmann's classification of the NAME, from his own gloss, not a reading of this passage's syntax. A name can occur in a passage without holding or attacking anything in it.","(none)","vr̥trahā́ (vr̥trahán-) índraḥ (índra-)","(none)","(none)","(none)","áp-","(none)","(none)","(none)","(none)","Presence of a lemma that CAN name a river, not a named river. síndhu- is glossed by Grassmann as 'Fluss, Strom; der Indus' — common noun and proper name at once — and Griffith and Geldner read it differently across these passages. See PUR4J-028.","NOT FILLED — no source","The pinned corpus carries no geographic content: info/rv_locations.tsv is a citation-format conversion table. This field needs a source this unit does not have, and it is bounded by the research hold at Version 12 line 1175 against identifying the forts with one archaeological culture.","A","SRC-069; SRC-020; SRC-022; SRC-026; SRC-070","2026-09-07","forts (proposed)"
"PUR-P-029","02.020.08","Indra","","NOT PRODUCED. Geldner's group heading for this hymn names a deity rather than a poet: ""2. group: hymns to Indra"". Not evidence that the hymn is anonymous — the headings are an arrangement, and where Geldner arranged by something other than authorship he recorded no poet. HOLD-006.","(none)","(none)","Grassmann's classification of the NAME, from his own gloss, not a reading of this passage's syntax. A name can occur in a passage without holding or attacking anything in it.","ā́yasīḥ (āyasá-)","(none)","(none)","(none)","āyasá-","árṇasāti-","(none)","(none)","(none)","(none)","Presence of a lemma that CAN name a river, not a named river. síndhu- is glossed by Grassmann as 'Fluss, Strom; der Indus' — common noun and proper name at once — and Griffith and Geldner read it differently across these passages. See PUR4J-028.","NOT FILLED — no source","The pinned corpus carries no geographic content: info/rv_locations.tsv is a citation-format conversion table. This field needs a source this unit does not have, and it is bounded by the research hold at Version 12 line 1175 against identifying the forts with one archaeological culture.","A","SRC-069; SRC-020; SRC-022; SRC-026; SRC-070","2026-09-07","forts (proposed)"
"PUR-P-030","02.035.06","Apam Napat","","NOT PRODUCED. Geldner's group heading for this hymn names a deity rather than a poet: ""5. group: hymns to various gods"". Not evidence that the hymn is anonymous — the headings are an arrangement, and where Geldner arranged by something other than authorship he recorded no poet. HOLD-006.","(none)","(none)","Grassmann's classification of the NAME, from his own gloss, not a reading of this passage's syntax. A name can occur in a passage without holding or attacking anything in it.","āmā́su (āmá-)","(none)","(none)","(none)","āmá-","(none)","(none)","(none)","(none)","(none)","Presence of a lemma that CAN name a river, not a named river. síndhu- is glossed by Grassmann as 'Fluss, Strom; der Indus' — common noun and proper name at once — and Griffith and Geldner read it differently across these passages. See PUR4J-028.","NOT FILLED — no source","The pinned corpus carries no geographic content: info/rv_locations.tsv is a citation-format conversion table. This field needs a source this unit does not have, and it is bounded by the research hold at Version 12 line 1175 against identifying the forts with one archaeological culture.","N","SRC-069; SRC-020; SRC-022; SRC-026; SRC-070","2026-09-07","forts (proposed)"
"PUR-P-031","03.012.06","Indra and Agni","","NOT PRODUCED. Geldner's group heading for this hymn names a deity rather than a poet: ""1. group: hymns to Agni"". Not evidence that the hymn is anonymous — the headings are an arrangement, and where Geldner arranged by something other than authorship he recorded no poet. HOLD-006.","(none)","(none)","Grassmann's classification of the NAME, from his own gloss, not a reading of this passage's syntax. A name can occur in a passage without holding or attacking anything in it.","(none)","dāsápatnīḥ (dāsápatnī-)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","Presence of a lemma that CAN name a river, not a named river. síndhu- is glossed by Grassmann as 'Fluss, Strom; der Indus' — common noun and proper name at once — and Griffith and Geldner read it differently across these passages. See PUR4J-028.","NOT FILLED — no source","The pinned corpus carries no geographic content: info/rv_locations.tsv is a citation-format conversion table. This field needs a source this unit does not have, and it is bounded by the research hold at Version 12 line 1175 against identifying the forts with one archaeological culture.","s","SRC-069; SRC-020; SRC-022; SRC-026; SRC-070","2026-09-07","forts (proposed)"
"PUR-P-032","03.015.04","Agni","","NOT PRODUCED. Geldner's group heading for this hymn names a deity rather than a poet: ""1. group: hymns to Agni"". Not evidence that the hymn is anonymous — the headings are an arrangement, and where Geldner arranged by something other than authorship he recorded no poet. HOLD-006.","(none)","(none)","Grassmann's classification of the NAME, from his own gloss, not a reading of this passage's syntax. A name can occur in a passage without holding or attacking anything in it.","víśvāḥ (víśva-)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","Presence of a lemma that CAN name a river, not a named river. síndhu- is glossed by Grassmann as 'Fluss, Strom; der Indus' — common noun and proper name at once — and Griffith and Geldner read it differently across these passages. See PUR4J-028.","NOT FILLED — no source","The pinned corpus carries no geographic content: info/rv_locations.tsv is a citation-format conversion table. This field needs a source this unit does not have, and it is bounded by the research hold at Version 12 line 1175 against identifying the forts with one archaeological culture.","N","SRC-069; SRC-020; SRC-022; SRC-026; SRC-070","2026-09-07","forts (proposed)"
"PUR-P-033","03.034.01","Indra","","NOT PRODUCED. Geldner's group heading for this hymn names a deity rather than a poet: ""2. group: hymns to Indra"". Not evidence that the hymn is anonymous — the headings are an arrangement, and where Geldner arranged by something other than authorship he recorded no poet. HOLD-006.","(none)","(none)","Grassmann's classification of the NAME, from his own gloss, not a reading of this passage's syntax. A name can occur in a passage without holding or attacking anything in it.","índraḥ (índra-)","vidádvasuḥ (vidádvasu-)","bráhmajūtaḥ (bráhmajūta-) bhū́ridātraḥ (bhū́ridātra-)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","Presence of a lemma that CAN name a river, not a named river. síndhu- is glossed by Grassmann as 'Fluss, Strom; der Indus' — common noun and proper name at once — and Griffith and Geldner read it differently across these passages. See PUR4J-028.","NOT FILLED — no source","The pinned corpus carries no geographic content: info/rv_locations.tsv is a citation-format conversion table. This field needs a source this unit does not have, and it is bounded by the research hold at Version 12 line 1175 against identifying the forts with one archaeological culture.","c","SRC-069; SRC-020; SRC-022; SRC-026; SRC-070","2026-09-07","forts (proposed)"
"PUR-P-034","03.045.02","Indra","","NOT PRODUCED. Geldner's group heading for this hymn names a deity rather than a poet: ""2. group: hymns to Indra"". Not evidence that the hymn is anonymous — the headings are an arrangement, and where Geldner arranged by something other than authorship he recorded no poet. HOLD-006.","(none)","(none)","Grassmann's classification of the NAME, from his own gloss, not a reading of this passage's syntax. A name can occur in a passage without holding or attacking anything in it.","apā́m (áp-)","(none)","(none)","(none)","(none)","áp-","(none)","(none)","(none)","(none)","Presence of a lemma that CAN name a river, not a named river. síndhu- is glossed by Grassmann as 'Fluss, Strom; der Indus' — common noun and proper name at once — and Griffith and Geldner read it differently across these passages. See PUR4J-028.","NOT FILLED — no source","The pinned corpus carries no geographic content: info/rv_locations.tsv is a citation-format conversion table. This field needs a source this unit does not have, and it is bounded by the research hold at Version 12 line 1175 against identifying the forts with one archaeological culture.","N","SRC-069; SRC-020; SRC-022; SRC-026; SRC-070","2026-09-07","forts (proposed)"
"PUR-P-035","03.051.02","Indra","","NOT PRODUCED. Geldner's group heading for this hymn names a deity rather than a poet: ""2. group: hymns to Indra"". Not evidence that the hymn is anonymous — the headings are an arrangement, and where Geldner arranged by something other than authorship he recorded no poet. HOLD-006.","(none)","arṇavá-","Grassmann's classification of the NAME, from his own gloss, not a reading of this passage's syntax. A name can occur in a passage without holding or attacking anything in it.","vājasánim (vājasáni-) tū́rṇim (tū́rṇi-) aptúram (aptúr-)","dhāmasā́cam (dhāmasác-) abhiṣā́cam (abhiṣác-) svarvídam (svarvíd-)","śatákratum (śatákratu-) arṇavám (arṇavá-) śākínam (śākín-) náram (nár-) índram (índra-)","(none)","(none)","aptúr-; arṇavá-","(none)","(none)","(none)","(none)","Presence of a lemma that CAN name a river, not a named river. síndhu- is glossed by Grassmann as 'Fluss, Strom; der Indus' — common noun and proper name at once — and Griffith and Geldner read it differently across these passages. See PUR4J-028.","NOT FILLED — no source","The pinned corpus carries no geographic content: info/rv_locations.tsv is a citation-format conversion table. This field needs a source this unit does not have, and it is bounded by the research hold at Version 12 line 1175 against identifying the forts with one archaeological culture.","N","SRC-069; SRC-020; SRC-022; SRC-026; SRC-070","2026-09-07","forts (proposed)"
"PUR-P-036","03.054.15","all the gods","","NOT PRODUCED. Geldner's group heading for this hymn names a deity rather than a poet: ""3. group: hymns to the Visvedevas"". Not evidence that the hymn is anonymous — the headings are an arrangement, and where Geldner arranged by something other than authorship he recorded no poet. HOLD-006.","(none)","(none)","Grassmann's classification of the NAME, from his own gloss, not a reading of this passage's syntax. A name can occur in a passage without holding or attacking anything in it.","vr̥trahā́ (vr̥trahán-) dhr̥ṣṇúṣeṇaḥ (dhr̥ṣṇúṣeṇa-)","(none)","índraḥ (índra-)","(none)","(none)","(none)","paśú-","(none)","(none)","(none)","Presence of a lemma that CAN name a river, not a named river. síndhu- is glossed by Grassmann as 'Fluss, Strom; der Indus' — common noun and proper name at once — and Griffith and Geldner read it differently across these passages. See PUR4J-028.","NOT FILLED — no source","The pinned corpus carries no geographic content: info/rv_locations.tsv is a citation-format conversion table. This field needs a source this unit does not have, and it is bounded by the research hold at Version 12 line 1175 against identifying the forts with one archaeological culture.","C","SRC-069; SRC-020; SRC-022; SRC-026; SRC-070","2026-09-07","forts (proposed)"
"PUR-P-037","04.016.13","Indra","","NOT PRODUCED. Geldner's group heading for this hymn names a deity rather than a poet: ""2. group: hymns to Indra"". Not evidence that the hymn is anonymous — the headings are an arrangement, and where Geldner arranged by something other than authorship he recorded no poet. HOLD-006.","r̥jíśvan-","mŕ̥gaya-; pípru-","Grassmann's classification of the NAME, from his own gloss, not a reading of this passage's syntax. A name can occur in a passage without holding or attacking anything in it.","(none)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","Presence of a lemma that CAN name a river, not a named river. síndhu- is glossed by Grassmann as 'Fluss, Strom; der Indus' — common noun and proper name at once — and Griffith and Geldner read it differently across these passages. See PUR4J-028.","NOT FILLED — no source","The pinned corpus carries no geographic content: info/rv_locations.tsv is a citation-format conversion table. This field needs a source this unit does not have, and it is bounded by the research hold at Version 12 line 1175 against identifying the forts with one archaeological culture.","S","SRC-069; SRC-020; SRC-022; SRC-026; SRC-070","2026-09-07","forts (proposed)"
"PUR-P-038","04.026.03","Indra","","NOT PRODUCED. Geldner's group heading for this hymn names a deity rather than a poet: ""2. group: hymns to Indra"". Not evidence that the hymn is anonymous — the headings are an arrangement, and where Geldner arranged by something other than authorship he recorded no poet. HOLD-006.","(none)","śámbara-","Grassmann's classification of the NAME, from his own gloss, not a reading of this passage's syntax. A name can occur in a passage without holding or attacking anything in it.","(none)","navatī́ḥ (navatí-)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","Presence of a lemma that CAN name a river, not a named river. síndhu- is glossed by Grassmann as 'Fluss, Strom; der Indus' — common noun and proper name at once — and Griffith and Geldner read it differently across these passages. See PUR4J-028.","NOT FILLED — no source","The pinned corpus carries no geographic content: info/rv_locations.tsv is a citation-format conversion table. This field needs a source this unit does not have, and it is bounded by the research hold at Version 12 line 1175 against identifying the forts with one archaeological culture.","S","SRC-069; SRC-020; SRC-022; SRC-026; SRC-070","2026-09-07","forts (proposed)"
"PUR-P-039","04.027.01","Soma and the eagle","","NOT PRODUCED. Geldner's group heading for this hymn names a deity rather than a poet: ""2. group: hymns to Indra"". Not evidence that the hymn is anonymous — the headings are an arrangement, and where Geldner arranged by something other than authorship he recorded no poet. HOLD-006.","(none)","(none)","Grassmann's classification of the NAME, from his own gloss, not a reading of this passage's syntax. A name can occur in a passage without holding or attacking anything in it.","ā́yasīḥ (āyasá-)","(none)","(none)","(none)","āyasá-","(none)","(none)","(none)","(none)","(none)","Presence of a lemma that CAN name a river, not a named river. síndhu- is glossed by Grassmann as 'Fluss, Strom; der Indus' — common noun and proper name at once — and Griffith and Geldner read it differently across these passages. See PUR4J-028.","NOT FILLED — no source","The pinned corpus carries no geographic content: info/rv_locations.tsv is a citation-format conversion table. This field needs a source this unit does not have, and it is bounded by the research hold at Version 12 line 1175 against identifying the forts with one archaeological culture.","S","SRC-069; SRC-020; SRC-022; SRC-026; SRC-070","2026-09-07","forts (proposed)"
"PUR-P-040","04.030.13","Indra","","NOT PRODUCED. Geldner's group heading for this hymn names a deity rather than a poet: ""2. group: hymns to Indra"". Not evidence that the hymn is anonymous — the headings are an arrangement, and where Geldner arranged by something other than authorship he recorded no poet. HOLD-006.","(none)","śúṣṇa-","Grassmann's classification of the NAME, from his own gloss, not a reading of this passage's syntax. A name can occur in a passage without holding or attacking anything in it.","(none)","(none)","(none)","(none)","(none)","(none)","(none)","védana-","(none)","(none)","Presence of a lemma that CAN name a river, not a named river. síndhu- is glossed by Grassmann as 'Fluss, Strom; der Indus' — common noun and proper name at once — and Griffith and Geldner read it differently across these passages. See PUR4J-028.","NOT FILLED — no source","The pinned corpus carries no geographic content: info/rv_locations.tsv is a citation-format conversion table. This field needs a source this unit does not have, and it is bounded by the research hold at Version 12 line 1175 against identifying the forts with one archaeological culture.","S","SRC-069; SRC-020; SRC-022; SRC-026; SRC-070","2026-09-07","forts (proposed)"
"PUR-P-041","04.030.20","Indra","","NOT PRODUCED. Geldner's group heading for this hymn names a deity rather than a poet: ""2. group: hymns to Indra"". Not evidence that the hymn is anonymous — the headings are an arrangement, and where Geldner arranged by something other than authorship he recorded no poet. HOLD-006.","(none)","(none)","Grassmann's classification of the NAME, from his own gloss, not a reading of this passage's syntax. A name can occur in a passage without holding or attacking anything in it.","(none)","aśmanmáyīnām (aśmanmáya-)","(none)","(none)","aśmanmáya-","(none)","(none)","(none)","aśmanmáya-","(none)","Presence of a lemma that CAN name a river, not a named river. síndhu- is glossed by Grassmann as 'Fluss, Strom; der Indus' — common noun and proper name at once — and Griffith and Geldner read it differently across these passages. See PUR4J-028.","NOT FILLED — no source","The pinned corpus carries no geographic content: info/rv_locations.tsv is a citation-format conversion table. This field needs a source this unit does not have, and it is bounded by the research hold at Version 12 line 1175 against identifying the forts with one archaeological culture.","S","SRC-069; SRC-020; SRC-022; SRC-026; SRC-070","2026-09-07","forts (proposed)"
"PUR-P-042","04.032.10","Indra","","NOT PRODUCED. Geldner's group heading for this hymn names a deity rather than a poet: ""2. group: hymns to Indra"". Not evidence that the hymn is anonymous — the headings are an arrangement, and where Geldner arranged by something other than authorship he recorded no poet. HOLD-006.","(none)","(none)","Grassmann's classification of the NAME, from his own gloss, not a reading of this passage's syntax. A name can occur in a passage without holding or attacking anything in it.","dā́sīḥ (dā́sī-)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","Presence of a lemma that CAN name a river, not a named river. síndhu- is glossed by Grassmann as 'Fluss, Strom; der Indus' — common noun and proper name at once — and Griffith and Geldner read it differently across these passages. See PUR4J-028.","NOT FILLED — no source","The pinned corpus carries no geographic content: info/rv_locations.tsv is a citation-format conversion table. This field needs a source this unit does not have, and it is bounded by the research hold at Version 12 line 1175 against identifying the forts with one archaeological culture.","S","SRC-069; SRC-020; SRC-022; SRC-026; SRC-070","2026-09-07","forts (proposed)"
"PUR-P-043","05.019.02","Agni","","NOT PRODUCED. Geldner's group heading for this hymn names a deity rather than a poet: ""1. group: hymns to Agni"". Not evidence that the hymn is anonymous — the headings are an arrangement, and where Geldner arranged by something other than authorship he recorded no poet. HOLD-006.","(none)","(none)","Grassmann's classification of the NAME, from his own gloss, not a reading of this passage's syntax. A name can occur in a passage without holding or attacking anything in it.","(none)","(none)","ánimiṣam (ánimiṣ-)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","Presence of a lemma that CAN name a river, not a named river. síndhu- is glossed by Grassmann as 'Fluss, Strom; der Indus' — common noun and proper name at once — and Griffith and Geldner read it differently across these passages. See PUR4J-028.","NOT FILLED — no source","The pinned corpus carries no geographic content: info/rv_locations.tsv is a citation-format conversion table. This field needs a source this unit does not have, and it is bounded by the research hold at Version 12 line 1175 against identifying the forts with one archaeological culture.","A","SRC-069; SRC-020; SRC-022; SRC-026; SRC-070","2026-09-07","forts (proposed)"
"PUR-P-044","05.030.11","Indra","","NOT PRODUCED. Geldner's group heading for this hymn names a deity rather than a poet: ""2. group: hymns to Indra"". Not evidence that the hymn is anonymous — the headings are an arrangement, and where Geldner arranged by something other than authorship he recorded no poet. HOLD-006.","(none)","(none)","Grassmann's classification of the NAME, from his own gloss, not a reading of this passage's syntax. A name can occur in a passage without holding or attacking anything in it.","índraḥ (índra-)","(none)","vr̥ṣabháḥ (vr̥ṣabhá-)","(none)","(none)","(none)","gáv- ~ gó-","(none)","(none)","(none)","Presence of a lemma that CAN name a river, not a named river. síndhu- is glossed by Grassmann as 'Fluss, Strom; der Indus' — common noun and proper name at once — and Griffith and Geldner read it differently across these passages. See PUR4J-028.","NOT FILLED — no source","The pinned corpus carries no geographic content: info/rv_locations.tsv is a citation-format conversion table. This field needs a source this unit does not have, and it is bounded by the research hold at Version 12 line 1175 against identifying the forts with one archaeological culture.","N","SRC-069; SRC-020; SRC-022; SRC-026; SRC-070","2026-09-07","forts (proposed)"
"PUR-P-045","05.041.12","all the gods","","NOT PRODUCED. Geldner's group heading for this hymn names a deity rather than a poet: ""3. group: hymns to the all-gods"". Not evidence that the hymn is anonymous — the headings are an arrangement, and where Geldner arranged by something other than authorship he recorded no poet. HOLD-006.","(none)","(none)","Grassmann's classification of the NAME, from his own gloss, not a reading of this passage's syntax. A name can occur in a passage without holding or attacking anything in it.","ā́paḥ (áp-) śubhrā́ḥ (śubhrá-)","(none)","(none)","srúcaḥ (srúc-) — RV 5.41.12d 'pári srúco babr̥hāṇásyā́dreḥ'. srúcaḥ (ladles) agrees with púraḥ in case, gender and number and sits in the same hemistich, but belongs to a different clause: pāda c has 'ā́paḥ púro ná śubhrā́ḥ', the waters bright LIKE forts. A coincidence of NOM.PL.F, and the measure of how much noise the stanza scope admits.","(none)","áp-","(none)","(none)","ádri-","(none)","Presence of a lemma that CAN name a river, not a named river. síndhu- is glossed by Grassmann as 'Fluss, Strom; der Indus' — common noun and proper name at once — and Griffith and Geldner read it differently across these passages. See PUR4J-028.","NOT FILLED — no source","The pinned corpus carries no geographic content: info/rv_locations.tsv is a citation-format conversion table. This field needs a source this unit does not have, and it is bounded by the research hold at Version 12 line 1175 against identifying the forts with one archaeological culture.","A","SRC-069; SRC-020; SRC-022; SRC-026; SRC-070","2026-09-07","forts (proposed)"
"PUR-P-046","05.066.04","Mitra and Varuna","","NOT PRODUCED. Geldner's group heading for this hymn names a deity rather than a poet: ""5. group: hymns to Mitra-Varuna"". Not evidence that the hymn is anonymous — the headings are an arrangement, and where Geldner arranged by something other than authorship he recorded no poet. HOLD-006.","(none)","(none)","Grassmann's classification of the NAME, from his own gloss, not a reading of this passage's syntax. A name can occur in a passage without holding or attacking anything in it.","(none)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","Presence of a lemma that CAN name a river, not a named river. síndhu- is glossed by Grassmann as 'Fluss, Strom; der Indus' — common noun and proper name at once — and Griffith and Geldner read it differently across these passages. See PUR4J-028.","NOT FILLED — no source","The pinned corpus carries no geographic content: info/rv_locations.tsv is a citation-format conversion table. This field needs a source this unit does not have, and it is bounded by the research hold at Version 12 line 1175 against identifying the forts with one archaeological culture.","A","SRC-069; SRC-020; SRC-022; SRC-026; SRC-070","2026-09-07","forts (proposed)"
"PUR-P-047","06.002.07","Agni","","NOT PRODUCED. Geldner's group heading for this hymn names a deity rather than a poet: ""1. group: hymns to Agni"". Not evidence that the hymn is anonymous — the headings are an arrangement, and where Geldner arranged by something other than authorship he recorded no poet. HOLD-006.","(none)","(none)","Grassmann's classification of the NAME, from his own gloss, not a reading of this passage's syntax. A name can occur in a passage without holding or attacking anything in it.","(none)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","Presence of a lemma that CAN name a river, not a named river. síndhu- is glossed by Grassmann as 'Fluss, Strom; der Indus' — common noun and proper name at once — and Griffith and Geldner read it differently across these passages. See PUR4J-028.","NOT FILLED — no source","The pinned corpus carries no geographic content: info/rv_locations.tsv is a citation-format conversion table. This field needs a source this unit does not have, and it is bounded by the research hold at Version 12 line 1175 against identifying the forts with one archaeological culture.","A","SRC-069; SRC-020; SRC-022; SRC-026; SRC-070","2026-09-07","forts (proposed)"
"PUR-P-048","06.016.14","Agni","","NOT PRODUCED. Geldner's group heading for this hymn names a deity rather than a poet: ""1. group: hymns to Agni"". Not evidence that the hymn is anonymous — the headings are an arrangement, and where Geldner arranged by something other than authorship he recorded no poet. HOLD-006.","dadhyáñc-","(none)","Grassmann's classification of the NAME, from his own gloss, not a reading of this passage's syntax. A name can occur in a passage without holding or attacking anything in it.","vr̥traháṇam (vr̥trahán-)","(none)","(none)","(none)","(none)","(none)","dadhyáñc-","(none)","(none)","(none)","Presence of a lemma that CAN name a river, not a named river. síndhu- is glossed by Grassmann as 'Fluss, Strom; der Indus' — common noun and proper name at once — and Griffith and Geldner read it differently across these passages. See PUR4J-028.","NOT FILLED — no source","The pinned corpus carries no geographic content: info/rv_locations.tsv is a citation-format conversion table. This field needs a source this unit does not have, and it is bounded by the research hold at Version 12 line 1175 against identifying the forts with one archaeological culture.","A","SRC-069; SRC-020; SRC-022; SRC-026; SRC-070","2026-09-07","forts (proposed)"
"PUR-P-049","06.016.39","Agni","","NOT PRODUCED. Geldner's group heading for this hymn names a deity rather than a poet: ""1. group: hymns to Agni"". Not evidence that the hymn is anonymous — the headings are an arrangement, and where Geldner arranged by something other than authorship he recorded no poet. HOLD-006.","(none)","(none)","Grassmann's classification of the NAME, from his own gloss, not a reading of this passage's syntax. A name can occur in a passage without holding or attacking anything in it.","(none)","(none)","(none)","(none)","(none)","(none)","váṃsaga-","(none)","(none)","(none)","Presence of a lemma that CAN name a river, not a named river. síndhu- is glossed by Grassmann as 'Fluss, Strom; der Indus' — common noun and proper name at once — and Griffith and Geldner read it differently across these passages. See PUR4J-028.","NOT FILLED — no source","The pinned corpus carries no geographic content: info/rv_locations.tsv is a citation-format conversion table. This field needs a source this unit does not have, and it is bounded by the research hold at Version 12 line 1175 against identifying the forts with one archaeological culture.","A","SRC-069; SRC-020; SRC-022; SRC-026; SRC-070","2026-09-07","forts (proposed)"
"PUR-P-050","06.018.05","Indra","","NOT PRODUCED. Geldner's group heading for this hymn names a deity rather than a poet: ""2. group: hymns to Indra"". Not evidence that the hymn is anonymous — the headings are an arrangement, and where Geldner arranged by something other than authorship he recorded no poet. HOLD-006.","áṅgiras-","valá-","Grassmann's classification of the NAME, from his own gloss, not a reading of this passage's syntax. A name can occur in a passage without holding or attacking anything in it.","dúraḥ (dvā́r-) víśvāḥ (víśva-)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","Presence of a lemma that CAN name a river, not a named river. síndhu- is glossed by Grassmann as 'Fluss, Strom; der Indus' — common noun and proper name at once — and Griffith and Geldner read it differently across these passages. See PUR4J-028.","NOT FILLED — no source","The pinned corpus carries no geographic content: info/rv_locations.tsv is a citation-format conversion table. This field needs a source this unit does not have, and it is bounded by the research hold at Version 12 line 1175 against identifying the forts with one archaeological culture.","n","SRC-069; SRC-020; SRC-022; SRC-026; SRC-070","2026-09-07","forts (proposed)"
"PUR-P-051","06.018.08","Indra","","NOT PRODUCED. Geldner's group heading for this hymn names a deity rather than a poet: ""2. group: hymns to Indra"". Not evidence that the hymn is anonymous — the headings are an arrangement, and where Geldner arranged by something other than authorship he recorded no poet. HOLD-006.","(none)","cúmuri-; dhúni-; pípru-; śámbara-; śúṣṇa-","Grassmann's classification of the NAME, from his own gloss, not a reading of this passage's syntax. A name can occur in a passage without holding or attacking anything in it.","(none)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","Presence of a lemma that CAN name a river, not a named river. síndhu- is glossed by Grassmann as 'Fluss, Strom; der Indus' — common noun and proper name at once — and Griffith and Geldner read it differently across these passages. See PUR4J-028.","NOT FILLED — no source","The pinned corpus carries no geographic content: info/rv_locations.tsv is a citation-format conversion table. This field needs a source this unit does not have, and it is bounded by the research hold at Version 12 line 1175 against identifying the forts with one archaeological culture.","n","SRC-069; SRC-020; SRC-022; SRC-026; SRC-070","2026-09-07","forts (proposed)"
"PUR-P-052","06.020.03","Indra","","NOT PRODUCED. Geldner's group heading for this hymn names a deity rather than a poet: ""2. group: hymns to Indra"". Not evidence that the hymn is anonymous — the headings are an arrangement, and where Geldner arranged by something other than authorship he recorded no poet. HOLD-006.","(none)","(none)","Grassmann's classification of the NAME, from his own gloss, not a reading of this passage's syntax. A name can occur in a passage without holding or attacking anything in it.","víśvāsām (víśva-)","(none)","(none)","(none)","(none)","(none)","mádhu-","(none)","(none)","(none)","Presence of a lemma that CAN name a river, not a named river. síndhu- is glossed by Grassmann as 'Fluss, Strom; der Indus' — common noun and proper name at once — and Griffith and Geldner read it differently across these passages. See PUR4J-028.","NOT FILLED — no source","The pinned corpus carries no geographic content: info/rv_locations.tsv is a citation-format conversion table. This field needs a source this unit does not have, and it is bounded by the research hold at Version 12 line 1175 against identifying the forts with one archaeological culture.","A","SRC-069; SRC-020; SRC-022; SRC-026; SRC-070","2026-09-07","forts (proposed)"
"PUR-P-053","06.020.07","Indra","","NOT PRODUCED. Geldner's group heading for this hymn names a deity rather than a poet: ""2. group: hymns to Indra"". Not evidence that the hymn is anonymous — the headings are an arrangement, and where Geldner arranged by something other than authorship he recorded no poet. HOLD-006.","r̥jíśvan-","pípru-","Grassmann's classification of the NAME, from his own gloss, not a reading of this passage's syntax. A name can occur in a passage without holding or attacking anything in it.","(none)","(none)","(none)","(none)","(none)","(none)","(none)","dātrá-; rékṇas-","(none)","(none)","Presence of a lemma that CAN name a river, not a named river. síndhu- is glossed by Grassmann as 'Fluss, Strom; der Indus' — common noun and proper name at once — and Griffith and Geldner read it differently across these passages. See PUR4J-028.","NOT FILLED — no source","The pinned corpus carries no geographic content: info/rv_locations.tsv is a citation-format conversion table. This field needs a source this unit does not have, and it is bounded by the research hold at Version 12 line 1175 against identifying the forts with one archaeological culture.","A","SRC-069; SRC-020; SRC-022; SRC-026; SRC-070","2026-09-07","forts (proposed)"
"PUR-P-054","06.020.10","Indra","","NOT PRODUCED. Geldner's group heading for this hymn names a deity rather than a poet: ""2. group: hymns to Indra"". Not evidence that the hymn is anonymous — the headings are an arrangement, and where Geldner arranged by something other than authorship he recorded no poet. HOLD-006.","pūrú-","purukútsa-","Grassmann's classification of the NAME, from his own gloss, not a reading of this passage's syntax. A name can occur in a passage without holding or attacking anything in it.","śā́radīḥ (śā́rada-)","dā́sīḥ (dā́sī-)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","Presence of a lemma that CAN name a river, not a named river. síndhu- is glossed by Grassmann as 'Fluss, Strom; der Indus' — common noun and proper name at once — and Griffith and Geldner read it differently across these passages. See PUR4J-028.","NOT FILLED — no source","The pinned corpus carries no geographic content: info/rv_locations.tsv is a citation-format conversion table. This field needs a source this unit does not have, and it is bounded by the research hold at Version 12 line 1175 against identifying the forts with one archaeological culture.","A","SRC-069; SRC-020; SRC-022; SRC-026; SRC-070","2026-09-07","forts (proposed)"
