"att_id","target","classification","determinative_certainty","p_number","line_ref","raw_token","determinatives","line","cdli_period","cdli_provenience","cdli_collection","cdli_museum_no","cdli_material","cdli_excavation_no","cdli_primary_publication","source_id","retrieval_date"
"DRA-0301","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P394867","13","_{na4}gug","na4","an-nu-ha-ra _{na4}gug gazi{sar} {u2}ku6_ {u2}szi-[hu]","Neo-Assyrian (ca. 911-612 BC)","Nineveh (mod. Kuyunjik)","British Museum, London, UK","BM —","clay","","BAM 5, 435","SRC-103; SRC-102","2026-09-08"
"DRA-0302","CARNELIAN","STONE-DETERMINATIVE ({na4})","broken []","P394925","3'","_{na4}]gug","na4","[... _{na4}]gug ku3-sig17 igi-du8_-ma#","Neo-Assyrian (ca. 911-612 BC)","Nineveh (mod. Kuyunjik)","British Museum, London, UK","BM —","clay","","BAM 5, 460","SRC-103; SRC-102","2026-09-08"
"DRA-0303","CARNELIAN","STONE-DETERMINATIVE ({na4})","damaged #","P396015","14","_{na4#}gug_","na4","_{gesz}geszimmar-tur#_ [x x x x x] _{na4#}gug_","Neo-Assyrian (ca. 911-612 BC)","Nineveh (mod. Kuyunjik)","British Museum, London, UK","BM —","clay","","BAM 5, 468","SRC-103; SRC-102","2026-09-08"
"DRA-0304","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P396370","23'","{na4}gug","na4","_{na4}za-gin3 {na4}gug ku3-sig17 ku3-babbar igi-du8_-ma pa-szir","Neo-Assyrian (ca. 911-612 BC)","Nineveh (mod. Kuyunjik)","British Museum, London, UK","BM —","clay","","AMT pl. 087 02 (K 06172) +","SRC-103; SRC-102","2026-09-08"
"DRA-0305","CARNELIAN","STONE-DETERMINATIVE ({na4})","damaged #","P396877","1","_{na4#}gug_","na4","[...] _{na4#}gug_ [x] x [x]","Neo-Assyrian (ca. 911-612 BC)","Nineveh (mod. Kuyunjik)","British Museum, London, UK","BM —","clay","","BAM 5, 505","SRC-103; SRC-102","2026-09-08"
"DRA-0306","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P397304","18'","_{na4}gug","na4","_{na4}gug {na4}za-gin3 munus_ sah-le2-e _gazi{sar}_ qa-lu-te _{im}gu2-nig2-nigin2-na uh2-{d}[id2]_","Neo-Assyrian (ca. 911-612 BC)","Nineveh (mod. Kuyunjik)","British Museum, London, UK","BM 079106 +","clay","","BAM 6, 580","SRC-103; SRC-102","2026-09-08"
"DRA-0307","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P397518","7'","{na4}gug_","na4","_ka# a-ab-ba {na4}gug_ me-luh-ha _tesz2-bi_ ina _kusz du3-du3_ ina _gu2_-szu2 _gar_-ma [x x]","Neo-Assyrian (ca. 911-612 BC)","Nineveh (mod. Kuyunjik)","British Museum, London, UK","BM —","clay","","AMT pl. 004 06","SRC-103; SRC-102","2026-09-08"
"DRA-0308","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P397913","5'","_{na4}gug_","na4","_{na4}gug_ {na4}kak-ku#-[sak-ku ...]","Neo-Assyrian (ca. 911-612 BC)","Nineveh (mod. Kuyunjik)","British Museum, London, UK","BM —","clay","","AMT pl. 070 05","SRC-103; SRC-102","2026-09-08"
"DRA-0309","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P398154","9'","{na4}gug_","na4","[...] x _ge6_ {na4}mu-s,a _{na4}zalag2 {na4}gug_ {na4#}[x x]","Neo-Assyrian (ca. 911-612 BC)","Nineveh (mod. Kuyunjik)","British Museum, London, UK","BM —","clay","","BAM 6, 520","SRC-103; SRC-102","2026-09-08"
"DRA-0310","CARNELIAN","STONE-DETERMINATIVE ({na4})","broken []","P399047","6'","_{na4}]gug#","na4","[... _{na4}]gug# {na4}nir2_ ina _i3#?_ [...]","Neo-Assyrian (ca. 911-612 BC)","Nineveh (mod. Kuyunjik)","British Museum, London, UK","BM —","clay","","AMT pl. 041 02","SRC-103; SRC-102","2026-09-08"
"DRA-0311","CARNELIAN","STONE-DETERMINATIVE ({na4})","damaged #","P400259","1'","{na4#}gug#_","na4","[...] _ku3#? {na4#}gug#_ [...]","Neo-Assyrian (ca. 911-612 BC)","Nineveh (mod. Kuyunjik)","British Museum, London, UK","BM —","clay","","BAM 6, 526","SRC-103; SRC-102","2026-09-08"
"DRA-0312","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P414035","11'","{na4}gug","na4","[...] _an#?-bar {na4}gug {na4}szuba#_","Neo-Assyrian (ca. 911-612 BC)","Assur (mod. Qalat Sherqat)","Vorderasiatisches Museum, Berlin, Germany","VAT 13861 + VAT 14167","clay","","LKA 126","SRC-103; SRC-102","2026-09-08"
"DRA-0313","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P415177","1","{na4}gug","na4","1(disz) {na4}gug gid2-da","Old Babylonian (ca. 1900-1600 BC)","Ur (mod. Tell Muqayyar)","British Museum, London, UK","BM 131291","clay","U —","UET 5, 0293","SRC-103; SRC-102","2026-09-08"
"DRA-0314","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P418301","30'","_{na4}gug","na4","_{na4}pa_ sza2 7(disz) _gun-mesz_ sza2 _{na4}gug sa5 {na4}zu2 ge6 {na4}[x] {na4}{d}[x ...]","Neo-Assyrian (ca. 911-612 BC)","Nineveh (mod. Kuyunjik)","British Museum, London, UK","BM —","clay","","BAM 5, 471","SRC-103; SRC-102","2026-09-08"
"DRA-0315","CARNELIAN","STONE-DETERMINATIVE ({na4})","broken []","P424517","7'","_[{na4}gug","na4","_[{na4}gug {na4}za-gin3] {na4#}musz-gir2 {na4}babbar#-dili#-mesz# na4#-[mesz_ ni-siq-ti _bal-gi{ku6} nig2-bun2-na{ku6}_ tam-szil pi2-ti-iq]","Neo-Assyrian (ca. 911-612 BC)","Nineveh (mod. Kuyunjik)","British Museum, London, UK","BM —","clay","","RINAP 3/2 Sennacherib 155, ex. 001","SRC-103; SRC-102","2026-09-08"
"DRA-0316","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P424664","3","_{na4}gug","na4","_{na4}gug {na4}pa_ sza2 7(disz) _gun3-mesz_-sza2 _e3 7(disz) ka-keszda kesz2_ e-ma# [x x x]","Neo-Assyrian (ca. 911-612 BC)","Nineveh (mod. Kuyunjik)","British Museum, London, UK","BM —","clay","","BAM 5, 498","SRC-103; SRC-102","2026-09-08"
"DRA-0317","CARNELIAN","STONE-DETERMINATIVE ({na4})","damaged #","P424664","10","_{na4#}gug","na4","[x x x] _{na4#}gug {na4#}[x...]","Neo-Assyrian (ca. 911-612 BC)","Nineveh (mod. Kuyunjik)","British Museum, London, UK","BM —","clay","","BAM 5, 498","SRC-103; SRC-102","2026-09-08"
"DRA-0318","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P429919","8'","{na4}gug#?","na4","1(disz)? gu2 {na4}gug#?","Ur III (ca. 2100-2000 BC)","Irisagrig (mod. uncertain)","private: anonymous, unlocated","Anonymous 429919","clay","","Fs Remesal 035, 11B","SRC-103; SRC-102","2026-09-08"
"DRA-0319","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P432482","1","{na4}gug","na4","2(u) 3(disz) {na4}gug","Ur III (ca. 2100-2000 BC)","Irisagrig (mod. uncertain)","Lanier Theological Library, Houston, Texas, USA","LTL 01","clay","","RA 113, 041-046","SRC-103; SRC-102","2026-09-08"
"DRA-0320","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P450591","6","_{na4}gug","na4","_{na4}gug {na4}babbar-dili {na4}babbar-min5_ {na4}[x x x x]","Neo-Assyrian (ca. 911-612 BC)","Nineveh (mod. Kuyunjik)","British Museum, London, UK","BM —","clay","","RINAP 4 Esarhaddon x2005-x2006, ex. 001","SRC-103; SRC-102","2026-09-08"
"DRA-0321","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P453778","8","{na4}gug-gid2-da","na4","{na4}gug-gid2-da ku3-sig17 gar-ra","Ur III (ca. 2100-2000 BC)","Irisagrig (mod. uncertain)","private: anonymous, unlocated","Anonymous 453778","clay","","Nisaba 15, 0338","SRC-103; SRC-102","2026-09-08"
"DRA-0322","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P453778","9","{na4}gug-gid2-da","na4","{na4}gug-gid2-da","Ur III (ca. 2100-2000 BC)","Irisagrig (mod. uncertain)","private: anonymous, unlocated","Anonymous 453778","clay","","Nisaba 15, 0338","SRC-103; SRC-102","2026-09-08"
"DRA-0323","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P453778","1","{na4}gug-bi","na4","{na4}gug-bi 1(u) 1(disz)","Ur III (ca. 2100-2000 BC)","Irisagrig (mod. uncertain)","private: anonymous, unlocated","Anonymous 453778","clay","","Nisaba 15, 0338","SRC-103; SRC-102","2026-09-08"
"DRA-0324","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P453783","8","{na4}gug-gid2-da","na4","1(disz) {na4}gug-gid2-da ku3-sig17 gar-ra","Ur III (ca. 2100-2000 BC)","Irisagrig (mod. uncertain)","private: anonymous, unlocated","Anonymous 453783","clay","","Nisaba 15, 0343","SRC-103; SRC-102","2026-09-08"
"DRA-0325","CARNELIAN","STONE-DETERMINATIVE ({na4})","uncertain ?","P453783","9","{na4?}gug","na4","4(u) 4(disz) {na4?}gug hi-a","Ur III (ca. 2100-2000 BC)","Irisagrig (mod. uncertain)","private: anonymous, unlocated","Anonymous 453783","clay","","Nisaba 15, 0343","SRC-103; SRC-102","2026-09-08"
"DRA-0326","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P453783","10","{na4}gug","na4","2(gesz2) {na4}gug hi-a","Ur III (ca. 2100-2000 BC)","Irisagrig (mod. uncertain)","private: anonymous, unlocated","Anonymous 453783","clay","","Nisaba 15, 0343","SRC-103; SRC-102","2026-09-08"
"DRA-0327","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P466845","52","{na4}gug","na4","sza2-a-tu2 _ku3-babbar ku3-sig17 {na4}gug {na4}za-gin3 {na4}nir2 {na4}musz-gir2_","Neo-Assyrian (ca. 911-612 BC)","Assur (mod. Qalat Sherqat)","Vorderasiatisches Museum, Berlin, Germany","VA 08248","stone","Ass 11159","RINAP 3/2 Sennacherib 168, ex. 001","SRC-103; SRC-102","2026-09-08"
"DRA-0328","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P467041","30","_{na4}gug","na4","_i7_ szu-a-tu _{lu2}masz-masz {lu2}gala_ u2-ma-'e-er-ma u2-szat-[...] _{na4}gug {na4}za-gin3 {na4}musz-gir2 {na4}nir2 {na4}babbar-dili-mesz_","Neo-Assyrian (ca. 911-612 BC)","uncertain (mod. Bavian)","unlocated","unknown","stone","","RINAP 3/2 Sennacherib 223, ex. 001","SRC-103; SRC-102","2026-09-08"
"DRA-0329","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P467170","20'","_{na4}gug","na4","_{na4}gug {na4}za-gin3 {na4}musz-gir2 {na4}babbar-dili-mesz na4-mesz_ ni-siq-ti _bal-gi{ku6} nig2-bun2-na{ku6}_ tam-szil pi2-ti-iq","Neo-Assyrian (ca. 911-612 BC)","Nineveh (mod. Kuyunjik)","","","composite","","RINAP 3/2 Sennacherib 155 composite","SRC-103; SRC-102","2026-09-08"
"DRA-0330","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P467177","27'","{na4}gug","na4","_{gesz}haszhur_ a-bi _{na4}zu2 {na4}gug {na4}za-gin3_ i-lab-bu-ni","Neo-Assyrian (ca. 911-612 BC)","Nineveh (mod. Kuyunjik)","","","composite","","RINAP 3/2 Sennacherib 162 composite","SRC-103; SRC-102","2026-09-08"
"DRA-0331","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P467183","52","{na4}gug","na4","sza2-a-tu2 _ku3-babbar ku3-sig17 {na4}gug {na4}za-gin3 {na4}nir2 {na4}musz-gir2_","Neo-Assyrian (ca. 911-612 BC)","Assur (mod. Qalat Sherqat)","","","composite","","RINAP 3/2 Sennacherib 168 composite","SRC-103; SRC-102","2026-09-08"
"DRA-0332","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P467237","27","_{na4}gug","na4","a-na pa-te-e _i7_ szu-a-tu _{lu2}masz-masz {lu2}gala_ u2-ma-'e-er-ma u2-szat-[...] _{na4}gug {na4}za-gin3 {na4}musz-gir2 {na4}nir2 {na4}babbar-dili-mesz_","Neo-Assyrian (ca. 911-612 BC)","uncertain (mod. Bavian)","","","composite","","RINAP 3/2 Sennacherib 223 composite","SRC-103; SRC-102","2026-09-08"
"DRA-0333","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P469516","228","{na4}gug","na4","dar{muszen}-dar{muszen} kur-ra sun4 {na4}gug he2-em-la2","Old Babylonian (ca. 1900-1600 BC)","Nippur (mod. Nuffar)","","","composite","","CDLI Literary 000334 (Enki and World Order) composite","SRC-103; SRC-102","2026-09-08"
"DRA-0334","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P469517","36","{na4}gug","na4","temen-zu {na4}gug im-ma-da-an-sa2","Old Babylonian (ca. 1900-1600 BC)","","","","composite","","CDLI Literary 000335 (Enki's Journey to Niippur) composite","SRC-103; SRC-102","2026-09-08"
"DRA-0335","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P469521","56","{na4}gug","na4","zi-pa-ag2 ku3-ga-na {na4}gug gi-rin-na si ba-ni-in-sa2-sa2","Old Babylonian (ca. 1900-1600 BC)","","","","composite","","CDLI Literary 000339 (Inanna and Ebih) composite","SRC-103; SRC-102","2026-09-08"
"DRA-0336","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P469530","432","{na4}gug","na4","en-me-en {na4}gug me-re-kul-la-za mu-bi he2-sa4","Old Babylonian (ca. 1900-1600 BC)","","","","composite","","CDLI Literary 000351 (Ninurta's Exploits [Lugale]) composite","SRC-103; SRC-102","2026-09-08"
"DRA-0337","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P469530","434","{na4}gug","na4","u4-da {na4}u2 ub-tag {na4}gug buru3-da ur5 he2-en-na-nam-ma","Old Babylonian (ca. 1900-1600 BC)","","","","composite","","CDLI Literary 000351 (Ninurta's Exploits [Lugale]) composite","SRC-103; SRC-102","2026-09-08"
"DRA-0338","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P469530","529","{na4}gug","na4","{na4}nir {na4}gug {na4}za-gin3-na gu3 ba-an-de2-e","Old Babylonian (ca. 1900-1600 BC)","","","","composite","","CDLI Literary 000351 (Ninurta's Exploits [Lugale]) composite","SRC-103; SRC-102","2026-09-08"
"DRA-0339","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P469530","530","{na4}gug-gazi","na4","{na4}amasz-pa-e3 {na4}sza-ba {na4}hu-ri2-zum {na4}gug-gazi {na4}mar-ha-li","Old Babylonian (ca. 1900-1600 BC)","","","","composite","","CDLI Literary 000351 (Ninurta's Exploits [Lugale]) composite","SRC-103; SRC-102","2026-09-08"
"DRA-0340","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P469668","18","{na4}gug","na4","ku3 {na4}gug i3?-gar i-sur-sur-me-esz ga? u5?","Old Babylonian (ca. 1900-1600 BC)","","","","composite","","CDLI Literary 000362 (Gilgamesh and the Bull of Heaven) composite","SRC-103; SRC-102","2026-09-08"
"DRA-0341","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P469673","29","{na4}gug","na4","hur-sag {na4}gug igi gun3 {d}inanna-ka","Old Babylonian (ca. 1900-1600 BC)","","","","composite","","CDLI Literary 000368 (Lugalbanda and Anzu) composite","SRC-103; SRC-102","2026-09-08"
"DRA-0342","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P469674","372","{na4}gug","na4","en kul-aba4{ki}-a-ra {na4}gug lul-la-me-a ga-mu-na-dur2-ru-ne-en-de3-en","Old Babylonian (ca. 1900-1600 BC)","","","","composite","","CDLI Literary 000369 (Enmerkar and the Lord of Aratta) composite","SRC-103; SRC-102","2026-09-08"
"DRA-0343","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P469674","408","{na4}gug","na4","{na4}gug nam-me {na4}za-gin3 nam-me","Old Babylonian (ca. 1900-1600 BC)","","","","composite","","CDLI Literary 000369 (Enmerkar and the Lord of Aratta) composite","SRC-103; SRC-102","2026-09-08"
"DRA-0344","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P469674","453","{na4}gug","na4","en kul-aba4{ki}-ra {na4}gug lul-la-me-a mu-na-dur2-ru-ne-en-de3-en","Old Babylonian (ca. 1900-1600 BC)","","","","composite","","CDLI Literary 000369 (Enmerkar and the Lord of Aratta) composite","SRC-103; SRC-102","2026-09-08"
"DRA-0345","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P469688","107","{na4}gug","na4","{na4}gug ku3? nig2 gaba dingir-re-e-ne","Old Babylonian (ca. 1900-1600 BC)","","","","composite","","CDLI Literary 000386 (Ur-Namma A) composite","SRC-103; SRC-102","2026-09-08"
"DRA-0346","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P469688","39","{na4}gug","na4","{na4}gug ku3? x x x dingir-re-e-ne-ke4","Old Babylonian (ca. 1900-1600 BC)","","","","composite","","CDLI Literary 000386 (Ur-Namma A) composite","SRC-103; SRC-102","2026-09-08"
"DRA-0347","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P473727","14","{na4}gug","na4","{na4}gug {na4}za-gin3 gar-ra-ta a-ab-du3-du3-a 3(u) sar-am3 i-ib2-KU","Old Babylonian (ca. 1900-1600 BC)","","","","composite","","CDLI Literary 000539 (Letter from Aradmu to Shulgi about Apillasha) composite","SRC-103; SRC-102","2026-09-08"
"DRA-0348","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P478853","110","{na4}gug","na4","kur un3-na kur {na4}gug {na4}za-gin3-na giri17 ki-sze3 mu-ra-an-te","Old Babylonian (ca. 1900-1600 BC)","","","","composite","","CDLI Literary 000624 (Inanna C) composite","SRC-103; SRC-102","2026-09-08"
"DRA-0349","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P478911","51","{na4}gug-ta","na4","muszen {na4}gug-ta gug {na4}za-gin3-ta za-gin3","Old Babylonian (ca. 1900-1600 BC)","","","","composite","","CDLI Literary 000692 (Nanshe C) composite","SRC-103; SRC-102","2026-09-08"
"DRA-0350","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P478963","24","{na4}gug","na4","{na4}gug kal-la {na4}du8-szi-a mar-ha-szi{ki}","Old Babylonian (ca. 1900-1600 BC)","","","","composite","","CDLI Literary 000775 (Lu-dingira to Mother) composite","SRC-103; SRC-102","2026-09-08"
"DRA-0351","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P479872","262","{na4}gug","na4","{na4}nir7-igi {na4}gug {na4}...","Old Babylonian (ca. 1900-1600 BC)","","","","composite","","CDLI Literary 000451 (Ishme-Dagan A+V) composite","SRC-103; SRC-102","2026-09-08"
"DRA-0352","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P491662","107","{na4}gug","na4","ku3-sig17 {na4}gug za-gin3-a-ta","Old Babylonian (ca. 1900-1600 BC)","Nippur (mod. Nuffar)","","","composite","","CDLI Literary 000499 (Enlil-bani A) composite","SRC-103; SRC-102","2026-09-08"
"DRA-0353","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P492501","40","{na4}gug","na4","mu alan {na4}gug {na4}za-gin3 szu-du7 e2-{d}nanna-sze3 i-[ni-in-tu-ri]","Old Babylonian (ca. 1900-1600 BC)","Larsa (mod. Tell as-Senkereh) ?","Louvre Museum, Paris, France","AO 07025","clay","","RA 015, 001-0051","SRC-103; SRC-102","2026-09-08"
"DRA-0354","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P500761","5","{na4}gug-ga-nu2","na4","{na4}gug-ga-nu2 {d}nin-sun2","","","","","","","","SRC-103; SRC-102","2026-09-08"
"DRA-0355","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P509361","6'","_{na4}gug","na4","_{na4}gug {na4}babbar-dili {na4}babbar-min5_ {na4}x x x?","Neo-Assyrian (ca. 911-612 BC)","Nineveh (mod. Kuyunjik)","","","clay","","RINAP 4 Esarhaddon x2006 composite","SRC-103; SRC-102","2026-09-08"
"DRA-0356","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P514376","13","{na4}gug","na4","nig2-ezem-ma {na4}gug na2","Ur III (ca. 2100-2000 BC)","Puzriš-Dagan (mod. Drehem)","Carnegie Museum of Natural History, Pittsburgh, Pennsylvania, USA","CMNH 30498-01","clay","","Halton diss. no. 40","SRC-103; SRC-102","2026-09-08"
"DRA-0357","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P514511","74'","_{na4}gug_","na4","_{na4}gug_ [...]","Early Old Babylonian (ca. 2000-1900 BC)","Isin (mod. Bahriyat)","","","clay","","RIME 4.01.04.09 composite","SRC-103; SRC-102","2026-09-08"
"DRA-0358","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P518975","79'","_{na4}gug_","na4","t,up-pi2 _ku3-sig17 {na4}za-gin3_ u3 _{na4}gug_","Neo-Babylonian (ca. 626-539 BC)","Larsa (mod. Tell as-Senkereh)","","","composite","","RINBE 2, Nabonidus 23 composite","SRC-103; SRC-102","2026-09-08"
"DRA-0359","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P519092","19","_{na4}gug","na4","[...] x? x-qu? _{na4}babbar-dili_ x x? x _{na4}gug {na4}za-gin3_ x x? x x [...]","Neo-Babylonian (ca. 626-539 BC)","Tema (mod. Tayma)","","","composite","","RINBE 2, Nabonidus 56 composite","SRC-103; SRC-102","2026-09-08"
"DRA-0360","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P519093","19","_{na4}gug#","na4","[...] x? x-qu? _{na4}babbar-dili_ [x x? x] _{na4}gug# {na4#}za#-gin3#_ x x? x x [...]","Neo-Babylonian (ca. 626-539 BC)","Tema (mod. Tayma)","Tayma, Saudi Arabia","unknown","stone","Tayma 00488","RINBE 2, Nabonidus 56, ex. 01","SRC-103; SRC-102","2026-09-08"
"DRA-0361","DILMUN","BOUND-IN-COMPOUND-OR-NAME","no {na4}","P227787","7","e2-tilmun-na","","e2-tilmun-na","Early Old Babylonian (ca. 2000-1900 BC)","","University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, Pennsylvania, USA","CBS 14181","clay","","RIME 4.02.13.27, ex. 03-04","SRC-103; SRC-102","2026-09-08"
"DRA-0362","DILMUN","BOUND-IN-COMPOUND-OR-NAME","no {na4}","P269938","7","e2#-tilmun#-na#","","e2#-tilmun#-na#","Early Old Babylonian (ca. 2000-1900 BC)","Ur (mod. Tell Muqayyar)","University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, Pennsylvania, USA","CBS 15616","clay","U 00166","RIME 4.02.13.27, ex. 10","SRC-103; SRC-102","2026-09-08"
"DRA-0363","DILMUN","BOUND-IN-COMPOUND-OR-NAME","no {na4}","P272904","7","e2-tilmun-na","","e2-tilmun-na","Early Old Babylonian (ca. 2000-1900 BC)","uncertain (mod. uncertain)","Walters Art Museum, Baltimore, Maryland, USA","WAM 48.1801","clay","","RIME 4.02.13.27, ex. 07","SRC-103; SRC-102","2026-09-08"
"DRA-0364","DILMUN","BOUND-IN-COMPOUND-OR-NAME","no {na4}","P291388","7","e2-tilmun-na","","e2-tilmun-na","Early Old Babylonian (ca. 2000-1900 BC)","","Nies Babylonian Collection, Yale Babylonian Collection, New Haven, Connecticut, USA","NBC 06064","clay","","RIME 4.02.13.27, ex. 05","SRC-103; SRC-102","2026-09-08"
"DRA-0365","DILMUN","BOUND-IN-COMPOUND-OR-NAME","no {na4}","P304570","7","e2-tilmun-na","","e2-tilmun-na","Early Old Babylonian (ca. 2000-1900 BC)","","Yale Babylonian Collection, New Haven, Connecticut, USA","YBC 02174","clay","","RIME 4.02.13.27, ex. 01-02","SRC-103; SRC-102","2026-09-08"
"DRA-0366","DILMUN","BOUND-IN-COMPOUND-OR-NAME","no {na4}","P304570","7","e2-tilmun-na","","e2-tilmun-na","Early Old Babylonian (ca. 2000-1900 BC)","","Yale Babylonian Collection, New Haven, Connecticut, USA","YBC 02174","clay","","RIME 4.02.13.27, ex. 01-02","SRC-103; SRC-102","2026-09-08"
"DRA-0367","DILMUN","BOUND-IN-COMPOUND-OR-NAME","no {na4}","P343004","32","e2-dilmun-na","","urim2{ki}-ma e2-dilmun-na <ma-a-kam>","Old Babylonian (ca. 1900-1600 BC)","uncertain (mod. uncertain)","Vorderasiatisches Museum, Berlin, Germany","VAT 07025","clay","","CDLI Literary 000483, ex. 001 & 000494, ex. 002 & 000627, ex. 003 & 000691, ex. 001","SRC-103; SRC-102","2026-09-08"
"DRA-0368","DILMUN","BOUND-IN-COMPOUND-OR-NAME","no {na4}","P345597","6'","e2-dilmun#-na#","","uri2{ki}-ma e2-dilmun#-na# mu-un-szub","Old Babylonian (ca. 1900-1600 BC)","Nippur (mod. Nuffar)","Hilprecht Collection, University of Jena, Germany","HS 1480 + HS 1580 + HS 2505","clay","","CDLI Literary 000343, ex. 031","SRC-103; SRC-102","2026-09-08"
"DRA-0369","DILMUN","BOUND-IN-COMPOUND-OR-NAME","no {na4}","P448418","32","e2-tilmun-na","","e2-tilmun-na","Early Old Babylonian (ca. 2000-1900 BC)","Ur (mod. Tell Muqayyar)","","","composite","","RIME 4.02.13.27 composite","SRC-103; SRC-102","2026-09-08"
"DRA-0370","DILMUN","BOUND-IN-COMPOUND-OR-NAME","no {na4}","P468903","13","e2-dilmun-na","","b. uri2{ki}-ma e2-dilmun-na mu-un-szub kur-ra ba-e-a-e11","Old Babylonian (ca. 1900-1600 BC)","Nippur (mod. Nuffar)","","","composite","","CDLI Literary 000343 (Inanna's Descent) composite","SRC-103; SRC-102","2026-09-08"
"DRA-0371","DILMUN","BOUND-IN-COMPOUND-OR-NAME","no {na4}","P478856","25","e2-dilmun-na","","uri2{ki}-ma e2-dilmun-na ma-a-kam","Old Babylonian (ca. 1900-1600 BC)","","","","composite","","CDLI Literary 000627 (Inanna F) composite","SRC-103; SRC-102","2026-09-08"
"DRA-0372","DILMUN","COMMODITY-QUALIFIER","no {na4}","P020174","3","{gada}dilmun-u3-la2","gada","1(asz@c) {gada}dilmun-u3-la2","ED IIIb (ca. 2500-2340 BC)","Girsu (mod. Tello)","Vorderasiatisches Museum, Berlin, Germany","VAT 04859","clay","","VS 14, 163","SRC-103; SRC-102","2026-09-08"
"DRA-0373","DILMUN","COMMODITY-QUALIFIER","no {na4}","P020174","4","{gada}dilmun-u3-la2","gada","1(asz@c) {gada}dilmun-u3-la2","ED IIIb (ca. 2500-2340 BC)","Girsu (mod. Tello)","Vorderasiatisches Museum, Berlin, Germany","VAT 04859","clay","","VS 14, 163","SRC-103; SRC-102","2026-09-08"
"DRA-0374","DILMUN","COMMODITY-QUALIFIER","no {na4}","P020174","5","{gada}dilmun-u3-la2","gada","1(asz@c) {gada}dilmun-u3-la2","ED IIIb (ca. 2500-2340 BC)","Girsu (mod. Tello)","Vorderasiatisches Museum, Berlin, Germany","VAT 04859","clay","","VS 14, 163","SRC-103; SRC-102","2026-09-08"
"DRA-0375","DILMUN","COMMODITY-QUALIFIER","no {na4}","P020175","3","{gada}dilmun-u3-la2","gada","1(asz@c) {gada}dilmun-u3-la2","ED IIIb (ca. 2500-2340 BC)","Girsu (mod. Tello)","Vorderasiatisches Museum, Berlin, Germany","VAT 04651","clay","","VS 14, 164","SRC-103; SRC-102","2026-09-08"
