canonical_id,canonical_title,programme_type,origin_documents,origin_item_ids,owner_intent,target_audiences,current_routes,research_records,prototype_records,coverage_status,evidence_status,editorial_status,product_status,publication_status,what_exists,what_is_missing,contradictions_or_risks,research_required,museum_copy_required,visual_or_interaction_required,child_or_classroom_role,rights_or_consent_requirements,dependencies,recommended_release,release_role,rationale
what-travelled.html,What Travelled: Indian Culture Across Asia and What Did Not,current intended page,Current site route; exact 133-page inventory; full backlog; relevant deck/running-list material,BL-6; BL-15; BL-16; BL-17; BL-18; BL-31; BL-52,"Use this page only for compare who is speaking and whether the source is self-description, opponent report or later transmission. Its published existence does not confer verified status.",public; scholar; child/classroom only through an approved adapted action,what-travelled.html,03-REGISTERS/inherited-claims.csv; 02-SOURCES/access-ledger.csv; NONE LOCATED for accepted Pāli/Prakrit/Jain/Aśokan/Chinese-pilgrim corpus parity,site main prototypes/ only where threshold/field grammar applies,KEEP AS CONTEXT,uncertified unless an accepted record is named,partial; action in route map,partial or reading-only,live,"1459 visible words, 4 citation signals, 32 links; exact related routes: brahmavadini.html; bronkhorst.html; how-buddhism-left.html; panini.html; the-broken-chain.html; the-computed-dawn.html; the-eastern-tradition.html",Convert the load-bearing propositions on What Travelled: Indian Culture Across Asia and What Did Not into claim-to-record links; structural citation signals (4) are not verification.,No specific factual error established here; later claim audit remains required.,03-REGISTERS/inherited-claims.csv; 02-SOURCES/access-ledger.csv; NONE LOCATED for accepted Pāli/Prakrit/Jain/Aśokan/Chinese-pilgrim corpus parity,Rewrite only after claim-to-record mapping; retain as context when investigation value is low.,"Parallel source/voice viewer that distinguishes self-description, rival report, later commentary and modern reconstruction. For this route, centre the composition on “What Travelled: Indian Culture Across Asia and What Did Not”.","Child/classroom role: Compare who is speaking and whether the source is self-description, opponent report or later transmission. only if included in an approved vertical.",Rights review for sources/assets; community consent where identity or living knowledge is represented.,03-REGISTERS/inherited-claims.csv; 02-SOURCES/access-ledger.csv; NONE LOCATED for accepted Pāli/Prakrit/Jain/Aśokan/Chinese-pilgrim corpus parity → route brief → correction/interaction acceptance.,RELEASE 2,retained context,"Route role is retained context; prominence follows evidence and museum value, not page count."
what-varna-meant.html,What Varna Meant in the Rigveda: All 23 Occurrences,current intended page,Current site route; exact 133-page inventory; full backlog; relevant deck/running-list material,BL-1; BL-2; BL-5; BL-6; BL-12; BL-18; BL-31; BL-52,Use this page only for test a public count by inspecting included and excluded occurrences in context. Its published existence does not confer verified status.,public; scholar; child/classroom only through an approved adapted action,what-varna-meant.html,03-REGISTERS/rigveda-pur-family.csv; 03-REGISTERS/rigveda-pur-passages.csv; 03-REGISTERS/rigveda-varna.csv; 03-REGISTERS/rigveda-varna-occurrences.csv; 04-AUDITS/rigveda-pur-family-method.md; 06-BRIEFS/pur-4j-corpus.md; open research PR #30,site main prototypes/ only where threshold/field grammar applies,CORRECT CLAIMS,uncertified unless an accepted record is named,partial; action in route map,partial or reading-only,live,"1536 visible words, 2 citation signals, 43 links; exact related routes: caste-vocabulary-curve.html; criminalised-today.html; dasa-forts-rigveda.html; four-varnas-one-verse.html; geography-in-vedic-texts.html; mitanni.html; mlecha.html","Resolve the named correction before prominence; bind every changed claim to locator, evidence role, counter-evidence and revision.","The total 23 reproduces, but the live list and corpus register are not the same 23; RV 4.5.13 is absent from the page and RV 1.113.6 absent from the corpus list. Sense sorting remains unverified.",03-REGISTERS/rigveda-pur-family.csv; 03-REGISTERS/rigveda-pur-passages.csv; 03-REGISTERS/rigveda-varna.csv; 03-REGISTERS/rigveda-varna-occurrences.csv; 04-AUDITS/rigveda-pur-family-method.md; 06-BRIEFS/pur-4j-corpus.md; open research PR #30,Rewrite only after claim-to-record mapping; retain as context when investigation value is low.,"Searchable verse/source viewer with lemma, form, translation variants, passage context and counted/not-counted reason; never use book order as a date axis. For this route, centre the composition on “What Varna Meant in the Rigveda: All 23 Occurrences”.",Child/classroom role: Test a public count by inspecting included and excluded occurrences in context. only if included in an approved vertical.,Rights review for sources/assets; community consent where identity or living knowledge is represented.,03-REGISTERS/rigveda-pur-family.csv; 03-REGISTERS/rigveda-pur-passages.csv; 03-REGISTERS/rigveda-varna.csv; 03-REGISTERS/rigveda-varna-occurrences.csv; 04-AUDITS/rigveda-pur-family-method.md; 06-BRIEFS/pur-4j-corpus.md; open research PR #30 → route brief → correction/interaction acceptance.,RELEASE 1,safety correction,"Route role is safety correction; prominence follows evidence and museum value, not page count."
when-the-mixing-stopped.html,When the Mixing Stopped: Founder Events and Dravidian,current intended page,Current site route; exact 133-page inventory; full backlog; relevant deck/running-list material,BL-9; BL-10; BL-11; BL-13; BL-14; BL-18; BL-31; BL-40; BL-58; BL-69,"Use this page only for compare forms and choose which history each observation supports, complicates or cannot decide. Its published existence does not confer verified status.",public; scholar; child/classroom only through an approved adapted action,when-the-mixing-stopped.html,03-REGISTERS/domain-e-claims.csv; 03-REGISTERS/domain-e-measurements.csv; 03-REGISTERS/domain-m-brahui-position.csv; 04-AUDITS/domain-m-adversarial-review-2026-09-07.md; 05-HOLDS/HOLD-004-north-dravidian-comparative-evidence.md; open research PR #22,site main prototypes/ only where threshold/field grammar applies,DEEPEN,uncertified unless an accepted record is named,partial; action in route map,partial or reading-only,live,"4373 visible words, 8 citation signals, 21 links; exact related routes: dravidian-sounds-sanskrit-lacks.html; elamo-dravidian-hypothesis.html; kinship-terms-south-asia.html; the-deep-root.html; the-father-tongue.html; the-languages-we-lost.html; the-northwest-cousin.html",Convert the load-bearing propositions on When the Mixing Stopped: Founder Events and Dravidian into claim-to-record links; structural citation signals (8) are not verification.,No specific factual error established here; later claim audit remains required.,03-REGISTERS/domain-e-claims.csv; 03-REGISTERS/domain-e-measurements.csv; 03-REGISTERS/domain-m-brahui-position.csv; 04-AUDITS/domain-m-adversarial-review-2026-09-07.md; 05-HOLDS/HOLD-004-north-dravidian-comparative-evidence.md; open research PR #22,Rewrite only after claim-to-record mapping; retain as context when investigation value is low.,"Side-by-side form/sound table with audio only where consented; map attestation, contact and proposed shift separately; no family-tree certainty from lexical counts. For this route, centre the composition on “When the Mixing Stopped: Founder Events and Dravidian”.","Child/classroom role: Compare forms and choose which history each observation supports, complicates or cannot decide. only if included in an approved vertical.",Rights review for sources/assets; community consent where identity or living knowledge is represented.,03-REGISTERS/domain-e-claims.csv; 03-REGISTERS/domain-e-measurements.csv; 03-REGISTERS/domain-m-brahui-position.csv; 04-AUDITS/domain-m-adversarial-review-2026-09-07.md; 05-HOLDS/HOLD-004-north-dravidian-comparative-evidence.md; open research PR #22 → route brief → correction/interaction acceptance.,RELEASE 2,retained context,"Route role is retained context; prominence follows evidence and museum value, not page count."
where-music-begins.html,Where Music Begins: Instruments Before and Around the Indus,current intended page,Current site route; exact 133-page inventory; full backlog; relevant deck/running-list material,BL-14; BL-18; BL-31; BL-39; BL-40; BL-58; BL-61; BL-69,"Use this page only for move among text, commentary, material setting and living interpretation without collapsing them. Its published existence does not confer verified status.",public; scholar; child/classroom only through an approved adapted action,where-music-begins.html,06-BRIEFS/mvp-fifteen/05-tinai.md; 06-BRIEFS/mvp-fifteen/10-kural.md; 06-BRIEFS/mvp-fifteen/11-sound-changes.md; 02-SOURCES/access-ledger.csv; NONE LOCATED for an accepted Tamil-corpus parity set,site main prototypes/ only where threshold/field grammar applies,KEEP AS CONTEXT,uncertified unless an accepted record is named,partial; action in route map,partial or reading-only,live,"2056 visible words, 1 citation signals, 21 links; exact related routes: kural.html; music.html; the-guilds-and-the-raid.html; the-lost-harp.html; tinai.html",Convert the load-bearing propositions on Where Music Begins: Instruments Before and Around the Indus into claim-to-record links; structural citation signals (1) are not verification.,No specific factual error established here; later claim audit remains required.,06-BRIEFS/mvp-fifteen/05-tinai.md; 06-BRIEFS/mvp-fifteen/10-kural.md; 06-BRIEFS/mvp-fifteen/11-sound-changes.md; 02-SOURCES/access-ledger.csv; NONE LOCATED for an accepted Tamil-corpus parity set,Rewrite only after claim-to-record mapping; retain as context when investigation value is low.,"Text/object/audio encounter separating early textual meaning, commentary, later/living interpretation and MelaKeela’s contemporary use; no generic landscape decoration. For this route, centre the composition on “Where Music Begins: Instruments Before and Around the Indus”.","Child/classroom role: Move among text, commentary, material setting and living interpretation without collapsing them. only if included in an approved vertical.",Rights review for sources/assets; community consent where identity or living knowledge is represented.,06-BRIEFS/mvp-fifteen/05-tinai.md; 06-BRIEFS/mvp-fifteen/10-kural.md; 06-BRIEFS/mvp-fifteen/11-sound-changes.md; 02-SOURCES/access-ledger.csv; NONE LOCATED for an accepted Tamil-corpus parity set → route brief → correction/interaction acceptance.,RELEASE 2,retained context,"Route role is retained context; prominence follows evidence and museum value, not page count."
who-named-india.html,"Who Named India: Sindhu, Hindu, and the Exonym Chain",current intended page,Current site route; exact 133-page inventory; full backlog; relevant deck/running-list material,BL-6; BL-18; BL-26; BL-31; BL-42; BL-43; BL-45; BL-52; BL-55,"Use this page only for trace a claim backward through author, archive, translation, funding and omission. Its published existence does not confer verified status.",public; scholar; child/classroom only through an approved adapted action,who-named-india.html,04-AUDITS/ARCHIVE-AND-POWER-AUDIT.csv; 04-AUDITS/BIAS-FAILURE-LOG.csv; 06-BRIEFS/mvp-fifteen/14-custody.md; 06-BRIEFS/mvp-fifteen/15-the-archive.md,site main prototypes/ only where threshold/field grammar applies,KEEP AS CONTEXT,uncertified unless an accepted record is named,partial; action in route map,partial or reading-only,live,"1171 visible words, 3 citation signals, 17 links; exact related routes: authorship-attribution-ancient-texts.html; chains-of-transmission.html; foreign-accounts-ancient-india.html; forest-peoples-sanskrit-record.html; indology.html; manuscript-custody.html; naming-in-ancient-india.html","Convert the load-bearing propositions on Who Named India: Sindhu, Hindu, and the Exonym Chain into claim-to-record links; structural citation signals (3) are not verification.",No specific factual error established here; later claim audit remains required.,04-AUDITS/ARCHIVE-AND-POWER-AUDIT.csv; 04-AUDITS/BIAS-FAILURE-LOG.csv; 06-BRIEFS/mvp-fifteen/14-custody.md; 06-BRIEFS/mvp-fifteen/15-the-archive.md,Rewrite only after claim-to-record mapping; retain as context when investigation value is low.,"Source-genealogy network showing who recorded, preserved, translated, funded and excluded; motive appears only when documented. For this route, centre the composition on “Who Named India: Sindhu, Hindu, and the Exonym Chain”.","Child/classroom role: Trace a claim backward through author, archive, translation, funding and omission. only if included in an approved vertical.",Rights review for sources/assets; community consent where identity or living knowledge is represented.,04-AUDITS/ARCHIVE-AND-POWER-AUDIT.csv; 04-AUDITS/BIAS-FAILURE-LOG.csv; 06-BRIEFS/mvp-fifteen/14-custody.md; 06-BRIEFS/mvp-fifteen/15-the-archive.md → route brief → correction/interaction acceptance.,RELEASE 2,retained context,"Route role is retained context; prominence follows evidence and museum value, not page count."
who-was-allowed-to-know.html,Who Was Allowed to Know: Secrecy as a Social Instrument,current intended page,Current site route; exact 133-page inventory; full backlog; relevant deck/running-list material,BL-6; BL-18; BL-26; BL-31; BL-42; BL-43; BL-45; BL-52; BL-55,"Use this page only for trace a claim backward through author, archive, translation, funding and omission. Its published existence does not confer verified status.",public; scholar; child/classroom only through an approved adapted action,who-was-allowed-to-know.html,04-AUDITS/ARCHIVE-AND-POWER-AUDIT.csv; 04-AUDITS/BIAS-FAILURE-LOG.csv; 06-BRIEFS/mvp-fifteen/14-custody.md; 06-BRIEFS/mvp-fifteen/15-the-archive.md,site main prototypes/ only where threshold/field grammar applies,KEEP AS CONTEXT,uncertified unless an accepted record is named,partial; action in route map,partial or reading-only,live,"2069 visible words, 11 citation signals, 26 links; exact related routes: authorship-attribution-ancient-texts.html; chains-of-transmission.html; foreign-accounts-ancient-india.html; forest-peoples-sanskrit-record.html; indology.html; manuscript-custody.html; naming-in-ancient-india.html",Convert the load-bearing propositions on Who Was Allowed to Know: Secrecy as a Social Instrument into claim-to-record links; structural citation signals (11) are not verification.,No specific factual error established here; later claim audit remains required.,04-AUDITS/ARCHIVE-AND-POWER-AUDIT.csv; 04-AUDITS/BIAS-FAILURE-LOG.csv; 06-BRIEFS/mvp-fifteen/14-custody.md; 06-BRIEFS/mvp-fifteen/15-the-archive.md,Rewrite only after claim-to-record mapping; retain as context when investigation value is low.,"Source-genealogy network showing who recorded, preserved, translated, funded and excluded; motive appears only when documented. For this route, centre the composition on “Who Was Allowed to Know: Secrecy as a Social Instrument”.","Child/classroom role: Trace a claim backward through author, archive, translation, funding and omission. only if included in an approved vertical.",Rights review for sources/assets; community consent where identity or living knowledge is represented.,04-AUDITS/ARCHIVE-AND-POWER-AUDIT.csv; 04-AUDITS/BIAS-FAILURE-LOG.csv; 06-BRIEFS/mvp-fifteen/14-custody.md; 06-BRIEFS/mvp-fifteen/15-the-archive.md → route brief → correction/interaction acceptance.,RELEASE 2,retained context,"Route role is retained context; prominence follows evidence and museum value, not page count."
who-writes-the-textbook.html,Who Writes India's History Textbooks: The Danino Case,current intended page,Current site route; exact 133-page inventory; full backlog; relevant deck/running-list material,BL-6; BL-18; BL-26; BL-31; BL-42; BL-43; BL-45; BL-52; BL-55,"Use this page only for trace a claim backward through author, archive, translation, funding and omission. Its published existence does not confer verified status.",public; scholar; child/classroom only through an approved adapted action,who-writes-the-textbook.html,04-AUDITS/ARCHIVE-AND-POWER-AUDIT.csv; 04-AUDITS/BIAS-FAILURE-LOG.csv; 06-BRIEFS/mvp-fifteen/14-custody.md; 06-BRIEFS/mvp-fifteen/15-the-archive.md,site main prototypes/ only where threshold/field grammar applies,HOLD,uncertified unless an accepted record is named,partial; action in route map,partial or reading-only,live,"2001 visible words, 4 citation signals, 22 links; exact related routes: authorship-attribution-ancient-texts.html; chains-of-transmission.html; foreign-accounts-ancient-india.html; forest-peoples-sanskrit-record.html; indology.html; manuscript-custody.html; naming-in-ancient-india.html",Convert the load-bearing propositions on Who Writes India's History Textbooks: The Danino Case into claim-to-record links; structural citation signals (4) are not verification.,No specific factual error established here; later claim audit remains required.,04-AUDITS/ARCHIVE-AND-POWER-AUDIT.csv; 04-AUDITS/BIAS-FAILURE-LOG.csv; 06-BRIEFS/mvp-fifteen/14-custody.md; 06-BRIEFS/mvp-fifteen/15-the-archive.md,Rewrite only after claim-to-record mapping; retain as context when investigation value is low.,"Source-genealogy network showing who recorded, preserved, translated, funded and excluded; motive appears only when documented. For this route, centre the composition on “Who Writes India's History Textbooks: The Danino Case”.","Child/classroom role: Trace a claim backward through author, archive, translation, funding and omission. only if included in an approved vertical.",Rights review for sources/assets; community consent where identity or living knowledge is represented.,04-AUDITS/ARCHIVE-AND-POWER-AUDIT.csv; 04-AUDITS/BIAS-FAILURE-LOG.csv; 06-BRIEFS/mvp-fifteen/14-custody.md; 06-BRIEFS/mvp-fifteen/15-the-archive.md → route brief → correction/interaction acceptance.,RELEASE 1,safety correction,"Route role is safety correction; prominence follows evidence and museum value, not page count."
why-the-ranked-defend-the-ranking.html,Why the Ranked Defend the Ranking: Hindutva Without Brahmins,current intended page,Current site route; exact 133-page inventory; full backlog; relevant deck/running-list material,BL-1; BL-5; BL-6; BL-18; BL-26; BL-31; BL-52,Use this page only for track one term or institution across dated records and identify where the archive cannot support continuity. Its published existence does not confer verified status.,public; scholar; child/classroom only through an approved adapted action,why-the-ranked-defend-the-ranking.html,03-REGISTERS/rigveda-varna.csv; rigveda-varna-occurrences.csv; CORRECTIONS-PENDING.md; 03-REGISTERS/inherited-claims.csv,site main prototypes/ only where threshold/field grammar applies,KEEP AS CONTEXT,uncertified unless an accepted record is named,partial; action in route map,partial or reading-only,live,"2274 visible words, 4 citation signals, 21 links; exact related routes: birth-was-not-always-destiny.html; caste-enforcement-mechanism.html; caste-survives-conversion.html; caste-was-law.html; climbing-the-ladder.html; counted-as-nothing.html; jatization.html",Convert the load-bearing propositions on Why the Ranked Defend the Ranking: Hindutva Without Brahmins into claim-to-record links; structural citation signals (4) are not verification.,No specific factual error established here; later claim audit remains required.,03-REGISTERS/rigveda-varna.csv; rigveda-varna-occurrences.csv; CORRECTIONS-PENDING.md; 03-REGISTERS/inherited-claims.csv,Rewrite only after claim-to-record mapping; retain as context when investigation value is low.,"Term-and-institution timeline with place/genre/date filters, counterexamples and archive gaps; avoid a single inevitable curve. For this route, centre the composition on “Why the Ranked Defend the Ranking: Hindutva Without Brahmins”.",Child/classroom role: Track one term or institution across dated records and identify where the archive cannot support continuity. only if included in an approved vertical.,Rights review for sources/assets; community consent where identity or living knowledge is represented.,03-REGISTERS/rigveda-varna.csv; rigveda-varna-occurrences.csv; CORRECTIONS-PENDING.md; 03-REGISTERS/inherited-claims.csv → route brief → correction/interaction acceptance.,RELEASE 2,retained context,"Route role is retained context; prominence follows evidence and museum value, not page count."
BL-1,Audit every load-bearing factual claim,research programme,Full 89-item master backlog; September 4 reconciliation; deck/handoffs/current repositories as item-relevant,BL-1,Preserve the full intent and provenance of BL-1: Audit every load-bearing factual claim. Do not equate a related file with completion.,public; children 8–11 through different actions; classroom; scholarly; institutional as applicable,academia-battlefield.html; dasa-forts-rigveda.html; keeladi.html; the-northwest-cousin.html; the-proxy.html,04-AUDITS/REAUDIT-QUEUE.csv; BIAS-FAILURE-LOG.csv; CORRECTIONS-PENDING.md,NONE LOCATED,Item-specific coverage: academia-battlefield.html; dasa-forts-rigveda.html; keeladi.html; the-northwest-cousin.html; the-proxy.html; 04-AUDITS/REAUDIT-QUEUE.csv; BIAS-FAILURE-LOG.csv; CORRECTIONS-PENDING.md,separate record-level determination required,Museum copy for Audit every load-bearing factual claim is required and cannot outrun accepted evidence.,NONE LOCATED; product gate remains unmet unless the full backlog item acceptance condition is demonstrated.,partial / unbuilt / deferred as stated; never inferred from filename,"Inherited work recorded for BL-1: Earlier curatorial audits assigned risk across historical snapshots of 96, 105, 108 and later reported 133 routes/pages. Those counts cannot be treated as the same unit or as the current inventory. Linguistic and Rigvedic packets demonstrated why apparently sourced prose can still depend on one upstream scholar or unrun corpus search.",Missing for BL-1: an accepted output and demonstrable completion gate for Audit every load-bearing factual claim; current route expression is academia-battlefield.html; dasa-forts-rigveda.html; keeladi.html; the-northwest-cousin.html; the-proxy.html.,Risk specific to BL-1: confusing existing pages/components with delivery of Audit every load-bearing factual claim; conflicts must follow owner decisions then exact files.,04-AUDITS/REAUDIT-QUEUE.csv; BIAS-FAILURE-LOG.csv; CORRECTIONS-PENDING.md,Write question-first copy for Audit every load-bearing factual claim only from accepted records; use NONE LOCATED until those records exist.,Research-to-experience form for “Audit every load-bearing factual claim” must be selected only after its record set reaches the stated evidence threshold.,No standalone child build required for audit every load-bearing factual claim; expose it through an approved investigation when relevant.,Source and asset rights review required before any public expression of Audit every load-bearing factual claim; NONE LOCATED if no asset is used.,Named corpus/source retrieval → accepted record set → adversarial/domain review → page or interaction brief for Audit every load-bearing factual claim.,RELEASE 1,safety correction,BL-1 is assigned as safety correction because its nearest credible public contribution is research programme; prerequisites are named rather than hidden.
BL-2,Fix numerical inconsistencies,research programme,Full 89-item master backlog; September 4 reconciliation; deck/handoffs/current repositories as item-relevant,BL-2,Preserve the full intent and provenance of BL-2: Fix numerical inconsistencies. Do not equate a related file with completion.,public; children 8–11 through different actions; classroom; scholarly; institutional as applicable,artifact-atlas.html; dasa-forts-rigveda.html; enter.html; what-varna-meant.html,04-AUDITS/REAUDIT-QUEUE.csv; BIAS-FAILURE-LOG.csv; CORRECTIONS-PENDING.md,NONE LOCATED,Item-specific coverage: artifact-atlas.html; dasa-forts-rigveda.html; enter.html; what-varna-meant.html; 04-AUDITS/REAUDIT-QUEUE.csv; BIAS-FAILURE-LOG.csv; CORRECTIONS-PENDING.md,separate record-level determination required,Museum copy for Fix numerical inconsistencies is required and cannot outrun accepted evidence.,NONE LOCATED; product gate remains unmet unless the full backlog item acceptance condition is demonstrated.,partial / unbuilt / deferred as stated; never inferred from filename,Inherited work recorded for BL-2: Site-si,Missing for BL-2: an accepted output and demonstrable completion gate for Fix numerical inconsistencies; current route expression is artifact-atlas.html; dasa-forts-rigveda.html; enter.html; what-varna-meant.html.,Risk specific to BL-2: confusing existing pages/components with delivery of Fix numerical inconsistencies; conflicts must follow owner decisions then exact files.,04-AUDITS/REAUDIT-QUEUE.csv; BIAS-FAILURE-LOG.csv; CORRECTIONS-PENDING.md,Write question-first copy for Fix numerical inconsistencies only from accepted records; use NONE LOCATED until those records exist.,Research-to-experience form for “Fix numerical inconsistencies” must be selected only after its record set reaches the stated evidence threshold.,No standalone child build required for fix numerical inconsistencies; expose it through an approved investigation when relevant.,Source and asset rights review required before any public expression of Fix numerical inconsistencies; NONE LOCATED if no asset is used.,Named corpus/source retrieval → accepted record set → adversarial/domain review → page or interaction brief for Fix numerical inconsistencies.,RELEASE 1,safety correction,BL-2 is assigned as safety correction because its nearest credible public contribution is research programme; prerequisites are named rather than hidden.
BL-3,Establish one status vocabulary,research programme,Full 89-item master backlog; September 4 reconciliation; deck/handoffs/current repositories as item-relevant,BL-3,Preserve the full intent and provenance of BL-3: Establish one status vocabulary. Do not equate a related file with completion.,public; children 8–11 through different actions; classroom; scholarly; institutional as applicable,NONE LOCATED,04-AUDITS/REAUDIT-QUEUE.csv; BIAS-FAILURE-LOG.csv; CORRECTIONS-PENDING.md,NONE LOCATED,Item-specific coverage: NONE LOCATED; 04-AUDITS/REAUDIT-QUEUE.csv; BIAS-FAILURE-LOG.csv; CORRECTIONS-PENDING.md,separate record-level determination required,Museum copy for Establish one status vocabulary is required and cannot outrun accepted evidence.,NONE LOCATED; product gate remains unmet unless the full backlog item acceptance condition is demonstrated.,partial / unbuilt / deferred as stated; never inferred from filename,"Inherited work recorded for BL-3: “Provisional,” “under review,” “contested,” “live” and “in development” have been used as though interchangeable. Project files already require separate epistemic, editorial, publication, product and access dimensions.",Missing for BL-3: an accepted output and demonstrable completion gate for Establish one status vocabulary; current route expression is NONE LOCATED.,Risk specific to BL-3: confusing planning language with delivery of Establish one status vocabulary; conflicts must follow owner decisions then exact files.,04-AUDITS/REAUDIT-QUEUE.csv; BIAS-FAILURE-LOG.csv; CORRECTIONS-PENDING.md,Write question-first copy for Establish one status vocabulary only from accepted records; use NONE LOCATED until those records exist.,Research-to-experience form for “Establish one status vocabulary” must be selected only after its record set reaches the stated evidence threshold.,No standalone child build required for establish one status vocabulary; expose it through an approved investigation when relevant.,Source and asset rights review required before any public expression of Establish one status vocabulary; NONE LOCATED if no asset is used.,Named corpus/source retrieval → accepted record set → adversarial/domain review → page or interaction brief for Establish one status vocabulary.,RELEASE 2,expanded programme,BL-3 is assigned as expanded programme because its nearest credible public contribution is research programme; prerequisites are named rather than hidden.
BL-4,Formalize the epistemic constitution,research programme,Full 89-item master backlog; September 4 reconciliation; deck/handoffs/current repositories as item-relevant,BL-4,Preserve the full intent and provenance of BL-4: Formalize the epistemic constitution. Do not equate a related file with completion.,public; children 8–11 through different actions; classroom; scholarly; institutional as applicable,sources.html; the-ledger.html,04-AUDITS/REAUDIT-QUEUE.csv; BIAS-FAILURE-LOG.csv; CORRECTIONS-PENDING.md,NONE LOCATED,Item-specific coverage: sources.html; the-ledger.html; 04-AUDITS/REAUDIT-QUEUE.csv; BIAS-FAILURE-LOG.csv; CORRECTIONS-PENDING.md,separate record-level determination required,Museum copy for Formalize the epistemic constitution is required and cannot outrun accepted evidence.,NONE LOCATED; product gate remains unmet unless the full backlog item acceptance condition is demonstrated.,partial / unbuilt / deferred as stated; never inferred from filename,Inherited work recorded for BL-4: Core rules already exist: connection is not continuity; similarity is not descent; ancestry is not language; reconstruction is not attestation; inscriptions do not prove mass literacy; living practice does not automatically prove ancient survival; bridges are claims; absence needs a sampling context.,Missing for BL-4: an accepted output and demonstrable completion gate for Formalize the epistemic constitution; current route expression is sources.html; the-ledger.html.,Risk specific to BL-4: confusing existing pages/components with delivery of Formalize the epistemic constitution; conflicts must follow owner decisions then exact files.,04-AUDITS/REAUDIT-QUEUE.csv; BIAS-FAILURE-LOG.csv; CORRECTIONS-PENDING.md,Write question-first copy for Formalize the epistemic constitution only from accepted records; use NONE LOCATED until those records exist.,Research-to-experience form for “Formalize the epistemic constitution” must be selected only after its record set reaches the stated evidence threshold.,No standalone child build required for formalize the epistemic constitution; expose it through an approved investigation when relevant.,Source and asset rights review required before any public expression of Formalize the epistemic constitution; NONE LOCATED if no asset is used.,Named corpus/source retrieval → accepted record set → adversarial/domain review → page or interaction brief for Formalize the epistemic constitution.,RELEASE 2,expanded programme,BL-4 is assigned as expanded programme because its nearest credible public contribution is research programme; prerequisites are named rather than hidden.
BL-5,Rewrite overdetermined headlines,research programme,Full 89-item master backlog; September 4 reconciliation; deck/handoffs/current repositories as item-relevant,BL-5,Preserve the full intent and provenance of BL-5: Rewrite overdetermined headlines. Do not equate a related file with completion.,public; children 8–11 through different actions; classroom; scholarly; institutional as applicable,birth-was-not-always-destiny.html; keeladi.html; the-definition.html; the-northwest-cousin.html,04-AUDITS/REAUDIT-QUEUE.csv; BIAS-FAILURE-LOG.csv; CORRECTIONS-PENDING.md,NONE LOCATED,Item-specific coverage: birth-was-not-always-destiny.html; keeladi.html; the-definition.html; the-northwest-cousin.html; 04-AUDITS/REAUDIT-QUEUE.csv; BIAS-FAILURE-LOG.csv; CORRECTIONS-PENDING.md,separate record-level determination required,Museum copy for Rewrite overdetermined headlines is required and cannot outrun accepted evidence.,NONE LOCATED; product gate remains unmet unless the full backlog item acceptance condition is demonstrated.,partial / unbuilt / deferred as stated; never inferred from filename,"Inherited work recorded for BL-5: The project wants wit, brevity and force—not dull academic hedging—but dramatic conclusions have sometimes outrun evidence. Stronger models include **THE 99 FORTS — What exactly did Indra’s poets claim to destroy?**, **THE BLUE ROAD**, **THE LANGUAGE THAT REFUSED TO DISAPPEAR**, and **THE SAME WORLD, TWO RESPONSES**.",Missing for BL-5: an accepted output and demonstrable completion gate for Rewrite overdetermined headlines; current route expression is birth-was-not-always-destiny.html; keeladi.html; the-definition.html; the-northwest-cousin.html.,Risk specific to BL-5: confusing existing pages/components with delivery of Rewrite overdetermined headlines; conflicts must follow owner decisions then exact files.,04-AUDITS/REAUDIT-QUEUE.csv; BIAS-FAILURE-LOG.csv; CORRECTIONS-PENDING.md,Write question-first copy for Rewrite overdetermined headlines only from accepted records; use NONE LOCATED until those records exist.,Research-to-experience form for “Rewrite overdetermined headlines” must be selected only after its record set reaches the stated evidence threshold.,No standalone child build required for rewrite overdetermined headlines; expose it through an approved investigation when relevant.,Source and asset rights review required before any public expression of Rewrite overdetermined headlines; NONE LOCATED if no asset is used.,Named corpus/source retrieval → accepted record set → adversarial/domain review → page or interaction brief for Rewrite overdetermined headlines.,RELEASE 1,safety correction,BL-5 is assigned as safety correction because its nearest credible public contribution is research programme; prerequisites are named rather than hidden.
