route,recommended_route_action,what_it_does,programme_coverage,load_bearing_claims,known_inaccuracies,missing_evidence,research_dependencies,missing_visitor_action,recommended_visual_treatment,related_routes,recommended_release,release_role,inspection_basis,claim_audit_scope,source_url
the-expansions.html,KEEP AS CONTEXT,"Published genetics page; 1448 visible words; H1: It was not three expansions. It is one pattern, five thousand years long, and it has not stopped.",BL-1; BL-5; BL-19; BL-22; BL-26; BL-30; BL-31; BL-52,"It was not three expansions. It is one pattern, five thousand years long, and it has not stopped. | Before the steppe. | Every expansion. | The two nobody names.",No specific factual error established here; later claim audit remains required.,"Convert the load-bearing propositions on The Expansions: Indo-European, From the Volga to Everywhere into claim-to-record links; structural citation signals (7) are not verification.",03-REGISTERS/inherited-claims.csv; 04-AUDITS/REAUDIT-QUEUE.csv; CORRECTIONS-PENDING.md; NONE LOCATED for an accepted methods-qualified genetics synthesis,"Separate sampled person, modelled ancestry, population history, language and identity.","Sample-to-model comparison showing sample place/date, method, confidence and limits; ancestry components never rendered as peoples or languages. For this route, centre the composition on “The Expansions: Indo-European, From the Volga to Everywhere”.",academia-battlefield.html; beneath-both-waves.html; endogamy-clock.html; gotra.html; steppe.html; the-definition.html; the-genome-of-caste.html,RELEASE 2,retained context,"Direct structural inspection at prior root-page SHA e6b6b67…; current site delta adds only prototypes, so root body is unchanged. 23 links; scripts assets/js/mk-shell.js; assets/js/mk-exhibit.js.",Deep claim audit completed for named risk/correction pages; otherwise coverage inspection only.,https://github.com/melakeela/site/blob/769a6f646de8f6cd5e9e76874bad5c0ab12a32cc/the-expansions.html
the-father-tongue.html,HOLD,Published dravidian page; 1366 visible words; H1: Eleven million people speak a language their fathers brought and their mothers never spoke.,BL-9; BL-10; BL-11; BL-13; BL-14; BL-18; BL-31; BL-40; BL-58; BL-69,"Eleven million people speak a language their fathers brought and their mothers never spoke. | The split record. | When, and how many. | The direction is contested, and honestly so.",No specific factual error established here; later claim audit remains required.,Convert the load-bearing propositions on The Father Tongue: The Arrival That Ended Up at the Bottom into claim-to-record links; structural citation signals (6) are not verification.,03-REGISTERS/domain-e-claims.csv; 03-REGISTERS/domain-e-measurements.csv; 03-REGISTERS/domain-m-brahui-position.csv; 04-AUDITS/domain-m-adversarial-review-2026-09-07.md; 05-HOLDS/HOLD-004-north-dravidian-comparative-evidence.md; open research PR #22,"Compare forms and choose which history each observation supports, complicates or cannot decide.","Side-by-side form/sound table with audio only where consented; map attestation, contact and proposed shift separately; no family-tree certainty from lexical counts. For this route, centre the composition on “The Father Tongue: The Arrival That Ended Up at the Bottom”.",dravidian-sounds-sanskrit-lacks.html; elamo-dravidian-hypothesis.html; kinship-terms-south-asia.html; the-deep-root.html; the-languages-we-lost.html; the-northwest-cousin.html; the-plateau.html,RELEASE 1,safety correction,"Direct structural inspection at prior root-page SHA e6b6b67…; current site delta adds only prototypes, so root body is unchanged. 26 links; scripts assets/js/mk-shell.js; assets/js/mk-exhibit.js; assets/js/mk-ai.js.",Deep claim audit completed for named risk/correction pages; otherwise coverage inspection only.,https://github.com/melakeela/site/blob/769a6f646de8f6cd5e9e76874bad5c0ab12a32cc/the-father-tongue.html
the-fifth-was-a-guess.html,KEEP AS CONTEXT,Published caste law page; 1380 visible words; H1: The fifth varṇa entered Sanskrit as one man's guess about an ambiguous phrase.,BL-1; BL-5; BL-6; BL-18; BL-26; BL-31; BL-52,The fifth varṇa entered Sanskrit as one man's guess about an ambiguous phrase. | What the Rigveda actually says. | Where the fifth comes from. | Then the etymologists supply the insult.,No specific factual error established here; later claim audit remains required.,Convert the load-bearing propositions on The Fifth Was a Guess: How the Outcaste Entered the Scheme into claim-to-record links; structural citation signals (4) are not verification.,03-REGISTERS/rigveda-varna.csv; rigveda-varna-occurrences.csv; CORRECTIONS-PENDING.md; 03-REGISTERS/inherited-claims.csv,Track one term or institution across dated records and identify where the archive cannot support continuity.,"Term-and-institution timeline with place/genre/date filters, counterexamples and archive gaps; avoid a single inevitable curve. For this route, centre the composition on “The Fifth Was a Guess: How the Outcaste Entered the Scheme”.",birth-was-not-always-destiny.html; caste-enforcement-mechanism.html; caste-survives-conversion.html; caste-was-law.html; climbing-the-ladder.html; counted-as-nothing.html; jatization.html,RELEASE 2,retained context,"Direct structural inspection at prior root-page SHA e6b6b67…; current site delta adds only prototypes, so root body is unchanged. 20 links; scripts assets/js/mk-shell.js.",Deep claim audit completed for named risk/correction pages; otherwise coverage inspection only.,https://github.com/melakeela/site/blob/769a6f646de8f6cd5e9e76874bad5c0ab12a32cc/the-fifth-was-a-guess.html
the-genome-of-caste.html,KEEP AS CONTEXT,Published genetics page; 1454 visible words; H1: Caste is written in the genome — and the two sexes are written differently.,BL-1; BL-5; BL-19; BL-22; BL-26; BL-30; BL-31; BL-52,"Caste is written in the genome — and the two sexes are written differently. | The marriage rules, read off the chromosomes. | The sexes leave different traces. | The complication the platform will not hide.",No specific factual error established here; later claim audit remains required.,"Convert the load-bearing propositions on Caste in the Genome: Gotra, Endogamy and Sex Difference into claim-to-record links; structural citation signals (6) are not verification.",03-REGISTERS/inherited-claims.csv; 04-AUDITS/REAUDIT-QUEUE.csv; CORRECTIONS-PENDING.md; NONE LOCATED for an accepted methods-qualified genetics synthesis,"Separate sampled person, modelled ancestry, population history, language and identity.","Sample-to-model comparison showing sample place/date, method, confidence and limits; ancestry components never rendered as peoples or languages. For this route, centre the composition on “Caste in the Genome: Gotra, Endogamy and Sex Difference”.",academia-battlefield.html; beneath-both-waves.html; endogamy-clock.html; gotra.html; steppe.html; the-definition.html; the-expansions.html,RELEASE 2,retained context,"Direct structural inspection at prior root-page SHA e6b6b67…; current site delta adds only prototypes, so root body is unchanged. 23 links; scripts assets/js/mk-shell.js.",Deep claim audit completed for named risk/correction pages; otherwise coverage inspection only.,https://github.com/melakeela/site/blob/769a6f646de8f6cd5e9e76874bad5c0ab12a32cc/the-genome-of-caste.html
the-gods-people-had.html,KEEP AS CONTEXT,Published religion text page; 1342 visible words; H1: The oldest large stone figures in India are not Vedic gods and not buddhas. They are tree spirits.,BL-6; BL-15; BL-16; BL-17; BL-18; BL-31; BL-52,The oldest large stone figures in India are not Vedic gods and not buddhas. They are tree spirits. | What they were. | The sculptural record. | Absorbed three times over.,No specific factual error established here; later claim audit remains required.,Convert the load-bearing propositions on The Gods People Had: Yakṣas Before Anyone Else Arrived into claim-to-record links; structural citation signals (4) are not verification.,03-REGISTERS/inherited-claims.csv; 02-SOURCES/access-ledger.csv; NONE LOCATED for accepted Pāli/Prakrit/Jain/Aśokan/Chinese-pilgrim corpus parity,"Compare who is speaking and whether the source is self-description, opponent report or later transmission.","Parallel source/voice viewer that distinguishes self-description, rival report, later commentary and modern reconstruction. For this route, centre the composition on “The Gods People Had: Yakṣas Before Anyone Else Arrived”.",brahmavadini.html; bronkhorst.html; how-buddhism-left.html; panini.html; the-broken-chain.html; the-computed-dawn.html; the-eastern-tradition.html,RELEASE 2,retained context,"Direct structural inspection at prior root-page SHA e6b6b67…; current site delta adds only prototypes, so root body is unchanged. 25 links; scripts assets/js/mk-shell.js; assets/js/mk-exhibit.js.",Deep claim audit completed for named risk/correction pages; otherwise coverage inspection only.,https://github.com/melakeela/site/blob/769a6f646de8f6cd5e9e76874bad5c0ab12a32cc/the-gods-people-had.html
the-grants-that-survived.html,KEEP AS CONTEXT,"Published caste law page; 1510 visible words; H1: The Ājīvikas left no documents. The land grants survive in tens of thousands, because a tax-free title is worth keeping.",BL-1; BL-5; BL-6; BL-18; BL-26; BL-31; BL-52,"The Ājīvikas left no documents. The land grants survive in tens of thousands, because a tax-free title is worth keeping. | The instruments. | The conversion. | The scale.",No specific factual error established here; later claim audit remains required.,Convert the load-bearing propositions on The Grants That Survived: Ritual Rank Converted Into Land into claim-to-record links; structural citation signals (6) are not verification.,03-REGISTERS/rigveda-varna.csv; rigveda-varna-occurrences.csv; CORRECTIONS-PENDING.md; 03-REGISTERS/inherited-claims.csv,Track one term or institution across dated records and identify where the archive cannot support continuity.,"Term-and-institution timeline with place/genre/date filters, counterexamples and archive gaps; avoid a single inevitable curve. For this route, centre the composition on “The Grants That Survived: Ritual Rank Converted Into Land”.",birth-was-not-always-destiny.html; caste-enforcement-mechanism.html; caste-survives-conversion.html; caste-was-law.html; climbing-the-ladder.html; counted-as-nothing.html; jatization.html,RELEASE 2,retained context,"Direct structural inspection at prior root-page SHA e6b6b67…; current site delta adds only prototypes, so root body is unchanged. 28 links; scripts assets/js/mk-shell.js; assets/js/mk-exhibit.js.",Deep claim audit completed for named risk/correction pages; otherwise coverage inspection only.,https://github.com/melakeela/site/blob/769a6f646de8f6cd5e9e76874bad5c0ab12a32cc/the-grants-that-survived.html
the-guilds-and-the-raid.html,KEEP AS CONTEXT,"Published tamil page; 1315 visible words; H1: Tamil merchants ran the Bay of Bengal for centuries. One year of it involved burning ports, and that is the year everyone knows.",BL-14; BL-18; BL-31; BL-39; BL-40; BL-58; BL-61; BL-69,"Tamil merchants ran the Bay of Bengal for centuries. One year of it involved burning ports, and that is the year everyone knows. | The network. | The raid. | The standard this platform has to apply.",No specific factual error established here; later claim audit remains required.,Convert the load-bearing propositions on The Guilds and the Raid: Tamil Reach Across the Bay into claim-to-record links; structural citation signals (3) are not verification.,06-BRIEFS/mvp-fifteen/05-tinai.md; 06-BRIEFS/mvp-fifteen/10-kural.md; 06-BRIEFS/mvp-fifteen/11-sound-changes.md; 02-SOURCES/access-ledger.csv; NONE LOCATED for an accepted Tamil-corpus parity set,"Move among text, commentary, material setting and living interpretation without collapsing them.","Text/object/audio encounter separating early textual meaning, commentary, later/living interpretation and MelaKeela’s contemporary use; no generic landscape decoration. For this route, centre the composition on “The Guilds and the Raid: Tamil Reach Across the Bay”.",kural.html; music.html; the-lost-harp.html; tinai.html; where-music-begins.html,RELEASE 2,retained context,"Direct structural inspection at prior root-page SHA e6b6b67…; current site delta adds only prototypes, so root body is unchanged. 19 links; scripts assets/js/mk-shell.js.",Deep claim audit completed for named risk/correction pages; otherwise coverage inspection only.,https://github.com/melakeela/site/blob/769a6f646de8f6cd5e9e76874bad5c0ab12a32cc/the-guilds-and-the-raid.html
the-killed.html,CORRECT CLAIMS,"Published rigveda page; 1478 visible words; H1: The named enemies hold forts, grain, wives and sons — and the hymns celebrate killing them for pay.",BL-1; BL-2; BL-5; BL-6; BL-12; BL-18; BL-31; BL-52,"The named enemies hold forts, grain, wives and sons — and the hymns celebrate killing them for pay. | The pairing is the finding | The individual dossiers | Three details that change the reading",No specific factual error established here; later claim audit remains required.,Convert the load-bearing propositions on The Named Enemies of the Rigveda and Who Was Paid into claim-to-record links; structural citation signals (2) are not verification.,03-REGISTERS/rigveda-pur-family.csv; 03-REGISTERS/rigveda-pur-passages.csv; 03-REGISTERS/rigveda-varna.csv; 03-REGISTERS/rigveda-varna-occurrences.csv; 04-AUDITS/rigveda-pur-family-method.md; 06-BRIEFS/pur-4j-corpus.md; open research PR #30,Test a public count by inspecting included and excluded occurrences in context.,"Searchable verse/source viewer with lemma, form, translation variants, passage context and counted/not-counted reason; never use book order as a date axis. For this route, centre the composition on “The Named Enemies of the Rigveda and Who Was Paid”.",caste-vocabulary-curve.html; criminalised-today.html; dasa-forts-rigveda.html; four-varnas-one-verse.html; geography-in-vedic-texts.html; mitanni.html; mlecha.html,RELEASE 1,safety correction,"Direct structural inspection at prior root-page SHA e6b6b67…; current site delta adds only prototypes, so root body is unchanged. 44 links; scripts assets/js/mk-shell.js.",Deep claim audit completed for named risk/correction pages; otherwise coverage inspection only.,https://github.com/melakeela/site/blob/769a6f646de8f6cd5e9e76874bad5c0ab12a32cc/the-killed.html
the-king-they-claimed.html,KEEP AS CONTEXT,Published archive power page; 1436 visible words; H1: They built a party around their own forgotten king. Then others claimed him.,BL-6; BL-18; BL-26; BL-31; BL-42; BL-43; BL-45; BL-52; BL-55,They built a party around their own forgotten king. Then others claimed him. | What the community did. | The counter-history tradition. | The capture.,No specific factual error established here; later claim audit remains required.,Convert the load-bearing propositions on The King They Claimed: Suheldev and the Rajbhars into claim-to-record links; structural citation signals (4) are not verification.,04-AUDITS/ARCHIVE-AND-POWER-AUDIT.csv; 04-AUDITS/BIAS-FAILURE-LOG.csv; 06-BRIEFS/mvp-fifteen/14-custody.md; 06-BRIEFS/mvp-fifteen/15-the-archive.md,"Trace a claim backward through author, archive, translation, funding and omission.","Source-genealogy network showing who recorded, preserved, translated, funded and excluded; motive appears only when documented. For this route, centre the composition on “The King They Claimed: Suheldev and the Rajbhars”.",authorship-attribution-ancient-texts.html; chains-of-transmission.html; foreign-accounts-ancient-india.html; forest-peoples-sanskrit-record.html; indology.html; manuscript-custody.html; naming-in-ancient-india.html,RELEASE 2,retained context,"Direct structural inspection at prior root-page SHA e6b6b67…; current site delta adds only prototypes, so root body is unchanged. 21 links; scripts assets/js/mk-shell.js.",Deep claim audit completed for named risk/correction pages; otherwise coverage inspection only.,https://github.com/melakeela/site/blob/769a6f646de8f6cd5e9e76874bad5c0ab12a32cc/the-king-they-claimed.html
the-languages-we-lost.html,KEEP AS CONTEXT,"Published dravidian page; 2061 visible words; H1: Four languages still speak, and no one knows their relatives.",BL-9; BL-10; BL-11; BL-13; BL-14; BL-18; BL-31; BL-40; BL-58; BL-69,"Four languages still speak, and no one knows their relatives. | The isolates. | The field looked past them — on purpose. | The clearest loss: the Vedda tongue.",No specific factual error established here; later claim audit remains required.,"Convert the load-bearing propositions on Language Isolates of South Asia: Burushaski, Kusunda, Nihali into claim-to-record links; structural citation signals (10) are not verification.",06-BRIEFS/mvp-fifteen/12-the-languages-we-lost.md; 03-REGISTERS/domain-e-claims.csv; 03-REGISTERS/domain-e-measurements.csv; 03-REGISTERS/domain-m-brahui-position.csv; 04-AUDITS/domain-m-adversarial-review-2026-09-07.md; 05-HOLDS/HOLD-004-north-dravidian-comparative-evidence.md; open research PR #22,"Compare forms and choose which history each observation supports, complicates or cannot decide.","Side-by-side form/sound table with audio only where consented; map attestation, contact and proposed shift separately; no family-tree certainty from lexical counts. For this route, centre the composition on “Language Isolates of South Asia: Burushaski, Kusunda, Nihali”.",dravidian-sounds-sanskrit-lacks.html; elamo-dravidian-hypothesis.html; kinship-terms-south-asia.html; the-deep-root.html; the-father-tongue.html; the-northwest-cousin.html; the-plateau.html,RELEASE 2,retained context,"Direct structural inspection at prior root-page SHA e6b6b67…; current site delta adds only prototypes, so root body is unchanged. 21 links; scripts assets/js/mk-shell.js.",Deep claim audit completed for named risk/correction pages; otherwise coverage inspection only.,https://github.com/melakeela/site/blob/769a6f646de8f6cd5e9e76874bad5c0ab12a32cc/the-languages-we-lost.html
the-late-hymn.html,DEEPEN,Published rigveda page; 1263 visible words; H1: The whole hierarchy enters in one late hymn.,BL-1; BL-2; BL-5; BL-6; BL-12; BL-18; BL-31; BL-52,"The whole hierarchy enters in one late hymn. | Ten books, and only the last one ranks people. | It is not just late. It reads as inserted. | The tell: there was no room below the third class.",No specific factual error established here; later claim audit remains required.,Convert the load-bearing propositions on Purusha Sukta: The Caste Hymn Was Added Late into claim-to-record links; structural citation signals (11) are not verification.,03-REGISTERS/rigveda-pur-family.csv; 03-REGISTERS/rigveda-pur-passages.csv; 03-REGISTERS/rigveda-varna.csv; 03-REGISTERS/rigveda-varna-occurrences.csv; 04-AUDITS/rigveda-pur-family-method.md; 06-BRIEFS/pur-4j-corpus.md; open research PR #30,Test a public count by inspecting included and excluded occurrences in context.,"Searchable verse/source viewer with lemma, form, translation variants, passage context and counted/not-counted reason; never use book order as a date axis. For this route, centre the composition on “Purusha Sukta: The Caste Hymn Was Added Late”.",caste-vocabulary-curve.html; criminalised-today.html; dasa-forts-rigveda.html; four-varnas-one-verse.html; geography-in-vedic-texts.html; mitanni.html; mlecha.html,RELEASE 2,retained context,"Direct structural inspection at prior root-page SHA e6b6b67…; current site delta adds only prototypes, so root body is unchanged. 18 links; scripts assets/js/mk-shell.js.",Deep claim audit completed for named risk/correction pages; otherwise coverage inspection only.,https://github.com/melakeela/site/blob/769a6f646de8f6cd5e9e76874bad5c0ab12a32cc/the-late-hymn.html
the-later-count.html,KEEP AS CONTEXT,"Published rigveda page; 966 visible words; H1: Even in the later Vedic corpus, the four castes are thin, ritual, and rare.",BL-1; BL-2; BL-5; BL-6; BL-12; BL-18; BL-31; BL-52,"Even in the later Vedic corpus, the four castes are thin, ritual, and rare. | The count. | What the numbers say. | The four-varṇa order clusters in exactly two places.",No specific factual error established here; later claim audit remains required.,Convert the load-bearing propositions on Counting Varna in the Taittiriya Samhita: A Thin Record into claim-to-record links; structural citation signals (2) are not verification.,03-REGISTERS/rigveda-pur-family.csv; 03-REGISTERS/rigveda-pur-passages.csv; 03-REGISTERS/rigveda-varna.csv; 03-REGISTERS/rigveda-varna-occurrences.csv; 04-AUDITS/rigveda-pur-family-method.md; 06-BRIEFS/pur-4j-corpus.md; open research PR #30,Test a public count by inspecting included and excluded occurrences in context.,"Searchable verse/source viewer with lemma, form, translation variants, passage context and counted/not-counted reason; never use book order as a date axis. For this route, centre the composition on “Counting Varna in the Taittiriya Samhita: A Thin Record”.",caste-vocabulary-curve.html; criminalised-today.html; dasa-forts-rigveda.html; four-varnas-one-verse.html; geography-in-vedic-texts.html; mitanni.html; mlecha.html,RELEASE 2,retained context,"Direct structural inspection at prior root-page SHA e6b6b67…; current site delta adds only prototypes, so root body is unchanged. 18 links; scripts assets/js/mk-shell.js.",Deep claim audit completed for named risk/correction pages; otherwise coverage inspection only.,https://github.com/melakeela/site/blob/769a6f646de8f6cd5e9e76874bad5c0ab12a32cc/the-later-count.html
the-ledger.html,REDESIGN,Published evidence page; 1379 visible words; H1: The Ledger.,BL-20; BL-21; BL-22; BL-23; BL-24; BL-25; BL-31; BL-32; BL-47; BL-48; BL-49; BL-52,"The Ledger. | Why rank sources at all? | What a strong negative looks like. | Every source, graded.",No specific factual error established here; later claim audit remains required.,Convert the load-bearing propositions on The Source Ledger: Ranking Evidence and Checking Scholars into claim-to-record links; structural citation signals (31) are not verification.,06-BRIEFS/mvp-fifteen/06-the-ledger.md; 13-PRODUCT-ARCHITECTURE/museum-framework.md; 06-BRIEFS/mvp-fifteen/03-artifact-atlas.md; 06-BRIEFS/mvp-fifteen/06-the-ledger.md; site:assets/data/page-evidence.json,"Open one record, inspect its locator and evidence role, compare a counter-record, then follow its revision history.","Record table plus expandable locator/source-ancestry drawer; relationships appear only after their evidence links and uncertainty are visible. For this route, centre the composition on “The Source Ledger: Ranking Evidence and Checking Scholars”.",artifact-atlas.html; research-index.html; search.html; sources.html,RELEASE 1,enabler,"Direct structural inspection at prior root-page SHA e6b6b67…; current site delta adds only prototypes, so root body is unchanged. 18 links; scripts assets/js/the-ledger.js; assets/js/mk-shell.js.",Deep claim audit completed for named risk/correction pages; otherwise coverage inspection only.,https://github.com/melakeela/site/blob/769a6f646de8f6cd5e9e76874bad5c0ab12a32cc/the-ledger.html
the-lost-harp.html,DEEPEN,"Published tamil page; 1467 visible words; H1: An instrument with six named varieties, tuned to five landscapes. Nobody alive plays it.",BL-14; BL-18; BL-31; BL-39; BL-40; BL-58; BL-61; BL-69,"An instrument with six named varieties, tuned to five landscapes. Nobody alive plays it. | What existed. | Who played it. | Tamil had its own theory of instruments.",No specific factual error established here; later claim audit remains required.,Convert the load-bearing propositions on The Lost Harp: The Yāḻ and What Extinction Looks Like into claim-to-record links; structural citation signals (11) are not verification.,06-BRIEFS/mvp-fifteen/05-tinai.md; 06-BRIEFS/mvp-fifteen/10-kural.md; 06-BRIEFS/mvp-fifteen/11-sound-changes.md; 02-SOURCES/access-ledger.csv; NONE LOCATED for an accepted Tamil-corpus parity set,"Move among text, commentary, material setting and living interpretation without collapsing them.","Text/object/audio encounter separating early textual meaning, commentary, later/living interpretation and MelaKeela’s contemporary use; no generic landscape decoration. For this route, centre the composition on “The Lost Harp: The Yāḻ and What Extinction Looks Like”.",kural.html; music.html; the-guilds-and-the-raid.html; tinai.html; where-music-begins.html,RELEASE 2,retained context,"Direct structural inspection at prior root-page SHA e6b6b67…; current site delta adds only prototypes, so root body is unchanged. 23 links; scripts assets/js/mk-shell.js.",Deep claim audit completed for named risk/correction pages; otherwise coverage inspection only.,https://github.com/melakeela/site/blob/769a6f646de8f6cd5e9e76874bad5c0ab12a32cc/the-lost-harp.html
the-lost-materialists.html,KEEP AS CONTEXT,"Published religion text page; 1468 visible words; H1: India had a school that denied gods, karma and scripture. We know it only from the books written to destroy it.",BL-6; BL-15; BL-16; BL-17; BL-18; BL-31; BL-52,"India had a school that denied gods, karma and scripture. We know it only from the books written to destroy it. | What it held. | What survives. | The problem with the quotations.",No specific factual error established here; later claim audit remains required.,"Convert the load-bearing propositions on The Lost Materialists: Cārvāka, Known Only From Refutations into claim-to-record links; structural citation signals (9) are not verification.",03-REGISTERS/inherited-claims.csv; 02-SOURCES/access-ledger.csv; NONE LOCATED for accepted Pāli/Prakrit/Jain/Aśokan/Chinese-pilgrim corpus parity,"Compare who is speaking and whether the source is self-description, opponent report or later transmission.","Parallel source/voice viewer that distinguishes self-description, rival report, later commentary and modern reconstruction. For this route, centre the composition on “The Lost Materialists: Cārvāka, Known Only From Refutations”.",brahmavadini.html; bronkhorst.html; how-buddhism-left.html; panini.html; the-broken-chain.html; the-computed-dawn.html; the-eastern-tradition.html,RELEASE 2,retained context,"Direct structural inspection at prior root-page SHA e6b6b67…; current site delta adds only prototypes, so root body is unchanged. 24 links; scripts assets/js/mk-shell.js; assets/js/mk-exhibit.js.",Deep claim audit completed for named risk/correction pages; otherwise coverage inspection only.,https://github.com/melakeela/site/blob/769a6f646de8f6cd5e9e76874bad5c0ab12a32cc/the-lost-materialists.html
the-margins.html,KEEP AS CONTEXT,Published genetics page; 1499 visible words; H1: The oldest lineages on earth survive on the land nobody wanted.,BL-1; BL-5; BL-19; BL-22; BL-26; BL-30; BL-31; BL-52,"The oldest lineages on earth survive on the land nobody wanted. | The mechanism, drawn. | Every continent. | What else the margin preserved.",No specific factual error established here; later claim audit remains required.,"Convert the load-bearing propositions on The Margins: Where the Oldest Lineages Survive, and Why into claim-to-record links; structural citation signals (3) are not verification.",03-REGISTERS/inherited-claims.csv; 04-AUDITS/REAUDIT-QUEUE.csv; CORRECTIONS-PENDING.md; NONE LOCATED for an accepted methods-qualified genetics synthesis,"Separate sampled person, modelled ancestry, population history, language and identity.","Sample-to-model comparison showing sample place/date, method, confidence and limits; ancestry components never rendered as peoples or languages. For this route, centre the composition on “The Margins: Where the Oldest Lineages Survive, and Why”.",academia-battlefield.html; beneath-both-waves.html; endogamy-clock.html; gotra.html; steppe.html; the-definition.html; the-expansions.html,RELEASE 2,retained context,"Direct structural inspection at prior root-page SHA e6b6b67…; current site delta adds only prototypes, so root body is unchanged. 25 links; scripts assets/js/mk-shell.js; assets/js/mk-exhibit.js.",Deep claim audit completed for named risk/correction pages; otherwise coverage inspection only.,https://github.com/melakeela/site/blob/769a6f646de8f6cd5e9e76874bad5c0ab12a32cc/the-margins.html
the-markers-themselves.html,CORRECT CLAIMS,"Published genetics page; 4341 visible words; H1: Eighty-one per cent of Tamil male lineages are indigenous, and castes and tribes carry the same ones.",BL-1; BL-5; BL-19; BL-22; BL-26; BL-30; BL-31; BL-52,"Eighty-one per cent of Tamil male lineages are indigenous, and castes and tribes carry the same ones. | The lineages. | The finding that matters most. | The groups, and what each carries.","Y-lineage evidence cannot stand for autosomal ancestry, whole populations, caste or language.","Resolve the named correction before prominence; bind every changed claim to locator, evidence role, counter-evidence and revision.",03-REGISTERS/inherited-claims.csv; 04-AUDITS/REAUDIT-QUEUE.csv; CORRECTIONS-PENDING.md; NONE LOCATED for an accepted methods-qualified genetics synthesis,"Separate sampled person, modelled ancestry, population history, language and identity.","Sample-to-model comparison showing sample place/date, method, confidence and limits; ancestry components never rendered as peoples or languages. For this route, centre the composition on “The Markers Themselves: Y-Lineages Across Caste and Tribe”.",academia-battlefield.html; beneath-both-waves.html; endogamy-clock.html; gotra.html; steppe.html; the-definition.html; the-expansions.html,RELEASE 1,safety correction,"Direct structural inspection at prior root-page SHA e6b6b67…; current site delta adds only prototypes, so root body is unchanged. 20 links; scripts assets/js/mk-shell.js; assets/js/mk-exhibit.js; assets/js/mk-ai.js.",Deep claim audit completed for named risk/correction pages; otherwise coverage inspection only.,https://github.com/melakeela/site/blob/769a6f646de8f6cd5e9e76874bad5c0ab12a32cc/the-markers-themselves.html
the-maternal-line.html,KEEP AS CONTEXT,"Published genetics page; 1539 visible words; H1: Every caste's maternal lineages are old, local and shared. Only the men were sorted.",BL-1; BL-5; BL-19; BL-22; BL-26; BL-30; BL-31; BL-52,"Every caste's maternal lineages are old, local and shared. Only the men were sorted. | The asymmetry. | What that looks like in South Asia. | Three mechanisms.",No specific factual error established here; later claim audit remains required.,Convert the load-bearing propositions on The Maternal Line: What the Women's Record Refuses into claim-to-record links; structural citation signals (4) are not verification.,03-REGISTERS/inherited-claims.csv; 04-AUDITS/REAUDIT-QUEUE.csv; CORRECTIONS-PENDING.md; NONE LOCATED for an accepted methods-qualified genetics synthesis,"Separate sampled person, modelled ancestry, population history, language and identity.","Sample-to-model comparison showing sample place/date, method, confidence and limits; ancestry components never rendered as peoples or languages. For this route, centre the composition on “The Maternal Line: What the Women's Record Refuses”.",academia-battlefield.html; beneath-both-waves.html; endogamy-clock.html; gotra.html; steppe.html; the-definition.html; the-expansions.html,RELEASE 2,retained context,"Direct structural inspection at prior root-page SHA e6b6b67…; current site delta adds only prototypes, so root body is unchanged. 25 links; scripts assets/js/mk-shell.js; assets/js/mk-exhibit.js; assets/js/mk-ai.js.",Deep claim audit completed for named risk/correction pages; otherwise coverage inspection only.,https://github.com/melakeela/site/blob/769a6f646de8f6cd5e9e76874bad5c0ab12a32cc/the-maternal-line.html
the-medicine-question.html,MERGE,"Published science practice page; 1723 visible words; H1: Traditional medicine, taken seriously — which means taken critically.",BL-18; BL-26; BL-31; BL-52; BL-69,"Traditional medicine, taken seriously — which means taken critically. | The stakes are not academic. | What shows real effect. | The harm is real, and partly by design.",No specific factual error established here; later claim audit remains required.,"Convert the load-bearing propositions on Ayurveda and Siddha: Evidence, Efficacy and Heavy Metals into claim-to-record links; structural citation signals (12) are not verification.",03-REGISTERS/inherited-claims.csv; 02-SOURCES/access-ledger.csv; NONE LOCATED for accepted astronomy/music/medical source programmes,"Inspect the object or instrument, test a reconstruction and separate historical evidence from present practice.","Instrument/object/source comparison with reconstruction labels, safety limits and rights; recreated sound or practice is never presented as survival without evidence. For this route, centre the composition on “Ayurveda and Siddha: Evidence, Efficacy and Heavy Metals”.",siddha-and-ayurveda.html; ancient-south-asian-astronomy.html; dravidian-sky.html; siddha-and-ayurveda.html,RELEASE 2,retained context,"Direct structural inspection at prior root-page SHA e6b6b67…; current site delta adds only prototypes, so root body is unchanged. 20 links; scripts assets/js/mk-shell.js.",Deep claim audit completed for named risk/correction pages; otherwise coverage inspection only.,https://github.com/melakeela/site/blob/769a6f646de8f6cd5e9e76874bad5c0ab12a32cc/the-medicine-question.html
