"current_path","authority","migration_state","proposed_path","proposed_path_status","inbound_refs_fullpath","inbound_refs_basename_only","referring_files","move_precondition","old_path_crosswalk"
"03-REGISTERS/domain-e-hypothesis-eligibility.csv","claim-authority","NOT-MOVED","evidence/registers/domain-e-hypothesis-eligibility.csv","PROPOSED-NOT-ADOPTED (D-046)","15","2","00-CONTROLLER/CANONICAL-FILES.csv; 00-CONTROLLER/CONTRADICTION-REGISTER.csv; 00-CONTROLLER/IDENTIFIER-NAMESPACES.csv; 03-REGISTERS/domain-e-claims.csv; 04-AUDITS/BIAS-FAILURE-LOG.csv; 04-AUDITS/MIGRATION-HOLDS.csv; 04-AUDITS/REAUDIT-QUEUE.csv; 04-AUDITS/VALIDATOR-FINDINGS-2026-09-07.md; 04-AUDITS/backlog-coverage-build.py; 04-AUDITS/domain-e-method.md; 04-AUDITS/domain-m-adversarial-review-2026-09-07.md; 04-AUDITS/identifier-normalisation-brief.md; 04-AUDITS/validator-source-id-splitting-2026-09-07.md; 06-BACKLOG/BACKLOG-COVERAGE.csv; 09-DECISIONS/OWNER-DECISIONS.csv","D-046 adopts the target structure, and all 15 full-path reference(s) are rewritten in the same commit","03-REGISTERS/domain-e-hypothesis-eligibility.csv"
"03-REGISTERS/domain-e-interpretations.csv","claim-authority","NOT-MOVED","evidence/registers/domain-e-interpretations.csv","PROPOSED-NOT-ADOPTED (D-046)","2","2","00-CONTROLLER/IDENTIFIER-NAMESPACES.csv; 04-AUDITS/domain-e-method-comparative.md","D-046 adopts the target structure, and all 2 full-path reference(s) are rewritten in the same commit","03-REGISTERS/domain-e-interpretations.csv"
"03-REGISTERS/domain-e-measurements.csv","claim-authority","NOT-MOVED","evidence/registers/domain-e-measurements.csv","PROPOSED-NOT-ADOPTED (D-046)","4","3","00-CONTROLLER/IDENTIFIER-NAMESPACES.csv; 02-SOURCES/domain-e-manifest-2026-09-07.md; 04-AUDITS/domain-e-method-comparative.md; CORRECTIONS-PENDING.md","D-046 adopts the target structure, and all 4 full-path reference(s) are rewritten in the same commit","03-REGISTERS/domain-e-measurements.csv"
"03-REGISTERS/domain-e-retroflex-residue.csv","claim-authority","NOT-MOVED","evidence/registers/domain-e-retroflex-residue.csv","PROPOSED-NOT-ADOPTED (D-046)","7","1","00-CONTROLLER/IDENTIFIER-NAMESPACES.csv; 03-REGISTERS/domain-e-claims.csv; 03-REGISTERS/domain-e-hypothesis-eligibility.csv; 04-AUDITS/backlog-coverage-build.py; 04-AUDITS/domain-e-method.md; 04-AUDITS/identifier-normalisation-brief.md; 06-BACKLOG/BACKLOG-COVERAGE.csv","D-046 adopts the target structure, and all 7 full-path reference(s) are rewritten in the same commit","03-REGISTERS/domain-e-retroflex-residue.csv"
"03-REGISTERS/domain-m-brahui-position.csv","claim-authority","NOT-MOVED","evidence/registers/domain-m-brahui-position.csv","PROPOSED-NOT-ADOPTED (D-046)","9","1","00-CONTROLLER/IDENTIFIER-NAMESPACES.csv; 02-SOURCES/dravlex-glottolog-manifest-2026-09-07.md; 04-AUDITS/brahui-loo-geography.py; 04-AUDITS/domain-m-method.md; 04-AUDITS/identifier-normalisation-brief.md; 04-AUDITS/north-dravidian-cognate-sharing.py; 09-DECISIONS/OWNER-DECISIONS.csv; CORRECTIONS-PENDING.md; RESEARCH-QUEUE.md","D-046 adopts the target structure, and all 9 full-path reference(s) are rewritten in the same commit","03-REGISTERS/domain-m-brahui-position.csv"
"03-REGISTERS/inherited-claims.csv","claim-authority","NOT-MOVED","evidence/registers/inherited-claims.csv","PROPOSED-NOT-ADOPTED (D-046)","21","1","00-CONTROLLER/CONTROLLER-RECONCILIATION.md; 00-CONTROLLER/IDENTIFIER-NAMESPACES.csv; 00-CONTROLLER/REPOSITORY-MAP.md; 01-INHERITED/curatorial-audit-v1.1/SCHEMA.md; 01-INHERITED/site-review/RUNNING-LIST-RECONCILIATION.md; 02-SOURCES/access-ledger.csv; 03-REGISTERS/domain-m-brahui-position.csv; 03-REGISTERS/rigveda-varna.csv; 04-AUDITS/REAUDIT-QUEUE.csv; 04-AUDITS/backlog-coverage-build.py; 04-AUDITS/identifier-normalisation-brief.md; 04-AUDITS/inherited-claims-extraction.py; 04-AUDITS/rv-varna-census.py; 06-BACKLOG/BACKLOG-COVERAGE.csv; 09-DECISIONS/DECISION-ID-MAP.csv; 09-DECISIONS/README.md; 13-PRODUCT-ARCHITECTURE/museum-framework.md; CLAUDE.md; CORRECTIONS-PENDING.md; DECISIONS-NEEDED.md; RESEARCH-QUEUE.md","D-046 adopts the target structure, and all 21 full-path reference(s) are rewritten in the same commit","03-REGISTERS/inherited-claims.csv"
"03-REGISTERS/rigveda-pur-4j-claims.csv","claim-authority","NOT-MOVED","evidence/registers/rigveda-pur-4j-claims.csv","PROPOSED-NOT-ADOPTED (D-046)","5","2","00-CONTROLLER/IDENTIFIER-NAMESPACES.csv; 04-AUDITS/INTERNAL-CONTRADICTIONS.csv; 04-AUDITS/REAUDIT-QUEUE.csv; 04-AUDITS/rigveda-pur-4j-method.md; 06-BRIEFS/pur-translation-standard.md","D-046 adopts the target structure, and all 5 full-path reference(s) are rewritten in the same commit","03-REGISTERS/rigveda-pur-4j-claims.csv"
"03-REGISTERS/rigveda-pur-4j-interpretations.csv","claim-authority","NOT-MOVED","evidence/registers/rigveda-pur-4j-interpretations.csv","PROPOSED-NOT-ADOPTED (D-046)","2","1","00-CONTROLLER/IDENTIFIER-NAMESPACES.csv; 04-AUDITS/rigveda-pur-4j-method.md","D-046 adopts the target structure, and all 2 full-path reference(s) are rewritten in the same commit","03-REGISTERS/rigveda-pur-4j-interpretations.csv"
"03-REGISTERS/rigveda-pur-counts.csv","claim-authority","NOT-MOVED","evidence/registers/rigveda-pur-counts.csv","PROPOSED-NOT-ADOPTED (D-046)","7","1","00-CONTROLLER/IDENTIFIER-NAMESPACES.csv; 03-REGISTERS/rigveda-pur-4j-claims.csv; 03-REGISTERS/rigveda-pur-4j-interpretations.csv; 04-AUDITS/BIAS-FAILURE-LOG.csv; 04-AUDITS/rigveda-pur-4j-method.md; 04-AUDITS/rv-pur-counts-adjudicate.py; 04-AUDITS/rv-pur-numeral-scan.py","D-046 adopts the target structure, and all 7 full-path reference(s) are rewritten in the same commit","03-REGISTERS/rigveda-pur-counts.csv"
"03-REGISTERS/rigveda-pur-family-occurrences.csv","claim-authority","NOT-MOVED","evidence/registers/rigveda-pur-family-occurrences.csv","PROPOSED-NOT-ADOPTED (D-046)","10","3","00-CONTROLLER/IDENTIFIER-NAMESPACES.csv; 03-REGISTERS/rigveda-pur-4j-claims.csv; 03-REGISTERS/rigveda-pur-family.csv; 04-AUDITS/identifier-normalisation-brief.md; 04-AUDITS/rigveda-pur-family-method.md; 04-AUDITS/rv-pur-passage-build.py; 06-BRIEFS/pur-translation-standard.md; 06-BRIEFS/rv01-reconciliation.md; 13-PRODUCT-ARCHITECTURE/museum-framework.md; CORRECTIONS-PENDING.md","D-046 adopts the target structure, and all 10 full-path reference(s) are rewritten in the same commit","03-REGISTERS/rigveda-pur-family-occurrences.csv"
"03-REGISTERS/rigveda-pur-family.csv","claim-authority","NOT-MOVED","evidence/registers/rigveda-pur-family.csv","PROPOSED-NOT-ADOPTED (D-046)","15","0","00-CONTROLLER/IDENTIFIER-NAMESPACES.csv; 04-AUDITS/BIAS-FAILURE-LOG.csv; 04-AUDITS/REAUDIT-QUEUE.csv; 04-AUDITS/VALIDATOR-FINDINGS-2026-09-07.md; 04-AUDITS/backlog-coverage-build.py; 04-AUDITS/identifier-normalisation-brief.md; 04-AUDITS/rigveda-pur-4j-method.md; 04-AUDITS/rigveda-pur-family-method.md; 05-HOLDS/HOLD-001-purandhi-etymology.md; 06-BACKLOG/BACKLOG-COVERAGE.csv; 06-BACKLOG/README.md; 06-BRIEFS/pur-4j-corpus.md; 06-BRIEFS/rv01-reconciliation.md; CORRECTIONS-PENDING.md; RESEARCH-QUEUE.md","D-046 adopts the target structure, and all 15 full-path reference(s) are rewritten in the same commit","03-REGISTERS/rigveda-pur-family.csv"
"03-REGISTERS/rigveda-pur-fields.csv","claim-authority","NOT-MOVED","evidence/registers/rigveda-pur-fields.csv","PROPOSED-NOT-ADOPTED (D-046)","7","2","00-CONTROLLER/IDENTIFIER-NAMESPACES.csv; 03-REGISTERS/rigveda-pur-4j-claims.csv; 04-AUDITS/REAUDIT-QUEUE.csv; 04-AUDITS/rigveda-pur-4j-method.md; 04-AUDITS/rv-pur-counts.py; 04-AUDITS/rv-pur-fields.py; 06-BRIEFS/pur-translation-standard.md","D-046 adopts the target structure, and all 7 full-path reference(s) are rewritten in the same commit","03-REGISTERS/rigveda-pur-fields.csv"
"03-REGISTERS/rigveda-pur-passages.csv","claim-authority","NOT-MOVED","evidence/registers/rigveda-pur-passages.csv","PROPOSED-NOT-ADOPTED (D-046)","5","1","00-CONTROLLER/IDENTIFIER-NAMESPACES.csv; 03-REGISTERS/rigveda-pur-4j-claims.csv; 04-AUDITS/rigveda-pur-4j-method.md; 04-AUDITS/rv-pur-passages-csv.py; CORRECTIONS-PENDING.md","D-046 adopts the target structure, and all 5 full-path reference(s) are rewritten in the same commit","03-REGISTERS/rigveda-pur-passages.csv"
"03-REGISTERS/rigveda-pur-typology.csv","claim-authority","NOT-MOVED","evidence/registers/rigveda-pur-typology.csv","PROPOSED-NOT-ADOPTED (D-046)","5","2","00-CONTROLLER/IDENTIFIER-NAMESPACES.csv; 03-REGISTERS/rigveda-pur-4j-claims.csv; 03-REGISTERS/rigveda-pur-4j-interpretations.csv; 04-AUDITS/rigveda-pur-4j-method.md; 04-AUDITS/rv-pur-typology.py","D-046 adopts the target structure, and all 5 full-path reference(s) are rewritten in the same commit","03-REGISTERS/rigveda-pur-typology.csv"
"03-REGISTERS/rigveda-varna-occurrences.csv","claim-authority","NOT-MOVED","evidence/registers/rigveda-varna-occurrences.csv","PROPOSED-NOT-ADOPTED (D-046)","5","0","00-CONTROLLER/IDENTIFIER-NAMESPACES.csv; 02-SOURCES/access-ledger.csv; 03-REGISTERS/rigveda-varna.csv; 04-AUDITS/rv-varna-census.py; CORRECTIONS-PENDING.md","D-046 adopts the target structure, and all 5 full-path reference(s) are rewritten in the same commit","03-REGISTERS/rigveda-varna-occurrences.csv"
"03-REGISTERS/rigveda-varna.csv","claim-authority","NOT-MOVED","evidence/registers/rigveda-varna.csv","PROPOSED-NOT-ADOPTED (D-046)","3","0","00-CONTROLLER/IDENTIFIER-NAMESPACES.csv; 02-SOURCES/dependency.csv; CORRECTIONS-PENDING.md","D-046 adopts the target structure, and all 3 full-path reference(s) are rewritten in the same commit","03-REGISTERS/rigveda-varna.csv"
"04-AUDITS/.gitkeep","assurance","NOT-MOVED","assurance/audits/.gitkeep","PROPOSED-NOT-ADOPTED (D-046)","0","0","","D-046 adopts the target structure; no full-path reference to rewrite","04-AUDITS/.gitkeep"
"04-AUDITS/ADVERSARIAL-REVIEW-PR22-DOMAIN-M.md","assurance","NOT-MOVED","assurance/audits/ADVERSARIAL-REVIEW-PR22-DOMAIN-M.md","PROPOSED-NOT-ADOPTED (D-046)","0","0","","D-046 adopts the target structure; no full-path reference to rewrite","04-AUDITS/ADVERSARIAL-REVIEW-PR22-DOMAIN-M.md"
"04-AUDITS/ARCHIVE-AND-POWER-AUDIT.csv","assurance","NOT-MOVED","assurance/audits/ARCHIVE-AND-POWER-AUDIT.csv","PROPOSED-NOT-ADOPTED (D-046)","3","5",".claude/agents/historiography-auditor.md; 00-CONTROLLER/IDENTIFIER-NAMESPACES.csv; 04-AUDITS/MIGRATION-HOLDS.csv","D-046 adopts the target structure, and all 3 full-path reference(s) are rewritten in the same commit","04-AUDITS/ARCHIVE-AND-POWER-AUDIT.csv"
"04-AUDITS/BIAS-FAILURE-LOG.csv","assurance","NOT-MOVED","assurance/audits/BIAS-FAILURE-LOG.csv","PROPOSED-NOT-ADOPTED (D-046)","14","6",".claude/agents/adversarial-reviewer.md; .claude/agents/corpus-analyst.md; 00-CONTROLLER/CANONICAL-FILES.csv; 00-CONTROLLER/IDENTIFIER-NAMESPACES.csv; 00-CONTROLLER/PROGRAMME.md; 03-REGISTERS/domain-e-claims.csv; 04-AUDITS/control-plane-reconciliation-2026-09-08.md; 04-AUDITS/domain-m-adversarial-review-2026-09-07.md; 04-AUDITS/identifier-normalisation-brief.md; 04-AUDITS/rigveda-pur-4j-method.md; 13-PRODUCT-ARCHITECTURE/museum-framework.md; AI-AGENT-ROSTER.md; CLAUDE.md; CORRECTIONS-PENDING.md","D-046 adopts the target structure, and all 14 full-path reference(s) are rewritten in the same commit","04-AUDITS/BIAS-FAILURE-LOG.csv"
"04-AUDITS/INTERNAL-CONTRADICTIONS.csv","assurance","NOT-MOVED","assurance/audits/INTERNAL-CONTRADICTIONS.csv","PROPOSED-NOT-ADOPTED (D-046)","4","7","00-CONTROLLER/CANONICAL-FILES.csv; 00-CONTROLLER/IDENTIFIER-NAMESPACES.csv; 04-AUDITS/domain-m-adversarial-review-2026-09-07.md; CORRECTIONS-PENDING.md","D-046 adopts the target structure, and all 4 full-path reference(s) are rewritten in the same commit","04-AUDITS/INTERNAL-CONTRADICTIONS.csv"
"04-AUDITS/MIGRATION-HOLDS.csv","assurance","NOT-MOVED","assurance/audits/MIGRATION-HOLDS.csv","PROPOSED-NOT-ADOPTED (D-046)","4","1","00-CONTROLLER/CANONICAL-FILES.csv; 00-CONTROLLER/IDENTIFIER-NAMESPACES.csv; 04-AUDITS/claim-status-build.py; 04-AUDITS/control-plane-reconciliation-2026-09-08.md","D-046 adopts the target structure, and all 4 full-path reference(s) are rewritten in the same commit","04-AUDITS/MIGRATION-HOLDS.csv"
"04-AUDITS/OVERRIDE-LOG.csv","assurance","NOT-MOVED","assurance/audits/OVERRIDE-LOG.csv","PROPOSED-NOT-ADOPTED (D-046)","7","0",".claude/hooks/block-push-on-register-failure.sh; .github/workflows/validate-registers.yml; 00-CONTROLLER/CANONICAL-FILES.csv; 00-CONTROLLER/CONTRADICTION-REGISTER.csv; 00-CONTROLLER/IDENTIFIER-NAMESPACES.csv; 04-AUDITS/validate-registers.py; AI-AGENT-ROSTER.md","D-046 adopts the target structure, and all 7 full-path reference(s) are rewritten in the same commit","04-AUDITS/OVERRIDE-LOG.csv"
"04-AUDITS/REAUDIT-QUEUE.csv","assurance","NOT-MOVED","assurance/audits/REAUDIT-QUEUE.csv","PROPOSED-NOT-ADOPTED (D-046)","14","6",".claude/agents/adversarial-reviewer.md; 00-CONTROLLER/CANONICAL-FILES.csv; 00-CONTROLLER/CONTRADICTION-REGISTER.csv; 00-CONTROLLER/IDENTIFIER-NAMESPACES.csv; 00-CONTROLLER/PROGRAMME.md; 04-AUDITS/backlog-coverage-build.py; 04-AUDITS/domain-m-adversarial-review-2026-09-07.md; 04-AUDITS/identifier-normalisation-brief.md; 04-AUDITS/rigveda-pur-4j-method.md; 06-BACKLOG/BACKLOG-COVERAGE.csv; 06-BRIEFS/pur-translation-standard.md; 13-PRODUCT-ARCHITECTURE/museum-framework.md; CLAUDE.md; RESEARCH-QUEUE.md","D-046 adopts the target structure, and all 14 full-path reference(s) are rewritten in the same commit","04-AUDITS/REAUDIT-QUEUE.csv"
"04-AUDITS/VALIDATOR-FINDINGS-2026-09-07.md","assurance","NOT-MOVED","assurance/audits/VALIDATOR-FINDINGS-2026-09-07.md","PROPOSED-NOT-ADOPTED (D-046)","2","2","00-CONTROLLER/CANONICAL-FILES.csv; AI-AGENT-ROSTER.md","D-046 adopts the target structure, and all 2 full-path reference(s) are rewritten in the same commit","04-AUDITS/VALIDATOR-FINDINGS-2026-09-07.md"
"04-AUDITS/backlog-coverage-build.py","assurance","NOT-MOVED","assurance/audits/backlog-coverage-build.py","PROPOSED-NOT-ADOPTED (D-046)","6","0","00-CONTROLLER/CANONICAL-FILES.csv; 00-CONTROLLER/REPOSITORY-MAP.md; 04-AUDITS/control-plane-reconciliation-2026-09-08.md; 04-AUDITS/identifier-normalisation-brief.md; 06-BACKLOG/BACKLOG-COVERAGE.csv; 06-BACKLOG/README.md","D-046 adopts the target structure, and all 6 full-path reference(s) are rewritten in the same commit","04-AUDITS/backlog-coverage-build.py"
"04-AUDITS/brahui-loo-geography.py","assurance","NOT-MOVED","assurance/audits/brahui-loo-geography.py","PROPOSED-NOT-ADOPTED (D-046)","3","2","02-SOURCES/dravlex-glottolog-manifest-2026-09-07.md; 03-REGISTERS/domain-m-brahui-position.csv; 04-AUDITS/domain-m-method.md","D-046 adopts the target structure, and all 3 full-path reference(s) are rewritten in the same commit","04-AUDITS/brahui-loo-geography.py"
"04-AUDITS/claim-sources-build.py","assurance","NOT-MOVED","assurance/audits/claim-sources-build.py","PROPOSED-NOT-ADOPTED (D-046)","5","0",".github/workflows/validate-registers.yml; 00-CONTROLLER/CANONICAL-FILES.csv; 00-CONTROLLER/IDENTIFIER-NAMESPACES.csv; 04-AUDITS/control-plane-reconciliation-2026-09-08.md; 04-AUDITS/validate-registers.py","D-046 adopts the target structure, and all 5 full-path reference(s) are rewritten in the same commit","04-AUDITS/claim-sources-build.py"
"04-AUDITS/claim-status-build.py","assurance","NOT-MOVED","assurance/audits/claim-status-build.py","PROPOSED-NOT-ADOPTED (D-046)","4","0",".github/workflows/validate-registers.yml; 00-CONTROLLER/CANONICAL-FILES.csv; 04-AUDITS/control-plane-reconciliation-2026-09-08.md; 04-AUDITS/validate-registers.py","D-046 adopts the target structure, and all 4 full-path reference(s) are rewritten in the same commit","04-AUDITS/claim-status-build.py"
"04-AUDITS/control-plane-reconciliation-2026-09-08.md","assurance","NOT-MOVED","assurance/audits/control-plane-reconciliation-2026-09-08.md","PROPOSED-NOT-ADOPTED (D-046)","1","0","00-CONTROLLER/CANONICAL-FILES.csv","D-046 adopts the target structure, and all 1 full-path reference(s) are rewritten in the same commit","04-AUDITS/control-plane-reconciliation-2026-09-08.md"
"04-AUDITS/dedr-lineage-check.csv","assurance","NOT-MOVED","assurance/audits/dedr-lineage-check.csv","PROPOSED-NOT-ADOPTED (D-046)","2","0","03-REGISTERS/dedr-digitisation-lineage.csv; 04-AUDITS/dedr-lineage-check.py","D-046 adopts the target structure, and all 2 full-path reference(s) are rewritten in the same commit","04-AUDITS/dedr-lineage-check.csv"
"04-AUDITS/dedr-lineage-check.py","assurance","NOT-MOVED","assurance/audits/dedr-lineage-check.py","PROPOSED-NOT-ADOPTED (D-046)","1","0","03-REGISTERS/dedr-digitisation-lineage.csv","D-046 adopts the target structure, and all 1 full-path reference(s) are rewritten in the same commit","04-AUDITS/dedr-lineage-check.py"
"04-AUDITS/domain-e-cdial-attributions.py","assurance","NOT-MOVED","assurance/audits/domain-e-cdial-attributions.py","PROPOSED-NOT-ADOPTED (D-046)","1","1","03-REGISTERS/domain-e-measurements.csv","D-046 adopts the target structure, and all 1 full-path reference(s) are rewritten in the same commit","04-AUDITS/domain-e-cdial-attributions.py"
"04-AUDITS/domain-e-dedr-digitisation-check.csv","assurance","NOT-MOVED","assurance/audits/domain-e-dedr-digitisation-check.csv","PROPOSED-NOT-ADOPTED (D-046)","1","1","03-REGISTERS/dedr-digitisation-lineage.csv","D-046 adopts the target structure, and all 1 full-path reference(s) are rewritten in the same commit","04-AUDITS/domain-e-dedr-digitisation-check.csv"
"04-AUDITS/domain-e-dedr-digitisation-check.py","assurance","NOT-MOVED","assurance/audits/domain-e-dedr-digitisation-check.py","PROPOSED-NOT-ADOPTED (D-046)","6","1","02-SOURCES/access-ledger.csv; 03-REGISTERS/dedr-digitisation-lineage.csv; 04-AUDITS/INTERNAL-CONTRADICTIONS.csv; 04-AUDITS/dedr-lineage-check.py; 04-AUDITS/domain-m-adversarial-review-2026-09-07.md; CORRECTIONS-PENDING.md","D-046 adopts the target structure, and all 6 full-path reference(s) are rewritten in the same commit","04-AUDITS/domain-e-dedr-digitisation-check.py"
"04-AUDITS/domain-e-evidence-mass.py","assurance","NOT-MOVED","assurance/audits/domain-e-evidence-mass.py","PROPOSED-NOT-ADOPTED (D-046)","1","1","03-REGISTERS/domain-e-measurements.csv","D-046 adopts the target structure, and all 1 full-path reference(s) are rewritten in the same commit","04-AUDITS/domain-e-evidence-mass.py"
"04-AUDITS/domain-e-geography.py","assurance","NOT-MOVED","assurance/audits/domain-e-geography.py","PROPOSED-NOT-ADOPTED (D-046)","2","1","02-SOURCES/dependency.csv; 03-REGISTERS/domain-e-measurements.csv","D-046 adopts the target structure, and all 2 full-path reference(s) are rewritten in the same commit","04-AUDITS/domain-e-geography.py"
"04-AUDITS/domain-e-method-comparative.md","assurance","NOT-MOVED","assurance/audits/domain-e-method-comparative.md","PROPOSED-NOT-ADOPTED (D-046)","2","0","CORRECTIONS-PENDING.md; RESEARCH-QUEUE.md","D-046 adopts the target structure, and all 2 full-path reference(s) are rewritten in the same commit","04-AUDITS/domain-e-method-comparative.md"
"04-AUDITS/domain-e-method.md","assurance","NOT-MOVED","assurance/audits/domain-e-method.md","PROPOSED-NOT-ADOPTED (D-046)","5","0","02-SOURCES/access-ledger.csv; 03-REGISTERS/domain-e-claims.csv; 03-REGISTERS/domain-e-interpretations.csv; 04-AUDITS/identifier-normalisation-brief.md; RESEARCH-QUEUE.md","D-046 adopts the target structure, and all 5 full-path reference(s) are rewritten in the same commit","04-AUDITS/domain-e-method.md"
"04-AUDITS/domain-m-adversarial-review-2026-09-07.md","assurance","NOT-MOVED","assurance/audits/domain-m-adversarial-review-2026-09-07.md","PROPOSED-NOT-ADOPTED (D-046)","1","0","04-AUDITS/domain-m-review-rederivation.py","D-046 adopts the target structure, and all 1 full-path reference(s) are rewritten in the same commit","04-AUDITS/domain-m-adversarial-review-2026-09-07.md"
"04-AUDITS/domain-m-method.md","assurance","NOT-MOVED","assurance/audits/domain-m-method.md","PROPOSED-NOT-ADOPTED (D-046)","2","1","03-REGISTERS/domain-m-brahui-position.csv; RESEARCH-QUEUE.md","D-046 adopts the target structure, and all 2 full-path reference(s) are rewritten in the same commit","04-AUDITS/domain-m-method.md"
"04-AUDITS/domain-m-review-rederivation.py","assurance","NOT-MOVED","assurance/audits/domain-m-review-rederivation.py","PROPOSED-NOT-ADOPTED (D-046)","0","0","","D-046 adopts the target structure; no full-path reference to rewrite","04-AUDITS/domain-m-review-rederivation.py"
"04-AUDITS/identifier-normalisation-brief.md","assurance","NOT-MOVED","assurance/audits/identifier-normalisation-brief.md","PROPOSED-NOT-ADOPTED (D-046)","4","2","00-CONTROLLER/CANONICAL-FILES.csv; 00-CONTROLLER/CONTRADICTION-REGISTER.csv; 09-DECISIONS/DECISION-ID-MAP.csv; 09-DECISIONS/OWNER-DECISIONS.csv","D-046 adopts the target structure, and all 4 full-path reference(s) are rewritten in the same commit","04-AUDITS/identifier-normalisation-brief.md"
"04-AUDITS/inherited-claims-extraction.py","assurance","NOT-MOVED","assurance/audits/inherited-claims-extraction.py","PROPOSED-NOT-ADOPTED (D-046)","2","0","00-CONTROLLER/IDENTIFIER-NAMESPACES.csv; 09-DECISIONS/README.md","D-046 adopts the target structure, and all 2 full-path reference(s) are rewritten in the same commit","04-AUDITS/inherited-claims-extraction.py"
"04-AUDITS/north-dravidian-cognate-sharing.py","assurance","NOT-MOVED","assurance/audits/north-dravidian-cognate-sharing.py","PROPOSED-NOT-ADOPTED (D-046)","3","3","02-SOURCES/dravlex-glottolog-manifest-2026-09-07.md; 03-REGISTERS/domain-m-brahui-position.csv; 04-AUDITS/domain-m-method.md","D-046 adopts the target structure, and all 3 full-path reference(s) are rewritten in the same commit","04-AUDITS/north-dravidian-cognate-sharing.py"
"04-AUDITS/path-migration-build.py","assurance","NOT-MOVED","assurance/audits/path-migration-build.py","PROPOSED-NOT-ADOPTED (D-046)","5","0",".github/workflows/validate-registers.yml; 00-CONTROLLER/CANONICAL-FILES.csv; 00-CONTROLLER/REPOSITORY-MAP.md; 04-AUDITS/control-plane-reconciliation-2026-09-08.md; 04-AUDITS/validate-registers.py","D-046 adopts the target structure, and all 5 full-path reference(s) are rewritten in the same commit","04-AUDITS/path-migration-build.py"
"04-AUDITS/rigveda-pur-4j-method.md","assurance","NOT-MOVED","assurance/audits/rigveda-pur-4j-method.md","PROPOSED-NOT-ADOPTED (D-046)","5","0","03-REGISTERS/rigveda-pur-4j-claims.csv; 03-REGISTERS/rigveda-pur-4j-interpretations.csv; 04-AUDITS/REAUDIT-QUEUE.csv; 06-BRIEFS/pur-4j-corpus.md; 09-DECISIONS/OWNER-DECISIONS.csv","D-046 adopts the target structure, and all 5 full-path reference(s) are rewritten in the same commit","04-AUDITS/rigveda-pur-4j-method.md"
"04-AUDITS/rigveda-pur-family-method.md","assurance","NOT-MOVED","assurance/audits/rigveda-pur-family-method.md","PROPOSED-NOT-ADOPTED (D-046)","12","0","02-SOURCES/dependency.csv; 03-REGISTERS/rigveda-pur-4j-claims.csv; 03-REGISTERS/rigveda-varna.csv; 04-AUDITS/BIAS-FAILURE-LOG.csv; 04-AUDITS/REAUDIT-QUEUE.csv; 04-AUDITS/identifier-normalisation-brief.md; 04-AUDITS/rigveda-pur-4j-method.md; 04-AUDITS/rv-pur-counts.py; 04-AUDITS/rv-varna-census.py; 06-BRIEFS/rv01-reconciliation.md; 13-PRODUCT-ARCHITECTURE/museum-framework.md; RESEARCH-QUEUE.md","D-046 adopts the target structure, and all 12 full-path reference(s) are rewritten in the same commit","04-AUDITS/rigveda-pur-family-method.md"
"04-AUDITS/rv-hydronym-census.py","assurance","NOT-MOVED","assurance/audits/rv-hydronym-census.py","PROPOSED-NOT-ADOPTED (D-046)","1","1","03-REGISTERS/domain-e-claims.csv","D-046 adopts the target structure, and all 1 full-path reference(s) are rewritten in the same commit","04-AUDITS/rv-hydronym-census.py"
"04-AUDITS/rv-pur-counts-adjudicate.py","assurance","NOT-MOVED","assurance/audits/rv-pur-counts-adjudicate.py","PROPOSED-NOT-ADOPTED (D-046)","1","1","04-AUDITS/rigveda-pur-4j-method.md","D-046 adopts the target structure, and all 1 full-path reference(s) are rewritten in the same commit","04-AUDITS/rv-pur-counts-adjudicate.py"
"04-AUDITS/rv-pur-counts.py","assurance","NOT-MOVED","assurance/audits/rv-pur-counts.py","PROPOSED-NOT-ADOPTED (D-046)","3","1","03-REGISTERS/rigveda-pur-4j-claims.csv; 04-AUDITS/rigveda-pur-4j-method.md; 04-AUDITS/rv-pur-numeral-scan.py","D-046 adopts the target structure, and all 3 full-path reference(s) are rewritten in the same commit","04-AUDITS/rv-pur-counts.py"
"04-AUDITS/rv-pur-family-search.py","assurance","NOT-MOVED","assurance/audits/rv-pur-family-search.py","PROPOSED-NOT-ADOPTED (D-046)","2","0","03-REGISTERS/rigveda-pur-family.csv; 04-AUDITS/rigveda-pur-family-method.md","D-046 adopts the target structure, and all 2 full-path reference(s) are rewritten in the same commit","04-AUDITS/rv-pur-family-search.py"
"04-AUDITS/rv-pur-fields.py","assurance","NOT-MOVED","assurance/audits/rv-pur-fields.py","PROPOSED-NOT-ADOPTED (D-046)","2","0","03-REGISTERS/rigveda-pur-4j-claims.csv; 04-AUDITS/rigveda-pur-4j-method.md","D-046 adopts the target structure, and all 2 full-path reference(s) are rewritten in the same commit","04-AUDITS/rv-pur-fields.py"
"04-AUDITS/rv-pur-numeral-scan.py","assurance","NOT-MOVED","assurance/audits/rv-pur-numeral-scan.py","PROPOSED-NOT-ADOPTED (D-046)","4","0","03-REGISTERS/rigveda-pur-4j-claims.csv; 04-AUDITS/rigveda-pur-4j-method.md; 04-AUDITS/rv-pur-counts.py; 06-BRIEFS/pur-4j-corpus.md","D-046 adopts the target structure, and all 4 full-path reference(s) are rewritten in the same commit","04-AUDITS/rv-pur-numeral-scan.py"
